TRM_Up,Irf4,Ehd1,Xcl1,Litaf,Dusp1,Jun,Abi3,Cd69,Nfkbid,Gpr34,Osgin1,Hspd1,Itgae,Ldlrad4,Per1,Gadd45b,Smim3,Fosb,Nr4a1,Fosl2,Ifng,Hilpda,Cxcr6,Isg20,Klf6,Rgs2,Ppp1r16b,Inpp4b,Nr4a2,Atf3,Zfp36,Neurl3,Dusp5,Fos,Traf4,Skil,Junb,Gpr171,Vps37b,Tnfrsf1b,Tnf,Tigit,Tgif1,Ssbp2,Rrad,Rgs16,Rgs1,Pdcd1,Nr4a3,Nfil3,Itga1,Isy1,Il21r,Icos,Hsp90aa1,Gzmb,Gem,Fgl2,Fasl,Dnajb4,Dnajb1,Dnaja4,Ctla4,Crem,Cpd,Coq10b,Chn2,Ccl4,Btg3,Bhlhe40,Bag3,Abcb1b,AA467197
TRM_Down,Abtb2,Ly6c2,Prkcq,Itgb1,Ccl5,Hexb,Sh2d1a,Itga4,Lef1,Arhgef18,Klf2,Phf11b,Tmem71,Ms4a4b,Glipr2,Rasa3,Cxcr4,Acp5,Abhd8,Txk,Klf3,Tcf7,Fam49a,Sidt1,Kcnn4,S1pr1,Atp1b3,AB124611,Mpnd,S1pr5,Lcn4,Aff3,Bin2,Dgka,Flna,Kbtbd11,Klrg1,Traf3ip3,Zeb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
