"","kmeans_cluster"
"BC065397",3
"BROX",3
"C230035I16RIK",3
"CAB39",3
"CASP9",3
"CATSPERD",3
"CBFB",3
"CCDC186",3
"CCNE1",3
"CD151",3
"CDC25B",3
"CDC7",3
"CDK5RAP2",3
"CDKN2AIP",3
"CENPJ",3
"CEP97",3
"CFAP57",3
"CISD3",3
"CLDN20",3
"COA7",3
"COPS6",3
"COQ3",3
"COX7A2L",3
"COX8A",3
"CPEB3",3
"CSNK1E",3
"CUL4A",3
"D730045B01RIK",3
"D930030I03RIK",3
"DBT",3
"DDX26B",3
"DDX52",3
"DHRS1",3
"DHRS7",3
"DHX35",3
"DNAJA1",3
"DNAJC7",3
"DPCD",3
"DPH1",3
"DUSP16",3
"DUSP8",3
"DUXF3",3
"EIF4G3",3
"EPB4.1",3
"EPHA5",3
"EPS8L1",3
"FAM103A1",3
"FAM136A",3
"FAM149B",3
"FAM173B",3
"FAM178B",3
"FAM32A",3
"FANCD2OS",3
"FAXC",3
"FCGRT",3
"FCOR",3
"FERMT3",3
"FGF9",3
"FOXM1",3
"FOXO4",3
"FRS2",3
"GALK2",3
"GALNT1",3
"GALNT10",3
"GFY",3
"GGA1",3
"GLI1",3
"GLIS2",3
"GM10010",3
"GM11398",3
"GM11457",3
"GM11739",3
"GM12034",3
"GM12082",3
"GM12109",3
"GM12115",3
"GM12238",3
"GM12267",3
"GM12402",3
"GM13053",3
"GM13630",3
"GM13868",3
"GM14038",3
"GM14131",3
"GM14388",3
"GM15288",3
"GM16014",3
"GM16184",3
"GM16201",3
"GM16275",3
"GM16286",3
"GM16553",3
"GM16638",3
"GM16751",3
"GM17052",3
"GM17227",3
"GM17324",3
"GM17334",3
"GM17484",3
"GM17799",3
"GM17877",3
"GM18859",3
"GM20392",3
"GM20493",3
"GM20621",3
"GM20644",3
"GM20652",3
"GM20672",3
"GM20694",3
"GM20726",3
"GM21781",3
"GM22065",3
"GM22424",3
"GM22461",3
"GM22706",3
"GM22744",3
"GM22900",3
"GM23111",3
"GM23169",3
"GM23440",3
"GM23468",3
"GM23484",3
"GM24294",3
"GM24373",3
"GM24515",3
"GM24754",3
"GM24793",3
"GM25322",3
"GM25541",3
"GM25618",3
"GM25933",3
"GM26075",3
"GM26143",3
"GM26434",3
"GM26660",3
"GM26697",3
"GM26708",3
"GM26723",3
"GM26808",3
"GM27646",3
"GM28035",3
"GM28731",3
"GM29125",3
"GM31266",3
"GM32250",3
"GM34342",3
"GM37178",3
"GM37203",3
"GM37941",3
"GM38004",3
"GM38326",3
"GM38380",3
"GM38399",3
"GM5541",3
"GM9530",3
"GM9920",3
"GNA13",3
"GOLT1B",3
"GP9",3
"GPBP1L1",3
"GPR107",3
"GTF2H1",3
"GUSB",3
"HECTD1",3
"HEXA",3
"HIST1H1D",3
"HIST1H3D",3
"HPS5",3
"HS6ST1",3
"HSBP1",3
"HSF2BP",3
"HTRA1",3
"HYPK",3
"IAH1",3
"IER3IP1",3
"IGHV1-14",3
"IGHV6-6",3
"IGHV9-3",3
"IQSEC1",3
"ITFG2",3
"KCNJ3",3
"KCNJ8",3
"KCTD7",3
"KIF16B",3
"KIF1B",3
"KLHDC10",3
"LHPP",3
"LRCOL1",3
"LRRC3",3
"LTK",3
"LYRM2",3
"LYRM9",3
"MAN2B2",3
"MAP10",3
"MAP1A",3
"MAPRE1",3
"MAPT",3
"MARK2",3
"MED4",3
"MESDC2",3
"MICU3",3
"MIR6991",3
"MIR7019",3
"MMEL1",3
"MMGT2",3
"MOB1B",3
"MPL",3
"MPST",3
"MRC1",3
"MRPL19",3
"MRPL20",3
"MRPS26",3
"MS4A10",3
"MTHFD1",3
"MTMR6",3
"MYL12A",3
"NDUFA10",3
"NELL1",3
"NFKBIB",3
"NMNAT1",3
"NOL12",3
"NSFL1C",3
"NT5M",3
"NUB1",3
"NUDT21",3
"NUDT22",3
"NUDT9",3
"NUPR1L",3
"NXN",3
"OARD1",3
"OLFR12",3
"ORMDL3",3
"OTOP1",3
"PAPPA",3
"PAQR3",3
"PCGF3",3
"PCGF6",3
"PDZD9",3
"PDZK1IP1",3
"PGRMC1",3
"PLXNA4OS1",3
"PPEF2",3
"PPM1M",3
"PPP2R5B",3
"PRAMEF8",3
"PRDM9",3
"PRDX1",3
"PRICKLE1",3
"PRLHR",3
"PRPS2",3
"PRR13",3
"PSMA5",3
"PTPN4",3
"PTPRS",3
"RAB1",3
"RAB11FIP1",3
"RAB15",3
"RAB37",3
"RAB3B",3
"RAB40C",3
"RAB42",3
"RABGEF1",3
"RFK",3
"RHBDD2",3
"RHNO1",3
"RNF135",3
"RNF14",3
"RNF214",3
"RNU7",3
"ROCK1",3
"RP23-111F17.1",3
"RP23-173N16.3",3
"RP23-173N16.4",3
"RP23-181P9.3",3
"RP23-19G21.1",3
"RP23-336O18.1",3
"RP23-339I6.1",3
"RP23-349J3.8",3
"RP23-381I16.4",3
"RP23-396K22.3",3
"RP23-6A14.10",3
"RP23-94F17.2",3
"RP24-142B15.11",3
"RP24-176P19.3",3
"RP24-253I2.4",3
"RP24-470E5.3",3
"RP24-555M20.3",3
"RP24-567O8.3",3
"RPL36-PS2",3
"RPL8",3
"RPS12",3
"RPS5",3
"RRM1",3
"RTCA",3
"SCARNA10",3
"SCML4",3
"SCNN1G",3
"SDR42E1",3
"SEC11A",3
"SECISBP2L",3
"SEPSECS",3
"SERF1",3
"SET",3
"SF3B1",3
"SH3KBP1",3
"SHKBP1",3
"SLC1A4",3
"SLC22A4",3
"SLC43A2",3
"SLC4A11",3
"SLC7A6OS",3
"SLCO1A6",3
"SMC4",3
"SNHG3",3
"SNOPSI28S-3327",3
"SNORA50",3
"SNORD19",3
"SNORD21",3
"SNRPB2",3
"SPICE1",3
"SPNS3",3
"SPRY4",3
"SRBD1",3
"SSX2IP",3
"ST14",3
"STPG1",3
"SYK",3
"SYT17",3
"TCF12",3
"TCF7L2",3
"TFDP2",3
"TLE2",3
"TMCC1",3
"TMEM106C",3
"TMEM161A",3
"TMEM184B",3
"TMEM242",3
"TMEM248",3
"TMX1",3
"TNFRSF9",3
"TRAF4",3
"TRBV15",3
"TRIM27",3
"TRIM59",3
"0610040B10RIK",4
"1110037F02RIK",4
"1520401A03RIK",4
"1700016P03RIK",4
"1700017G19RIK",4
"1700027A07RIK",4
"1700029I15RIK",4
"1700030J22RIK",4
"1700049G17RIK",4
"1700074A21RIK",4
"2410002F23RIK",4
"2410015M20RIK",4
"2700016F22RIK",4
"2810474O19RIK",4
"4930467K11RIK",4
"4930519D14RIK",4
"4930534D22RIK",4
"4933407K13RIK",4
"4933424G06RIK",4
"5430400D12RIK",4
"6430511E19RIK",4
"9530056K15RIK",4
"9930004E17RIK",4
"A530058N18RIK",4
"A630001G21RIK",4
"ABCC2",4
"AC120402.1",4
"ACAP2",4
"ADRA2A",4
"AHNAK",4
"AI317395",4
"AIG1",4
"AKAP13",4
"APLP1",4
"ARF5",4
"ARHGEF40",4
"ARMT1",4
"ASB13",4
"ATAD2",4
"ATG16L2",4
"ATRNL1",4
"AUP1",4
"B3GNTL1",4
"BAG3",4
"BC005561",4
"BRIX1",4
"C030034I22RIK",4
"C230062I16RIK",4
"C430014B12RIK",4
"C87436",4
"C8G",4
"CATSPER2",4
"CCDC15",4
"CDADC1",4
"CDC25C",4
"CDK8",4
"CDYL",4
"CENPN",4
"CENPO",4
"CEP112",4
"CEP70",4
"CHRNE",4
"CNDP2",4
"CNRIP1",4
"CPM",4
"CREBBP",4
"CSGALNACT2",4
"CSRNP1",4
"CTAGE5",4
"DBR1",4
"DCBLD2",4
"DCLRE1A",4
"DERL2",4
"DGCR6",4
"DIS3L2",4
"DKK3",4
"DLG2",4
"DNAH11",4
"DNAJB1",4
"DNAJB14",4
"DRAM1",4
"DTX1",4
"DUSP2",4
"DUSP7",4
"DYRK1B",4
"E030013I19RIK",4
"E130215H24RIK",4
"E130308A19RIK",4
"EIF2B2",4
"EIF3J2",4
"ELMOD2",4
"ENTPD5",4
"EPN2",4
"EPS8",4
"F8",4
"FAF2",4
"FAM120C",4
"FAM188A",4
"FAM19A3",4
"FAM208B",4
"FARSA",4
"FDFT1",4
"FGFR1OP2",4
"FJX1",4
"FRMD8OS",4
"FUNDC1",4
"GCC2",4
"GCSH",4
"GM10766",4
"GM11100",4
"GM11508",4
"GM11685",4
"GM11788",4
"GM12156",4
"GM12742",4
"GM12977",4
"GM13320",4
"GM13391",4
"GM13972",4
"GM14007",4
"GM15180",4
"GM15510",4
"GM15927",4
"GM15938",4
"GM15941",4
"GM16044",4
"GM16231",4
"GM16272",4
"GM16274",4
"GM16365",4
"GM16557",4
"GM17102",4
"GM17586",4
"GM19024",4
"GM19582",4
"GM20045",4
"GM20449",4
"GM20461",4
"GM20501",4
"GM23632",4
"GM24000",4
"GM24907",4
"GM24961",4
"GM25745",4
"GM26881",4
"GM27688",4
"GM28045",4
"GM28051",4
"GM28496",4
"GM37145",4
"GM37494",4
"GM37748",4
"GM37852",4
"GM38257",4
"GM9888",4
"GNB4",4
"GRAP",4
"GSX2",4
"GUK1",4
"HACE1",4
"HIST1H2BP",4
"HIST1H4D",4
"HMBOX1",4
"HOXC6",4
"HPSE",4
"HSPA5",4
"IGLV2",4
"IGSF9B",4
"IL18R1",4
"INTS9",4
"IPO8",4
"ITGA2",4
"JADE2",4
"KCNA5",4
"KDM1A",4
"KDM3B",4
"KDSR",4
"KLHDC3",4
"KLHDC9",4
"KRAS",4
"LCA5L",4
"LEKR1",4
"LEMD3",4
"LGALS1",4
"LHX2",4
"LIMD2",4
"LIN52",4
"LIX1",4
"LLPH",4
"LRRC58",4
"LRRC73",4
"LSM6",4
"LYRM5",4
"MAMDC4",4
"MAP4K5",4
"MCOLN2",4
"MDN1",4
"MEPCE",4
"METTL15",4
"METTL21B",4
"MFSD2A",4
"MIR142HG",4
"MIR377",4
"MIR449A",4
"MIR6361",4
"MIR718",4
"MIS12",4
"MKNK1",4
"MMU-MIR-7228",4
"MORF4L2",4
"MRPL4",4
"MRPS18B",4
"MRTO4",4
"MUTYH",4
"MXD1",4
"MYEOV2",4
"MYL12B",4
"NAA20",4
"NAP1L3",4
"NCAPH2",4
"NCKAP1",4
"NECAP1",4
"NF2",4
"NGLY1",4
"NINL",4
"NIT1",4
"OSBP",4
"OXCT1",4
"PANK3",4
"PAPD5",4
"PDIA3",4
"PDIA6",4
"PLEK",4
"PNO1",4
"PNPLA3",4
"PPP1R12C",4
"PRKCA",4
"PRMT1",4
"PSMB2",4
"PSMC1",4
"PSMC2",4
"PTBP2",4
"RAB2A",4
"RAB34",4
"RABEP1",4
"RAD1",4
"RASSF3",4
"REV3L",4
"RFX2",4
"RNASEH1",4
"RP23-112C14.2",4
"RP23-336L12.3",4
"RP24-317M4.1",4
"RPL24",4
"RPS6KL1",4
"RPS7",4
"SCAI",4
"SEC14L1",4
"SEMA7A",4
"SERGEF",4
"SLC12A6",4
"SLC17A5",4
"SLC25A26",4
"SLC25A53",4
"SLC35G3",4
"SLC36A1OS",4
"SLC9A9",4
"SMDT1",4
"SNORD38A",4
"SNORD55",4
"SOCS3",4
"SOCS4",4
"SPAG4",4
"SPATA32",4
"SPECC1L",4
"SPTSSA",4
"SRP9",4
"STK38L",4
"STRN",4
"SUMO1",4
"SUPT16",4
"TADA1",4
"TAF2",4
"TBK1",4
"TBP",4
"TEP1",4
"TFAP4",4
"TIPARP",4
"TLDC1",4
"TMED5",4
"TMED8",4
"TMEM241",4
"TNPO1",4
"TOMM7",4
"TPD52",4
"TPRKB",4
"TRAK2",4
"TRIM9",4
"TSSK6",4
"TTC19",4
"TTC33",4
"TTLL12",4
"TUBB2B",4
"TUBE1",4
"U90926",4
"UBE2L3",4
"UBE3C",4
"UBL5",4
"UBR3",4
"UBR4",4
"UBXN2B",4
"USP21",4
"VAT1",4
"VAULTRC5",4
"VBP1",4
"VIMP",4
"VPRBP",4
"VPS45",4
"WDR78",4
"WRAP53",4
"WRB",4
"XAB2",4
"XKR6",4
"YBX1",4
"ZBTB21",4
"ZBTB37",4
"ZCCHC18",4
"ZCCHC7",4
"ZDHHC4",4
"ZFP12",4
"ZFP169",4
"ZFP248",4
"ZFP26",4
"ZFP266",4
"ZFP322A",4
"ZFP426",4
"ZFP438",4
"ZFP593",4
"ZFP607",4
"ZFP770",4
"ZFP780B",4
"ZFP846",4
"ZFP931",4
"ZFP951",4
"ZMYM3",4
"ZPBP",4
"ZSWIM2",4
"ZSWIM7",4
"1010001N08RIK",5
"1700021F05RIK",5
"1700025F22RIK",5
"1700051A21RIK",5
"1700108J01RIK",5
"1700122E12RIK",5
"1700125G02RIK",5
"2010003K11RIK",5
"2310016D03RIK",5
"2310061N02RIK",5
"2310067B10RIK",5
"2610316D01RIK",5
"3110082I17RIK",5
"4921501E09RIK",5
"4921511C20RIK",5
"4930480K15RIK",5
"4930515B02RIK",5
"4930516K23RIK",5
"4930527J03RIK",5
"4930544D05RIK",5
"4930556L07RIK",5
"4931406C07RIK",5
"4932441J04RIK",5
"5830405F06RIK",5
"6720489N17RIK",5
"9330111N05RIK",5
"9930104L06RIK",5
"A230087F16RIK",5
"A330074H02RIK",5
"AAMP",5
"AARS2",5
"ABHD11OS",5
"AC034285.2",5
"AC114588.1",5
"AC122804.1",5
"AC161588.1",5
"ACOT6",5
"ADAM22",5
"ADAMTS18",5
"ADCYAP1",5
"ADRBK1",5
"ADRBK2",5
"AEBP1",5
"AFF4",5
"AGO4",5
"AI854703",5
"AKAP7",5
"AKR1B10",5
"AKR1B3",5
"AKR1B8",5
"AL590614.1",5
"AL928644.1",5
"ALOX15",5
"ALOX8",5
"AMTN",5
"ANKRD53",5
"ANO8",5
"APOC3",5
"APOE",5
"ARHGEF10L",5
"ARHGEF28",5
"ARHGEF39",5
"ARMCX4",5
"ARPIN",5
"ARRDC5",5
"ARSI",5
"AS3MT",5
"ASCL4",5
"ASCL5",5
"ASIC4",5
"ATP2A3",5
"ATP5S",5
"ATP6V1C2",5
"AYM1",5
"B230112J18RIK",5
"B3GNT3",5
"B430010I23RIK",5
"B4GALT4",5
"BAG1",5
"BAG5",5
"BANK1",5
"BC003965",5
"BC028528",5
"BDNF",5
"BECN1",5
"BEST2",5
"BIRC3",5
"BRMS1",5
"C030027H14RIK",5
"C1QTNF1",5
"C4B",5
"CACNA1A",5
"CALCR",5
"CALM3",5
"CAP2",5
"CCBL1",5
"CCDC130",5
"CCDC132",5
"CCDC166",5
"CCDC57",5
"CCDC59",5
"CCDC7B",5
"CD68",5
"CDC5L",5
"CDH22",5
"CDR1",5
"CENPP",5
"CEP170B",5
"CEP250",5
"CERS4",5
"CFAP74",5
"CHEK2",5
"CHIA1",5
"CHIL3",5
"CHPF",5
"CHRD",5
"CLCN1",5
"CLEC4F",5
"CLP1",5
"CLUAP1",5
"COA6",5
"COL26A1",5
"COL8A2",5
"COL9A3",5
"COLQ",5
"COPZ2",5
"COQ5",5
"COX5A",5
"COX7B2",5
"CPA6",5
"CPNE5",5
"CRYBB3",5
"CSF2",5
"CTSB",5
"CTSD",5
"CXCR1",5
"CYB561",5
"CYFIP2",5
"CYM",5
"CYP2W1",5
"D630023O14RIK",5
"D730048I06RIK",5
"D930048G16RIK",5
"DACH2",5
"DAZAP2",5
"DDX51",5
"DEFB30",5
"DEFB42",5
"DGKB",5
"DHDH",5
"DNAJB2",5
"DNASE2A",5
"DPP3",5
"DPP6",5
"DPY30",5
"DTX2",5
"DUSP15",5
"E130018O15RIK",5
"E2F1",5
"ECSCR",5
"EDEM3",5
"EEF1G",5
"EIF5",5
"ELF3",5
"EMC1",5
"EMILIN2",5
"ENOX1",5
"EPHA10",5
"EPOR",5
"EPS15",5
"ERGIC3",5
"ETF1",5
"EVC",5
"FABP1",5
"FAM101B",5
"FAM109A",5
"FAM161B",5
"FAM20B",5
"FAM222A",5
"FAM228A",5
"FAM45A",5
"FBLN5",5
"FBP1",5
"FEN1",5
"FES",5
"FGF14",5
"FGF16",5
"FGFR1OP",5
"FIBCD1",5
"FOXRED1",5
"FUOM",5
"G530011O06RIK",5
"GALNT4",5
"GALNT6",5
"GALP",5
"GAS5",5
"GATA2",5
"GHITM",5
"GIGYF1",5
"GIMAP3",5
"GIPR",5
"GM10489",5
"GM11370",5
"GM11404",5
"GM11619",5
"GM11638",5
"GM11803",5
"GM12070",5
"GM12709",5
"GM13161",5
"GM13383",5
"GM13576",5
"GM13886",5
"GM14120",5
"GM14141",5
"GM14236",5
"GM14586",5
"GM15012",5
"GM15444",5
"GM15525",5
"GM15549",5
"GM15714",5
"GM15721",5
"GM15840",5
"GM15847",5
"GM16540",5
"GM17895",5
"GM20379",5
"GM20594",5
"GM21608",5
"GM22026",5
"GM22272",5
"GM22914",5
"GM22965",5
"GM22974",5
"GM23570",5
"GM23722",5
"GM23769",5
"GM23849",5
"GM23946",5
"GM23957",5
"GM24013",5
"GM24245",5
"GM24443",5
"GM24545",5
"GM24950",5
"GM25482",5
"GM25485",5
"GM25641",5
"GM25802",5
"GM26098",5
"GM26219",5
"GM26515",5
"GM26545",5
"GM26611",5
"GM26613",5
"GM26751",5
"GM26935",5
"GM27450",5
"GM27568",5
"GM27596",5
"GM28494",5
"GM28901",5
"GM29208",5
"GM29521",5
"GM29670",5
"GM34768",5
"GM3510",5
"GM36948",5
"GM36995",5
"GM37052",5
"GM37080",5
"GM37198",5
"GM37238",5
"GM37293",5
"GM37342",5
"GM37370",5
"GM37555",5
"GM37609",5
"GM37622",5
"GM37912",5
"GM38101",5
"GM38103",5
"GM38118",5
"GM38129",5
"GM38205",5
"GM38375",5
"GM38383",5
"GM38393",5
"GM5103",5
"GM5124",5
"GM5145",5
"GM5287",5
"GM5468",5
"GM5511",5
"GM5523",5
"GM5544",5
"GM5601",5
"GM5602",5
"GM5814",5
"GM5847",5
"GM5868",5
"GM7332",5
"GM765",5
"GM8215",5
"GM8495",5
"GM8666",5
"GM9765",5
"GM9767",5
"GM9785",5
"GM9804",5
"GM9866",5
"GM9951",5
"GPR108",5
"GPR158",5
"GPR160",5
"GPR35",5
"GPRIN3",5
"GRHL2",5
"GRIFIN",5
"GRIN3A",5
"GTF2E2",5
"GTF2IRD1",5
"GUCY1A3",5
"GUCY2E",5
"H2-PB",5
"H2-T23",5
"HACD1",5
"HCFC1R1-PS1",5
"HIST1H2AG",5
"HIST1H2BK",5
"HIST1H3G",5
"HMGXB4",5
"HOXB5",5
"HRASLS",5
"HTRA3",5
"ICAM1",5
"IFI204",5
"IFNA4",5
"IGBP1",5
"IGFBP4",5
"IGHV1-13",5
"IGHV1-28",5
"IGHV12-1",5
"IGHV8-15",5
"IGKV8-19",5
"IL1R1",5
"ILF2",5
"IMPA1",5
"INAFM1",5
"INO80E",5
"INPP5E",5
"IQGAP3",5
"JAM3",5
"JMJD6",5
"KCNG1",5
"KCNN3",5
"KCTD13",5
"KCTD14",5
"KIF14",5
"KLRI1",5
"KRT12",5
"LCE3E",5
"LRRC14",5
"LRRC20",5
"LRRN4",5
"LURAP1L",5
"LZTFL1",5
"MAEL",5
"MAGEE2",5
"MAN1B1",5
"MARCH1",5
"MARVELD1",5
"MCM9",5
"MEI4",5
"MEST",5
"MEX3D",5
"MIDN",5
"MIEN1",5
"MIR1949",5
"MIR1971",5
"MIR34B",5
"MIR3547",5
"MIR485",5
"MIR5619",5
"MIR6360",5
"MIR6402",5
"MIR6769B",5
"MIR7006",5
"MIR705",5
"MIR7082",5
"MIR7242",5
"MIR92B",5
"MMP25",5
"MMU-MIR-6924",5
"MMU-MIR-7661",5
"MPPED1",5
"MRPL50",5
"MRPS21",5
"MYH14",5
"MYOM2",5
"NAIF1",5
"NDUFV1",5
"NDUFV3",5
"NECAB3",5
"NEGR1",5
"NEU2",5
"NEURL1B",5
"NFATC2IP",5
"NOC4L",5
"NOTUM",5
"NR5A2",5
"NXF2",5
"NXNL1",5
"OAS1A",5
"OAZ3",5
"OCIAD1",5
"OCLN",5
"ODF2",5
"ODF3",5
"OGDH",5
"OLFR1264",5
"OLFR1276",5
"OLFR1378",5
"OLFR291",5
"OLFR325",5
"OLFR833-PS1",5
"OSTM1",5
"OTX2",5
"OVOL2",5
"OXA1L",5
"P2RX4",5
"PATL1",5
"PCDH15",5
"PCDH7",5
"PCDHGA11",5
"PCK1",5
"PCNXL2",5
"PCYT2",5
"PDDC1",5
"PDE3B",5
"PDE6D",5
"PDE6H",5
"PDE8A",5
"PGLYRP1",5
"PHF24",5
"PIGL",5
"PIGQ",5
"PIH1H3B",5
"PLATR15",5
"PLCB3",5
"PLEKHH3",5
"PLLP",5
"POLL",5
"POLR1B",5
"PPIL4",5
"PPP1R14B",5
"PSKH1",5
"QARS",5
"RAB4A",5
"RANBP3",5
"RBM14",5
"RBM8A",5
"RC3H1",5
"RCE1",5
"RERG",5
"RFC4",5
"RGP1",5
"RNASET2B",5
"RNF220",5
"RNF41",5
"RP23-140M6.3",5
"RP23-180G16.2",5
"RP23-21F2.5",5
"RP23-234N16.5",5
"RP23-235E15.5",5
"RP23-257E17.2",5
"RP23-27B23.9",5
"RP23-304D1.6",5
"RP23-307D8.13",5
"RP23-328I7.4",5
"RP23-348F12.1",5
"RP23-370G17.4",5
"RP23-382L1.4",5
"RP23-382L1.7",5
"RP23-3L20.8",5
"RP23-443N7.5",5
"RP23-449F12.9",5
"RP23-50I16.3",5
"RP23-7M16.3",5
"RP23-89M15.15",5
"RP23-93F11.2",5
"RP24-103L16.4",5
"RP24-230J14.3",5
"RP24-274H19.5",5
"RP24-285A14.2",5
"RP24-448C16.7",5
"RP24-467O4.4",5
"RP24-500I24.7",5
"RPL13",5
"RPL29-PS1",5
"RPS11-PS2",5
"RPS2-PS9",5
"RPTOROS",5
"RUNDC1",5
"S100A5",5
"SACS",5
"SALL3",5
"SAMD1",5
"SAR1B",5
"SCGB1C1",5
"SCMH1",5
"SCN9A",5
"SCT",5
"SDHAF3",5
"SFTPB",5
"SFXN3",5
"SHISA4",5
"SIX2",5
"SLA2",5
"SLC13A5",5
"SLC22A14",5
"SLC23A1",5
"SLC24A3",5
"SLC30A3",5
"SLC34A2",5
"SLC35C1",5
"SLC43A1",5
"SLC44A5",5
"SLC6A19OS",5
"SLC6A7",5
"SLC9A3",5
"SNAPC2",5
"SNORD110",5
"SNORD123",5
"SOWAHA",5
"SPEG",5
"SPHKAP",5
"SPI1",5
"SPRYD4",5
"SPSB4",5
"ST6GALNAC2",5
"ST6GALNAC6",5
"SULT2B1",5
"TADA2A",5
"TAF5L",5
"TAGLN",5
"TBL1X",5
"TCEA1",5
"TCP11X2",5
"TERC",5
"TGFBR3",5
"TGS1",5
"THADA",5
"THAP7",5
"TICAM1",5
"TMEM108",5
"TMEM141",5
"TMEM184A",5
"TMEM200B",5
"TMEM201",5
"TMEM240",5
"TMEM59L",5
"TMEM72",5
"TMEM91",5
"TMEM97",5
"TNFSF12",5
"TNK1",5
"TOPORSOS",5
"TPBG",5
"TRAJ22",5
"TRAJ52",5
"TRAJ6",5
"TRAJ61",5
"TRAV6N-6",5
"TRBJ1-2",5
"TRBV13-3",5
"TRBV8",5
"TRDV2-2",5
"TRDV3",5
"TRDV5",5
"TRIM47",5
"TRIM52",5
"TRIP6",5
"TRP73OS",5
"TRPC3",5
"TRPT1",5
"1700021A07RIK",6
"1700022E09RIK",6
"1700056E22RIK",6
"1700112D23RIK",6
"1700112J16RIK",6
"1810012K16RIK",6
"2210408F21RIK",6
"2310015A10RIK",6
"4930430F08RIK",6
"4930506C21RIK",6
"4930563I02RIK",6
"4931440P22RIK",6
"5430416N02RIK",6
"A230046K03RIK",6
"A930032L01RIK",6
"ADRA2B",6
"AIRN",6
"AKTIP",6
"APPL2",6
"ARHGEF9",6
"ARID1B",6
"ARMC9",6
"ATP5F1",6
"AZIN2",6
"B3GALNT2",6
"B4GALNT4",6
"BC029214",6
"BRD2",6
"BRD7",6
"CAMK1D",6
"CARLR",6
"CASP8AP2",6
"CENPQ",6
"CEP63",6
"CFAP61",6
"CNGA1",6
"CNOT3",6
"COMMD3",6
"CRLS1",6
"CRTC3",6
"CYB5RL",6
"CYP51",6
"D16ERTD472E",6
"D2HGDH",6
"DOPEY1",6
"EEA1",6
"EPS15L1",6
"ERCC6L2",6
"ETV6",6
"FBXO48",6
"FRY",6
"FYCO1",6
"FYN",6
"FZD7",6
"GAS2L3",6
"GBP5",6
"GLRX",6
"GLTSCR2",6
"GM10767",6
"GM10812",6
"GM12093",6
"GM12216",6
"GM12631",6
"GM12708",6
"GM12980",6
"GM13162",6
"GM13443",6
"GM13572",6
"GM13966",6
"GM14019",6
"GM14320",6
"GM15246",6
"GM15247",6
"GM15568",6
"GM15651",6
"GM16386",6
"GM16897",6
"GM17518",6
"GM17571",6
"GM20091",6
"GM22118",6
"GM22521",6
"GM22662",6
"GM23419",6
"GM23935",6
"GM25170",6
"GM26002",6
"GM26330",6
"GM26397",6
"GM26596",6
"GM26663",6
"GM26696",6
"GM26827",6
"GM26888",6
"GM2822",6
"GM28402",6
"GM28512",6
"GM28557",6
"GM37933",6
"GM38223",6
"GM38253",6
"GNG10",6
"GNPAT",6
"GOLGA7",6
"GOLIM4",6
"GOT1",6
"GPAM",6
"GPR68",6
"GTPBP6",6
"H2-D1",6
"HES1",6
"HIST1H3H",6
"HNRNPF",6
"HOOK1",6
"HS2ST1",6
"HTATIP2",6
"IFNAR1",6
"IKZF3",6
"IL10RA",6
"IL1RL2",6
"ITM2C",6
"KIZ",6
"KLHL25",6
"L7RN6",6
"LARS",6
"LCMT1",6
"LENG8",6
"LEPROT",6
"LFNG",6
"LHFPL3",6
"LIMCH1",6
"LIMD1",6
"LPIN1",6
"LPIN2",6
"LRRC8D",6
"LSR",6
"LYST",6
"MANSC4",6
"MAPRE2",6
"MAX",6
"MDM1",6
"MIR6418",6
"MIR706",6
"MON1B",6
"MPC1",6
"MPC2",6
"MPND",6
"MPPE1",6
"MPZL3",6
"MRPS23",6
"MTERF3",6
"MYEF2",6
"NADK2",6
"NET1",6
"NFATC2",6
"NFYB",6
"NTPCR",6
"OPTN",6
"OSBPL9",6
"PAPD4",6
"PAPOLG",6
"PDE4B",6
"PDLIM5",6
"PIK3CA",6
"PKP4",6
"PLXNC1",6
"POU2F1",6
"PPFIBP1",6
"PPP1R16B",6
"PPP1R3B",6
"PPP6C",6
"PRDM1",6
"PRKCE",6
"PRL2C3",6
"PRR18",6
"PRRG2",6
"PSMD1",6
"PSMG1",6
"PTDSS1",6
"PTMA",6
"PTPRE",6
"PURA",6
"PUS7",6
"PVRL1",6
"RAB11A",6
"RAC1",6
"RAD21",6
"RAD51B",6
"RAD9B",6
"RASA1",6
"RASGRP1",6
"RFESD",6
"RNF141",6
"RNF167",6
"RP23-3L20.6",6
"RYBP",6
"SEC61G",6
"SGTB",6
"SIAH1B",6
"SLC22A15",6
"SLC38A6",6
"SMYD2",6
"SNX18",6
"SOCS1",6
"SOD2",6
"SON",6
"SORD",6
"SP100",6
"SP3OS",6
"SP4",6
"SPATA5",6
"SRSF12",6
"ST3GAL6",6
"ST8SIA4",6
"STOM",6
"TESK2",6
"TFAM",6
"TMEM237",6
"TMPO",6
"TMTC4",6
"TNRC6A",6
"TRIB2",6
"TRIM12C",6
"TRIO",6
"TSHZ1",6
"TSPAN13",6
"TSPAN14",6
"TSPAN2",6
"TSPAN2OS",6
"TSPAN32OS",6
"TSPAN5",6
"TSSK1",6
"TTC1",6
"TTC13",6
"TTC21B",6
"TTC23",6
"TTC39B",6
"TTC39C",6
"TTC39D",6
"TTC41",6
"TTC7",6
"TTYH3",6
"TUBB2A",6
"TUBGCP5",6
"TUSC3",6
"TUT1",6
"TWSG1",6
"TXLNB",6
"TXNDC5",6
"TXNL4B",6
"TXNRD1",6
