"","gene","kmeans_cluster"
"1025","ACADM",1
"1026","ACADS",8
"1027","ACADSB",2
"1028","ACADVL",13
"1029","ACAP2",13
"1030","ACAT1",1
"1031","ACAT2",10
"1032","ACAT3",8
"1033","ACBD3",10
"1034","ACBD4",14
"1035","ACBD5",2
"1036","ACBD6",13
"1037","ACBD7",2
"1038","ACCS",1
"1039","ACD",12
"1040","ACE",1
"1041","ACEA_U3",8
"1042","ACER2",2
"1043","ACER3",1
"1044","ACHE",9
"1045","ACIN1",14
"1046","ACLY",8
"1047","ACO1",13
"1048","ACO2",14
"1049","ACOT11",15
"1050","ACOT12",8
"1051","ACOT13",14
"1052","ACOT2",3
"1053","ACOT7",5
"1054","ACOT8",9
"1055","ACOT9",2
"1056","ACOX1",1
"1057","ACOXL",9
"1058","ACP1",4
"1059","ACP6",11
"1060","ACPP",4
"1061","ACSBG1",14
"1062","ACSBG2",6
"1063","ACSF2",1
"1064","ACSF3",4
"1065","ACSL3",8
"1066","ACSL4",15
"1067","ACSL5",13
"1068","ACSL6",8
"1069","ACSS1",2
"1070","ACSS2",10
"1071","ACTA1",9
"1072","ACTA2",6
"1073","ACTB",1
"1074","ACTC1",4
"1075","ACTG1",5
"1076","ACTL6A",9
"1077","ACTL6B",12
"1078","ACTN1",15
"1079","ACTN2",1
"1080","ACTN4",14
"1081","ACTR10",5
"1082","ACTR1A",2
"1083","ACTR1B",9
"1084","ACTR2",3
"1085","ACTR3",13
"1086","ACTR3B",3
"1087","ACTR5",1
"1088","ACTR6",2
"1089","ACTR8",2
"1090","ACTRT3",3
"1091","ACVR1",8
"1092","ACVR1B",2
"1093","ACVR1C",9
"1094","ACVR2A",4
"1095","ACVR2B",9
"1096","ACVRL1",1
"1097","ACYP1",10
"1098","ACYP2",1
"1099","ADA",9
"1100","ADAD1",6
"1101","ADAL",2
"1102","ADAM10",10
"1103","ADAM11",8
"1104","ADAM12",8
"1105","ADAM15",1
"1106","ADAM17",2
"1107","ADAM19",2
"1108","ADAM1B",9
"1109","ADAM22",9
"1110","ADAM23",9
"1111","ADAM3",9
"1112","ADAM9",11
"1113","ADAMDEC1",8
"1114","ADAMTS1",8
"1115","ADAMTS10",10
"1116","ADAMTS14",13
"1117","ADAMTS15",8
"1118","ADAMTS16",9
"1119","ADAMTS18",8
"1120","ADAMTS19",9
"1121","ADAMTS3",8
"1122","ADAMTS4",8
"1123","ADAMTS5",4
"1124","ADAMTS6",13
"1125","ADAMTS7",8
"1126","ADAMTS8",9
"1127","ADAMTSL1",8
"1128","ADAMTSL2",9
"1129","ADAMTSL4",8
"1130","ADAMTSL5",9
"1131","ADAP1",13
"1132","ADAP2",1
"1133","ADAR",1
"1134","ADARB1",2
"1135","ADAT1",1
"1136","ADAT2",13
"1137","ADCK1",5
"1138","ADCK2",1
"1139","ADCK3",15
"1140","ADCK4",5
"1141","ADCK5",9
"1142","ADCY3",13
"1143","ADCY4",2
"1144","ADCY6",6
"1145","ADCY7",13
"1146","ADCY8",15
"1147","ADCY9",6
"1148","ADD1",1
"1149","ADD2",8
"1150","ADD3",10
"1151","ADGRA2",9
"1152","ADGRB1",1
"1153","ADGRB2",9
"1154","ADGRE5",14
"1155","ADGRF1",4
"1156","ADGRG1",1
"1157","ADGRG3",16
"1158","ADGRG5",8
"1159","ADGRG6",6
"1160","ADGRG7",4
"1161","ADGRL1",15
"1162","ADGRV1",4
"1163","ADH1",2
"1164","ADH5",14
"1165","ADH7",1
"1166","ADI1",5
"1167","ADIPOR1",14
"1168","ADIPOR2",15
"1169","ADK",13
"1170","ADNP",2
"1171","ADNP2",15
"1172","ADO",15
"1173","ADORA1",2
"1174","ADORA2A",2
"1175","ADORA2B",8
"1176","ADORA3",4
"1177","ADPGK",9
"1178","ADPRH",2
"1179","ADPRHL1",1
"1180","ADPRM",15
"1181","ADRA1D",8
"1182","ADRA2A",15
"1183","ADRA2B",2
"1184","ADRB1",13
"1185","ADRB2",2
"1186","ADRB3",8
"1187","ADRBK1",1
"1188","ADRBK2",9
"1189","ADRM1",1
"1190","ADSL",3
"1191","ADSS",10
"1192","ADSSL1",5
"1193","AEBP1",9
"1194","AEBP2",15
"1195","AEN",4
"1196","AES",1
"1197","AF357399",2
"1198","AF529169",8
"1199","AFAP1",2
"1200","AFAP1L2",9
"1201","AFF1",10
"1202","AFF2",10
"1203","AFF3",15
"1204","AFF4",8
"1205","AFG3L1",4
"1206","AFG3L2",13
"1207","AFMID",4
"1208","AFTPH",15
"1209","AGA",1
"1210","AGAP2",2
"1211","AGAP3",5
"1212","AGBL3",3
"1213","AGBL5",4
"1214","AGFG1",4
"1215","AGFG2",2
"1216","AGK",8
"1217","AGL",7
"1218","AGMAT",14
"1219","AGO1",2
"1220","AGO2",11
"1221","AGO4",6
"1222","AGPAT1",9
"1223","AGPAT3",14
"1224","AGPAT4",7
"1225","AGPAT5",13
"1226","AGPAT6",15
"1227","AGPS",15
"1228","AGR3",4
"1229","AGRN",12
"1230","AGRP",13
"1231","AGTPBP1",15
"1232","AGTR1B",9
"1233","AGTRAP",6
"1234","AHCTF1",13
"1235","AHCY",13
"1236","AHCYL1",13
"1237","AHCYL2",10
"1238","AHDC1",2
"1239","AHI1",3
"1240","AHNAK",15
"1241","AHR",15
"1242","AHRR",14
"1243","AHSA1",3
"1244","AHSA2",2
"1245","AI118078",12
"1246","AI314180",15
"1247","AI317395",13
"1248","AI413582",2
"1249","AI427809",8
"1250","AI429214",13
"1251","AI464131",1
"1252","AI467606",4
"1253","AI480526",2
"1254","AI504432",13
"1255","AI593442",12
"1256","AI597479",2
"1257","AI662270",2
"1258","AI837181",2
"1259","AI838599",9
"1260","AI854517",1
"1261","AI854703",8
"1262","AI987944",2
"1263","AICDA",14
"1264","AIDA",13
"1265","AIF1",4
"1266","AIFM1",1
"1267","AIFM2",14
"1268","AIFM3",8
"1269","AIG1",5
"1270","AIM1",4
"1271","AIM1L",2
"1272","AIM2",4
"1273","AIMP1",15
"1274","AIMP2",10
"1275","AIPL1",14
"1276","AIRN",13
"1277","AJUBA",14
"1278","AK010878",14
"1279","AK2",13
"1280","AK3",14
"1281","AK4",6
"1282","AK5",12
"1283","AK6",13
"1284","AK7",9
"1285","AK8",9
"1286","AK9",13
"1287","AKAP1",8
"1288","AKAP10",1
"1289","AKAP11",13
"1290","AKAP12",4
"1291","AKAP13",13
"1292","AKAP17B",13
"1293","AKAP2",2
"1294","AKAP3",13
"1295","AKAP5",8
"1296","AKAP6",8
"1297","AKAP7",8
"1298","AKAP8",10
"1299","AKAP8L",10
"1300","AKAP9",13
"1301","AKIP1",13
"1302","AKIRIN2",14
"1303","AKNA",8
"1304","AKNAOS",8
"1305","AKP3",12
"1306","AKR1A1",2
"1307","AKR1B10",2
"1308","AKR1B3",1
"1309","AKR1B8",12
"1310","AKR1C12",9
"1311","AKR1C13",4
"1312","AKR1E1",10
"1313","AKR7A5",2
"1314","AKT1",4
"1315","AKT1S1",2
"1316","AKT2",2
"1317","AKT3",1
"1318","AKTIP",13
"1319","AL589651.1",1
"1320","AL589651.2",1
"1321","AL589651.3",8
"1322","AL589651.4",9
"1323","AL589742.2",14
"1324","AL589879.3",8
"1325","AL590388.1",14
"1326","AL590388.2",16
"1327","AL590614.1",14
"1328","AL590614.2",14
"1329","AL592149.1",4
"1330","AL593843.1",1
"1331","AL596185.1",1
"1332","AL596383.1",9
"1333","AL603834.1",1
"1334","AL603913.1",9
"1335","AL662809.1",2
"1336","AL663030.1",9
"1337","AL663082.1",4
"1338","AL669951.1",8
"1339","AL669951.2",8
"1340","AL670236.1",8
"1341","AL671888.1",8
"1342","AL672049.1",2
"1343","AL672160.1",5
"1344","AL731548.1",15
"1345","AL844548.1",13
"1346","AL845457.1",13
"1347","AL954388.1",8
"1348","ALAD",10
"1349","ALAS1",8
"1350","ALCAM",15
"1351","ALDH16A1",13
"1352","ALDH18A1",2
"1353","ALDH1A1",5
"1354","ALDH1A2",9
"1355","ALDH1A3",8
"1356","ALDH1B1",12
"1357","ALDH1L2",1
"1358","ALDH2",8
"1359","ALDH3A2",14
"1360","ALDH4A1",2
"1361","ALDH5A1",8
"1362","ALDH6A1",2
"1363","ALDH7A1",5
"1364","ALDH9A1",8
"1365","ALDOA",14
"1366","ALDOART1",9
"1367","ALDOART2",13
"1368","ALDOC",9
"1369","ALG1",1
"1370","ALG10B",14
"1371","ALG11",2
"1372","ALG13",14
"1373","ALG14",15
"1374","ALG2",5
"1375","ALG3",9
"1376","ALG5",1
"1377","ALG6",4
"1378","ALG8",8
"1379","ALG9",15
"1380","ALK",3
"1381","ALKBH1",15
"1382","ALKBH2",13
"1383","ALKBH3",2
"1384","ALKBH4",14
"1385","ALKBH5",13
"1386","ALKBH6",1
"1387","ALKBH7",10
"1388","ALKBH8",2
"1389","ALMS1",13
"1390","ALOX15",9
"1391","ALOX5",12
"1392","ALOX5AP",8
"1393","ALOX8",12
"1394","ALOXE3",6
"1395","ALPK1",14
"1396","ALPK2",15
"1397","ALPK3",6
"1398","ALS2",3
"1399","ALS2CL",2
"1400","ALYREF",1
"1401","ALYREF2",13
"1402","AMACR",13
"1403","AMBRA1",13
"1404","AMD1",13
"1405","AMDHD1",8
"1406","AMDHD2",10
"1407","AMER1",2
"1408","AMER2",8
"1409","AMER3",12
"1410","AMFR",14
"1411","AMIGO2",5
"1412","AMIGO3",12
"1413","AMMECR1",14
"1414","AMMECR1L",10
"1415","AMN1",13
"1416","AMOT",9
"1417","AMOTL1",8
"1418","AMOTL2",10
"1419","AMPD2",8
"1420","AMPD3",8
"1421","AMTN",12
"1422","AMZ1",9
"1423","AMZ2",10
"1424","ANAPC10",14
"1425","ANAPC11",1
"1426","ANAPC13",10
"1427","ANAPC15",13
"1428","ANAPC15-PS",13
"1429","ANAPC16",15
"1430","ANAPC2",14
"1431","ANAPC4",15
"1432","ANAPC5",1
"1433","ANAPC7",14
"1434","ANG",13
"1435","ANGEL1",1
"1436","ANGEL2",2
"1437","ANGPT2",8
"1438","ANGPTL2",14
"1439","ANGPTL4",10
"1440","ANGPTL6",1
"1441","ANK",15
"1442","ANK1",9
"1443","ANK3",15
"1444","ANKFY1",1
"1445","ANKHD1",2
"1446","ANKIB1",2
"1447","ANKLE1",14
"1448","ANKLE2",10
"1449","ANKMY1",13
"1450","ANKMY2",8
"1451","ANKRA2",3
"1452","ANKRD10",13
"1453","ANKRD11",8
"1454","ANKRD12",5
"1455","ANKRD13A",8
"1456","ANKRD13B",1
"1457","ANKRD13C",15
"1458","ANKRD13D",9
"1459","ANKRD16",13
"1460","ANKRD17",5
"1461","ANKRD22",1
"1462","ANKRD24",2
"1463","ANKRD26",13
"1464","ANKRD27",14
"1465","ANKRD28",3
"1466","ANKRD29",13
"1467","ANKRD32",15
"1468","ANKRD34A",13
"1469","ANKRD34B",8
"1470","ANKRD35",2
"1471","ANKRD36",8
"1472","ANKRD37",2
"1473","ANKRD40",12
"1474","ANKRD42",1
"1475","ANKRD44",5
"1476","ANKRD45",8
"1477","ANKRD46",15
"1478","ANKRD49",10
"1479","ANKRD50",8
"1480","ANKRD52",11
"1481","ANKRD53",9
"1482","ANKRD54",13
"1483","ANKRD55",13
"1484","ANKRD6",14
"1485","ANKRD60",15
"1486","ANKRD63",8
"1487","ANKRD9",12
"1488","ANKS1",1
"1489","ANKS1B",15
"1490","ANKS3",14
"1491","ANLN",5
"1492","ANO1",8
"1493","ANO10",13
"1494","ANO7",8
"1495","ANP32A",8
"1496","ANP32B",8
"1497","ANP32E",15
"1498","ANPEP",9
"1499","ANTXR1",8
"1500","ANTXR2",13
"1501","ANXA1",9
"1502","ANXA11",5
"1503","ANXA11OS",4
"1504","ANXA2",13
"1505","ANXA3",12
"1506","ANXA4",13
"1507","ANXA5",5
"1508","ANXA6",10
"1509","ANXA7",3
"1510","AOAH",4
"1511","AOC2",8
"1512","AP1AR",2
"1513","AP1B1",1
"1514","AP1G1",13
"1515","AP1G2",12
"1516","AP1M1",1
"1517","AP1M2",8
"1518","AP1S2",15
"1519","AP1S3",15
"1520","AP2A1",2
"1521","AP2A2",13
"1522","AP2B1",1
"1523","AP2M1",8
"1524","AP2S1",9
"1525","AP3B1",13
"1526","AP3B2",12
"1527","AP3M1",5
"1528","AP3M2",13
"1529","AP3S1",3
"1530","AP3S2",13
"1531","AP4B1",14
"1532","AP4E1",13
"1533","AP4M1",3
"1534","AP4S1",13
"1535","AP5B1",1
"1536","AP5M1",10
"1537","AP5S1",14
"1538","AP5Z1",5
"1539","APAF1",2
"1540","APBA1",15
"1541","APBA2",8
"1542","APBA3",12
"1543","APBB1",1
"1544","APBB1IP",15
"1545","APBB2",13
"1546","APC",10
"1547","APCDD1",9
"1548","APEH",13
"1549","APEX1",10
"1550","APEX2",10
"1551","APH1B",14
"1552","APH1C",13
"1553","APIP",15
"1554","APITD1",2
"1555","APLF",12
"1556","APLN",12
"1557","APLP1",13
"1558","APLP2",15
"1559","APMAP",10
"1560","APOA2",1
"1561","APOBEC1",13
"1562","APOBEC2",9
"1563","APOBEC3",14
"1564","APOBR",8
"1565","APOC2",12
"1566","APOC3",9
"1567","APOE",8
"1568","APOH",2
"1569","APOL10B",8
"1570","APOL7D",12
"1571","APOL7E",15
"1572","APOL8",5
"1573","APOLD1",13
"1574","APOM",14
"1575","APOO",2
"1576","APOOL",15
"1577","APP",4
"1578","APPBP2",14
"1579","APPBP2OS",10
"1580","APPL1",1
"1581","APPL2",5
"1582","APRT",12
"1583","APTX",8
"1584","AQP11",14
"1585","AQP6",6
"1586","AQP9",8
"1587","AQR",13
"1588","AR",4
"1589","ARAF",13
"1590","ARAP1",10
"1591","ARAP2",15
"1592","ARAP3",8
"1593","ARC",13
"1594","ARCN1",8
"1595","AREG",3
"1596","AREL1",10
"1597","ARF1",2
"1598","ARF2",4
"1599","ARF3",1
"1600","ARF4",1
"1601","ARF4OS",1
"1602","ARF6",14
"1603","ARFGEF1",4
"1604","ARFGEF2",10
"1605","ARFGEF3",14
"1606","ARFIP1",5
"1607","ARFIP2",1
"1608","ARFRP1",8
"1609","ARG1",9
"1610","ARG2",1
"1611","ARGLU1",1
"1612","ARHGAP10",15
"1613","ARHGAP11A",13
"1614","ARHGAP12",13
"1615","ARHGAP15",4
"1616","ARHGAP17",15
"1617","ARHGAP18",15
"1618","ARHGAP19",13
"1619","ARHGAP20",12
"1620","ARHGAP21",14
"1621","ARHGAP22",12
"1622","ARHGAP24",8
"1623","ARHGAP25",10
"1624","ARHGAP26",15
"1625","ARHGAP27",2
"1626","ARHGAP27OS1",1
"1627","ARHGAP27OS3",1
"1628","ARHGAP28",8
"1629","ARHGAP29",9
"1630","ARHGAP31",1
"1631","ARHGAP32",8
"1632","ARHGAP33",10
"1633","ARHGAP35",1
"1634","ARHGAP39",14
"1635","ARHGAP4",1
"1636","ARHGAP42",8
"1637","ARHGAP9",12
"1638","ARHGDIA",1
"1639","ARHGDIB",15
"1640","ARHGDIG",1
"1641","ARHGEF1",1
"1642","ARHGEF10",13
"1643","ARHGEF11",8
"1644","ARHGEF12",4
"1645","ARHGEF15",8
"1646","ARHGEF17",8
"1647","ARHGEF18",8
"1648","ARHGEF19",8
"1649","ARHGEF2",1
"1650","ARHGEF26",8
"1651","ARHGEF28",8
"1652","ARHGEF3",15
"1653","ARHGEF37",8
"1654","ARHGEF39",8
"1655","ARHGEF4",1
"1656","ARHGEF40",2
"1657","ARHGEF5",4
"1658","ARHGEF6",4
"1659","ARHGEF7",15
"1660","ARHGEF9",2
"1661","ARID1A",13
"1662","ARID1B",3
"1663","ARID2",1
"1664","ARID3A",1
"1665","ARID3B",4
"1666","ARID3C",1
"1667","ARID4A",3
"1668","ARID4B",1
"1669","ARID5A",10
"1670","ARID5B",15
"1671","ARIH1",13
"1672","ARIH2",4
"1673","ARL1",15
"1674","ARL10",9
"1675","ARL11",12
"1676","ARL13B",5
"1677","ARL14EP",8
"1678","ARL14EPL",4
"1679","ARL15",13
"1680","ARL2",8
"1681","ARL2BP",10
"1682","ARL3",14
"1683","ARL4A",5
"1684","ARL4AOS",2
"1685","ARL4C",13
"1686","ARL4D",8
"1687","ARL5A",13
"1688","ARL5B",5
"1689","ARL5C",9
"1690","ARL6",13
"1691","ARL6IP1",15
"1692","ARL6IP4",8
"1693","ARL6IP5",15
"1694","ARL8A",2
"1695","ARL8B",13
"1696","ARL9",8
"1697","ARMC1",15
"1698","ARMC10",5
"1699","ARMC2",12
"1700","ARMC3",13
"1701","ARMC5",13
"1702","ARMC6",2
"1703","ARMC7",14
"1704","ARMC8",1
"1705","ARMC9",2
"1706","ARMCX2",6
"1707","ARMCX3",10
"1708","ARMCX4",8
"1709","ARMCX5",13
"1710","ARMCX6",1
"1711","ARMT1",13
"1712","ARNT",16
"1713","ARNT2",8
"1714","ARNTL",15
"1715","ARNTL2",9
"1716","ARPC1A",10
"1717","ARPC1B",10
"1718","ARPC2",15
"1719","ARPC3",1
"1720","ARPC4",2
"1721","ARPC5",13
"1722","ARPC5L",2
"1723","ARPIN",8
"1724","ARPP19",3
"1725","ARRB1",10
"1726","ARRB2",14
"1727","ARRDC1",10
"1728","ARRDC2",14
"1729","ARRDC3",10
"1730","ARRDC4",16
"1731","ARRDC5",14
"1732","ARSA",12
"1733","ARSB",5
"1734","ARSG",10
"1735","ARSK",4
"1736","ART2A-PS",9
"1737","ART2B",15
"1738","ART3",5
"1739","ART4",8
"1740","ARTN",12
"1741","ARV1",1
"1742","ARVCF",14
"1743","ARX",4
"1744","AS3MT",9
"1745","ASAH1",1
"1746","ASAP1",3
"1747","ASAP2",10
"1748","ASAP3",1
"1749","ASB1",13
"1750","ASB13",10
"1751","ASB15",1
"1752","ASB2",3
"1753","ASB3",15
"1754","ASB4",15
"1755","ASB6",2
"1756","ASB7",1
"1757","ASB8",5
"1758","ASCC1",3
"1759","ASCC2",3
"1760","ASCC3",15
"1761","ASCL4",1
"1762","ASF1A",9
"1763","ASF1B",6
"1764","ASGR1",10
"1765","ASH1L",1
"1766","ASH2L",13
"1767","ASIC5",9
"1768","ASL",5
"1769","ASMT",1
"1770","ASNA1",8
"1771","ASNS",13
"1772","ASNSD1",3
"1773","ASPH",1
"1774","ASPHD2",15
"1775","ASPM",14
"1776","ASS1",1
"1777","ASTL",1
"1778","ASTN2",9
"1779","ASXL1",2
"1780","ASXL2",10
"1781","ATAD1",13
"1782","ATAD2",13
"1783","ATAD2B",10
"1784","ATAD3A",8
"1785","ATAD3AOS",8
"1786","ATAD5",1
"1787","ATAT1",13
"1788","ATCAYOS",9
"1789","ATE1",10
"1790","ATF1",3
"1791","ATF2",1
"1792","ATF3",8
"1793","ATF4",14
"1794","ATF5",10
"1795","ATF6",2
"1796","ATF6B",8
"1797","ATF7",1
"1798","ATF7IP",13
"1799","ATG10",2
"1800","ATG101",13
"1801","ATG12",10
"1802","ATG14",5
"1803","ATG16L1",15
"1804","ATG16L2",5
"1805","ATG2B",10
"1806","ATG3",10
"1807","ATG4B",1
"1808","ATG4C",4
"1809","ATG4D",12
"1810","ATG5",13
"1811","ATG7",5
"1812","ATG9B",14
"1813","ATHL1",15
"1814","ATIC",13
"1815","ATL1",14
"1816","ATL2",15
"1817","ATM",14
"1818","ATMIN",10
"1819","ATN1",5
"1820","ATOH8",8
"1821","ATOX1",10
"1822","ATP10A",15
"1823","ATP10D",13
"1824","ATP11A",14
"1825","ATP11B",13
"1826","ATP11C",13
"1827","ATP13A1",2
"1828","ATP13A2",1
"1829","ATP13A3",10
"1830","ATP13A5",12
"1831","ATP1A1",15
"1832","ATP1A2",8
"1833","ATP1A3",8
"1834","ATP1B1",14
"1835","ATP1B3",15
"1836","ATP2A2",15
"1837","ATP2A3",1
"1838","ATP2B1",15
"1839","ATP2B2",6
"1840","ATP2B4",15
"1841","ATP2C1",2
"1842","ATP5B",2
"1843","ATP5C1",1
"1844","ATP5D",14
"1845","ATP5E",2
"1846","ATP5F1",13
"1847","ATP5G2",5
"1848","ATP5G3",14
"1849","ATP5H",2
"1850","ATP5J",1
"1851","ATP5J2",15
"1852","ATP5K",13
"1853","ATP5L",2
"1854","ATP5L-PS1",12
"1855","ATP5L2-PS",2
"1856","ATP5O",1
"1857","ATP5S",14
"1858","ATP5SL",2
"1859","ATP6AP1",1
"1860","ATP6AP2",13
"1861","ATP6V0A1",4
"1862","ATP6V0B",10
"1863","ATP6V0C",2
"1864","ATP6V0D1",12
"1865","ATP6V0D2",6
"1866","ATP6V0E",13
"1867","ATP6V1A",11
"1868","ATP6V1B2",2
"1869","ATP6V1C1",15
"1870","ATP6V1D",2
"1871","ATP6V1E1",1
"1872","ATP6V1G1",15
"1873","ATP6V1G2",1
"1874","ATP6V1H",1
"1875","ATP7A",8
"1876","ATP7B",2
"1877","ATP8A1",13
"1878","ATP8A2",14
"1879","ATP8B1",8
"1880","ATP8B2",15
"1881","ATP8B4",15
"1882","ATP9A",8
"1883","ATP9B",15
"1884","ATPIF1",13
"1885","ATR",14
"1886","ATRAID",2
"1887","ATRIP",5
"1888","ATRN",13
"1889","ATRNL1",15
"1890","ATRX",10
"1891","ATXN1",15
"1892","ATXN10",4
"1893","ATXN1L",2
"1894","ATXN2",9
"1895","ATXN3",14
"1896","ATXN7",2
"1897","ATXN7L1",13
"1898","ATXN7L2",1
"1899","ATXN7L3B",15
"1900","AU015336",4
"1901","AU019823",1
"1902","AU019990",4
"1903","AU020206",15
"1904","AU022252",1
"1905","AU040320",13
"1906","AU041133",1
"1907","AUH",5
"1908","AUNIP",1
"1909","AUP1",14
"1910","AURKA",1
"1911","AURKB",1
"1912","AUTS2",9
"1913","AV039307",12
"1914","AV099323",2
"1915","AVEN",13
"1916","AVPI1",10
"1917","AVPR1A",9
"1918","AW047730",9
"1919","AW112010",14
"1920","AW146154",2
"1921","AW209491",8
"1922","AW549877",1
"1923","AW551984",16
"1924","AW554918",13
"1925","AW822073",13
"1926","AXDND1",2
"1927","AXIN1",8
"1928","AXIN2",10
"1929","AXL",12
"1930","AY074887",5
"1931","AY512915",12
"1932","AZI2",15
"1933","AZIN1",5
"1934","AZIN2",13
"1935","B130034C11RIK",1
"1936","B130055M24RIK",6
"1937","B230112G18RIK",15
"1938","B230118H07RIK",12
"1939","B230119M05RIK",9
"1940","B230206H07RIK",9
"1941","B230206L02RIK",14
"1942","B230208B08RIK",8
"1943","B230208H11RIK",3
"1944","B230217C12RIK",1
"1945","B230217O12RIK",13
"1946","B230219D22RIK",13
"1947","B230307C23RIK",10
"1948","B230319C09RIK",5
"1949","B230322F03RIK",1
"1950","B230323A14RIK",14
"1951","B230354K17RIK",9
"1952","B230364G03RIK",9
"1953","B230369F24RIK",10
"1954","B230377A18RIK",8
"1955","B2M",13
"1956","B330016D10RIK",15
"1957","B3GALNT2",15
"1958","B3GALT1",5
"1959","B3GALT4",13
"1960","B3GALT5",4
"1961","B3GALT6",9
"1962","B3GAT2",2
"1963","B3GAT3",8
"1964","B3GLCT",3
"1965","B3GNT2",1
"1966","B3GNT3",9
"1967","B3GNT5",15
"1968","B3GNT7",2
"1969","B3GNT8",9
"1970","B3GNT9",13
"1971","B3GNTL1",13
"1972","B430010I23RIK",9
"1973","B430119L08RIK",4
"1974","B430219N15RIK",1
"1975","B430305J03RIK",8
"1976","B4GALNT1",15
"1977","B4GALNT2",9
"1978","B4GALNT3",12
"1979","B4GALNT4",15
"1980","B4GALT1",3
"1981","B4GALT2",10
"1982","B4GALT3",1
"1983","B4GALT4",14
"1984","B4GALT5",15
"1985","B4GALT6",9
"1986","B4GALT7",13
"1987","B4GAT1",14
"1988","B530045E10RIK",4
"1989","B630005N14RIK",1
"1990","B630019K06RIK",12
"1991","B930036N10RIK",13
"1992","B930041F14RIK",8
"1993","B930082K07RIK",8
"1994","B930094E09RIK",10
"1995","B930095G15RIK",8
"1996","B9D1",13
"1997","B9D1OS",14
"1998","B9D2",13
"1999","BABAM1",9
"2000","BACE1",8
"2001","BACH1",15
"2002","BACH2",15
"2003","BACH2IT1",13
"2004","BAD",2
"2005","BAG1",8
"2006","BAG3",1
"2007","BAG4",2
"2008","BAG6",2
"2009","BAHCC1",8
"2010","BAHD1",1
"2011","BAIAP2L1",13
"2012","BAIAP2L2",8
"2013","BAIAP3",13
"2014","BAK1",3
"2015","BAMBI",15
"2016","BAMBI-PS1",12
"2017","BANF2",9
"2018","BANK1",6
"2019","BANP",1
"2020","BAP1",1
"2021","BARD1",13
"2022","BARHL1",6
"2023","BARHL2",1
"2024","BARX2",8
"2025","BASP1",12
"2026","BATF",13
"2027","BATF2",3
"2028","BATF3",9
"2029","BAX",3
"2030","BAZ1A",13
"2031","BAZ1B",1
"2032","BAZ2A",2
"2033","BAZ2B",10
"2034","BB014433",8
"2035","BB031773",6
"2036","BB557941",10
"2037","BBC3",13
"2038","BBIP1",3
"2039","BBS10",3
"2040","BBS12",2
"2041","BBS2",2
"2042","BBS4",13
"2043","BBS5",8
"2044","BBS7",3
"2045","BBS9",5
"2046","BBX",7
"2047","BC001981",10
"2048","BC002059",6
"2049","BC003331",2
"2050","BC004004",13
"2051","BC005537",13
"2052","BC005561",4
"2053","BC005624",1
"2054","BC016579",8
"2055","BC017158",1
"2056","BC021614",12
"2057","BC022687",4
"2058","BC023719",13
"2059","BC023829",13
"2060","BC024978",10
"2061","BC027231",13
"2062","BC028471",16
"2063","BC028777",9
"2064","BC029214",1
"2065","BC029722",13
"2066","BC030336",13
"2067","BC030867",9
"2068","BC031181",1
"2069","BC034090",5
"2070","BC035947",12
"2071","BC037032",1
"2072","BC037034",13
"2073","BC037039",11
"2074","BC039771",12
"2075","BC043934",3
"2076","BC046401",8
"2077","BC048403",13
"2078","BC048644",1
"2079","BC049352",12
"2080","BC049715",15
"2081","BC049762",5
"2082","BC051019",15
"2083","BC051077",2
"2084","BC051142",1
"2085","BC051226",5
"2086","BC052040",1
"2087","BC055111",9
"2088","BC055324",13
"2089","BC064078",1
"2090","BC065397",13
"2091","BC067074",3
"2092","BC106179",8
"2093","BCAP29",1
"2094","BCAP31",1
"2095","BCAR3",5
"2096","BCAS1OS1",8
"2097","BCAS1OS2",15
"2098","BCAS2",3
"2099","BCAS3",13
"2100","BCAT1",3
"2101","BCAT2",1
"2102","BCCIP",6
"2103","BCKDHA",1
"2104","BCKDHB",13
"2105","BCKDK",9
"2106","BCL10",4
"2107","BCL11A",6
"2108","BCL11B",13
"2109","BCL2",15
"2110","BCL2A1B",8
"2111","BCL2L1",13
"2112","BCL2L11",3
"2113","BCL2L12",13
"2114","BCL2L13",2
"2115","BCL2L14",9
"2116","BCL2L15",15
"2117","BCL3",13
"2118","BCL6",15
"2119","BCL6B",14
"2120","BCL7A",1
"2121","BCL7B",2
"2122","BCL7C",8
"2123","BCL9",15
"2124","BCL9L",2
"2125","BCLAF1",13
"2126","BCO2",8
"2127","BCOR",14
"2128","BCORL1",10
"2129","BCR",2
"2130","BCS1L",9
"2131","BDH1",10
"2132","BDH2",3
"2133","BDNF",9
"2134","BDP1",14
"2135","BE692007",12
"2136","BEAN1",8
"2137","BEGAIN",8
"2138","BEND3",14
"2139","BEND4",13
"2140","BEND6",1
"2141","BEND7",9
"2142","BEST2",8
"2143","BEST3",8
"2144","BEST4-PS",9
"2145","BET1",13
"2146","BET1L",2
"2147","BFAR",15
"2148","BFSP1",13
"2149","BFSP2",8
"2150","BGLAP3",12
"2151","BHLHA9",12
"2152","BHLHB9",14
"2153","BHLHE40",13
"2154","BICD1",15
"2155","BICD2",10
"2156","BID",2
"2157","BIK",8
"2158","BIN1",6
"2159","BIN2",13
"2160","BIN3",1
