TF freq type
Zfp324 907 ko
Atf6 847 oe
Zscan20 399 ko
Nfat5 235 oe
Epas1 218 oe
Foxn2 201 oe
Zfp12 197 ko
Cenpb 162 oe
Zfp90 147 ko
Zbtb26 141 oe
Cxxc1 134 ko
Tef 128 ko
Bcl11b 125 ko
E2f5 124 oe
Zbtb2 123 ko
Sp140 121 oe
Gmeb1 120 oe
Jrkl 103 oe
Zfp282 91 oe
Zbtb20 89 ko
Zfp652 88 oe
Zzz3 84 oe
Arid2 75 oe
Zfp248 75 ko
Tgif2 70 ko
Zscan26 69 oe
Tet3 67 oe
Prdm11 61 oe
Kdm2a 59 oe
Zkscan17 59 ko
Hmbox1 58 oe
Hinfp 54 ko
Zfp317 54 ko
Creb3l1 52 oe
Pou6f1 51 oe
Foxd2 48 oe
Tigd2 48 oe
Naif1 44 ko
Zfp653 42 oe
Hsf4 41 oe
Kdm2b 41 oe
Lcor 40 oe
Zfp300 40 oe
Zscan29 40 oe
Mybl2 38 ko
Cdc5l 36 ko
Lin54 36 oe
Mynn 36 ko
Zfp276 36 oe
Nr1h3 35 oe
Zbtb45 35 oe
Phf21a 34 oe
Homez 33 ko
Arid3b 32 oe
Mypop 31 oe
