TF freq type
Cdx1 49 oe
Arnt2 1 ko
Bhlhe41 1 ko
Cebpb 1 ko
Crebzf 1 ko
Crem 1 oe
Dpf3 1 oe
Eomes 1 ko
Fos 1 oe
Fosb 1 oe
Foxd2 1 ko
Heyl 1 ko
Hic2 1 ko
Hlx 1 oe
Hsf2 1 oe
Jdp2 1 ko
Jun 1 oe
Junb 1 oe
Jund 1 ko
Kdm2b 1 oe
Klf4 1 oe
Klf5 1 oe
Klf6 1 oe
Maf 1 ko
Mga 1 ko
Mlxip 1 ko
Mnt 1 ko
Myb 1 oe
Nr1i3 1 oe
Nr4a1 1 oe
Nr4a3 1 oe
Osr2 1 ko
Pax8 1 oe
Pbx3 1 ko
Pou6f1 1 ko
Prdm4 1 ko
Setbp1 1 ko
Snai1 1 oe
Sp9 1 oe
Spic 1 ko
Tcf7 1 oe
Tet1 1 oe
Tet3 1 ko
Tgif1 1 oe
Wt1 1 oe
Zfp146 1 ko
Zfp300 1 ko
Zfp324 1 ko
Zfp879 1 oe
Zkscan17 1 ko
