TF freq type
Nr4a2 495 ko
Cebpb 326 ko
Heyl 257 ko
Zbtb7b 213 oe
Arnt2 141 ko
Sp9 134 oe
Mafa 129 oe
Epas1 90 oe
Hsf2 90 oe
Fbxl19 89 oe
Lef1 89 oe
Plag1 74 oe
Jun 61 ko
Foxo4 55 oe
Nr1i3 55 oe
Ahr 51 ko
Cic 42 oe
Setbp1 42 ko
Prdm16 40 ko
Rara 40 oe
Hoxb4 39 oe
Tcf7 37 oe
Pax9 34 ko
Tfap4 33 oe
Jrkl 31 oe
Bhlhe41 30 ko
Zbtb20 29 ko
Hic1 28 ko
Vax2 26 ko
Bcl6b 25 oe
Zbtb6 24 oe
Homez 23 ko
Mlxipl 22 oe
Zbtb26 22 oe
Cebpd 21 oe
Klf2 21 oe
Hes1 20 oe
Zbtb18 20 oe
Erf 19 oe
E2f8 18 oe
Jdp2 18 ko
Rarb 17 oe
Zfp184 17 oe
Klf9 16 ko
Cenpb 15 oe
Glis2 15 oe
Jund 14 ko
Sox5 14 oe
Hlx 13 oe
Zkscan17 13 ko
Nfe2 12 oe
Nr4a3 12 oe
Pbx3 12 ko
Rreb1 12 oe
Sox12 12 oe
Tead2 12 ko
Tef 12 ko
Egr2 11 ko
Klf1 11 oe
Mybl1 11 oe
Mybl2 11 ko
Osr2 11 ko
Trps1 11 ko
Zfp296 11 oe
Fos 10 ko
Rxra 10 oe
Fosl1 9 oe
Hic2 8 oe
Lbx2 8 oe
Foxa3 7 oe
Foxp3 7 ko
Meis1 7 oe
Spi1 7 ko
Ovol2 6 ko
Sox4 6 oe
Sp140 6 oe
Tbx6 6 oe
Zfp422 6 oe
Zfp449 6 ko
Arid5a 5 ko
Erg 5 oe
Foxk1 5 oe
Zfp653 5 ko
E2f2 4 oe
Egr3 4 oe
Mnt 4 oe
Nr6a1 4 oe
Ovol1 4 ko
Prdm5 4 oe
Spic 4 ko
Zfp300 4 ko
Zfp580 4 oe
Zfp932 4 oe
Zscan26 4 oe
Ar 3 oe
Dmrt2 3 ko
Foxi3 3 oe
Hmg20b 3 oe
Maf 3 ko
Myb 3 oe
Rorb 3 oe
Sox7 3 oe
Tbx5 3 oe
Yy1 3 oe
Zeb1 3 ko
Zzz3 3 ko
Arid3a 2 ko
Crebzf 2 oe
Dmrta2 2 oe
Foxn2 2 oe
Hesx1 2 ko
Kdm2a 2 oe
Klf11 2 oe
Klf12 2 ko
Klf15 2 oe
Lyl1 2 oe
Mef2c 2 ko
Tet3 2 oe
Thra 2 oe
Usf2 2 oe
Zbtb33 2 oe
Zfp383 2 oe
Creb3l1 1 oe
Esr1 1 oe
Gm28047 1 oe
Hsf4 1 oe
Irf7 1 ko
Klf7 1 oe
Pbx2 1 oe
Rora 1 ko
Sp6 1 oe
Zfp128 1 ko
Zfp41 1 ko
Zfp784 1 ko
