TF freq type
Zfp324 828 ko
Atf6 481 oe
Nfat5 473 oe
Epas1 428 oe
Zbtb26 237 oe
Hinfp 192 ko
Zfp652 175 oe
Arid2 155 oe
Cenpb 155 oe
Zbtb20 148 ko
Zzz3 140 ko
Zbtb45 136 ko
Mybl2 123 ko
Hmbox1 120 oe
Tet3 114 oe
Pou6f1 113 ko
Foxn2 110 oe
Prdm11 95 oe
Zscan20 86 ko
Zfp276 80 ko
Sp140 79 oe
Zfp317 77 ko
Gmeb1 75 oe
Lcor 75 oe
Arid3b 68 oe
Kdm2b 68 oe
Tgif2 66 ko
Jrkl 64 oe
Kdm2a 59 oe
Zfp90 54 ko
Zfp248 52 ko
Foxd2 47 oe
Nr1h3 43 oe
Zscan26 43 oe
Lin54 41 ko
Mynn 36 ko
Zfp653 36 oe
Creb3l1 29 oe
Homez 29 ko
Hsf4 29 oe
Zfp12 29 ko
Zscan29 29 oe
Tef 28 ko
Naif1 25 ko
Cdc5l 24 oe
Tigd2 23 ko
Mypop 20 ko
Zfp300 20 ko
Zkscan17 20 ko
Phf21a 19 oe
E2f5 18 oe
Bcl11b 17 oe
Zbtb2 17 ko
Zfp282 17 ko
Cxxc1 16 oe
