TF freq type
Nr4a2 49 ko
Heyl 12 ko
Cebpb 9 ko
Lef1 6 oe
Sp9 6 oe
Arnt2 5 ko
Nr1i3 5 oe
Bhlhe41 3 ko
Hic1 3 ko
Pax9 3 ko
Ahr 2 ko
Bcl6b 2 oe
Sox5 2 oe
Ar 1 oe
Cebpd 1 oe
Dmrta2 1 oe
Egr2 1 ko
Fos 1 oe
Foxa3 1 oe
Glis2 1 oe
Hmg20b 1 ko
Hsf2 1 oe
Jdp2 1 ko
Jun 1 oe
Jund 1 ko
Kdm2a 1 ko
Klf1 1 oe
Klf12 1 ko
Klf9 1 ko
Lbx2 1 oe
Maf 1 ko
Mlxipl 1 oe
Mybl2 1 ko
Nfe2 1 oe
Ovol2 1 oe
Pbx3 1 ko
Plag1 1 oe
Rara 1 oe
Rarb 1 oe
Rorb 1 oe
Setbp1 1 ko
Sox11 1 ko
Sox4 1 oe
Sox7 1 oe
Sp140 1 oe
Tcf7 1 oe
Tef 1 ko
Vax2 1 ko
Zfp422 1 oe
Zkscan17 1 ko
