TF freq type
Setbp1 667 ko
Zbtb32 496 ko
Zscan29 317 ko
Zkscan17 282 ko
Lin54 224 ko
Cxxc5 212 ko
Zfp324 196 ko
Pou6f1 114 ko
Gmeb1 111 oe
Zfp113 106 ko
Zik1 101 ko
Zfp248 89 ko
Klf9 85 ko
Zfp653 85 ko
Kdm2b 83 ko
Naif1 80 ko
Zfp282 79 ko
Zbtb45 74 ko
Cdc5l 62 ko
Bach1 59 ko
Hmbox1 56 ko
Zscan20 54 ko
Zfp276 53 ko
Mynn 51 ko
Tef 51 ko
Epas1 48 ko
Zbtb20 46 oe
Zzz3 36 ko
Zbtb26 31 ko
Cxxc1 30 ko
Phf21a 29 ko
Mypop 27 ko
Arid3b 25 ko
Mnt 25 ko
Sp140 25 ko
Zbtb2 25 ko
Jrkl 22 ko
Kdm2a 18 ko
Zfp652 18 oe
Zfp90 18 ko
Arid5b 16 ko
Homez 16 ko
Hsf4 16 ko
Mybl2 16 ko
Zfp691 16 ko
Pbx2 15 ko
Tigd2 15 ko
Pou2f1 14 ko
Zfp69 14 ko
Atf6 12 ko
Bcl11b 12 ko
Foxn2 12 oe
Hinfp 12 ko
Lcor 12 ko
Prdm11 12 ko
Rest 12 ko
Zbtb37 12 ko
Arid2 10 ko
E2f5 10 ko
