TF freq type
Setbp1 785 ko
Zfp324 394 ko
Pou6f1 261 ko
Zkscan17 256 ko
Kdm2b 254 oe
Mnt 232 ko
Homez 168 ko
Zbtb20 164 ko
Zbtb45 162 ko
E2f5 152 ko
Klf9 148 ko
Zfp653 107 ko
Zbtb32 100 ko
Zfp276 97 ko
Lin54 77 ko
Bach1 71 ko
Hsf4 71 ko
Tef 68 ko
Cxxc1 66 ko
Zfp282 66 ko
Zfp652 66 ko
Epas1 65 ko
Zscan20 53 ko
Arid5b 44 ko
Hinfp 43 ko
Naif1 43 ko
Phf21a 43 ko
Arid2 42 ko
Sp140 42 oe
Gmeb1 41 oe
Hmbox1 31 ko
Zfp90 28 ko
Zfp248 21 ko
Mynn 20 ko
Zfp113 20 ko
Cdc5l 18 ko
Tigd2 18 ko
Zbtb26 18 ko
Arid3b 17 ko
Atf6 17 oe
Jrkl 17 ko
Kdm2a 17 ko
Mypop 17 ko
Pou2f1 17 ko
Rest 17 ko
Zfp69 17 ko
Zfp691 17 ko
Zik1 17 ko
Zzz3 17 ko
Zbtb2 16 ko
Bcl11b 14 ko
Foxn2 14 oe
Mybl2 14 ko
Prdm11 13 ko
Cxxc5 11 ko
Lcor 11 oe
Pbx2 10 ko
Zbtb37 10 ko
Zscan29 10 ko
