TF freq type
Zfp324 58 ko
Cxxc1 18 ko
Zscan20 15 ko
Kdm2b 6 oe
Bach1 4 ko
Rest 4 ko
Zfp276 4 ko
Arid2 3 ko
Arid5b 3 ko
Cdc5l 3 ko
E2f5 3 ko
Hinfp 3 ko
Mynn 3 ko
Pou6f1 3 ko
Tef 3 ko
Zfp652 3 ko
Zbtb32 2 ko
Zbtb45 2 ko
Zfp691 2 oe
Arid3b 1 ko
Atf6 1 ko
Bcl11b 1 ko
Cxxc5 1 ko
Epas1 1 oe
Foxn2 1 oe
Gmeb1 1 oe
Hmbox1 1 ko
Homez 1 ko
Hsf4 1 ko
Jrkl 1 oe
Kdm2a 1 ko
Klf9 1 ko
Lcor 1 oe
Lin54 1 ko
Mnt 1 ko
Mybl2 1 ko
Mypop 1 oe
Naif1 1 ko
Pbx2 1 ko
Phf21a 1 ko
Pou2f1 1 ko
Prdm11 1 ko
Setbp1 1 ko
Sp140 1 oe
Tigd2 1 ko
Zbtb2 1 ko
Zbtb20 1 ko
Zbtb26 1 oe
Zbtb37 1 ko
Zfp113 1 ko
Zfp248 1 ko
Zfp282 1 ko
Zfp653 1 ko
Zfp69 1 ko
Zfp90 1 ko
Zik1 1 oe
Zkscan17 1 ko
Zscan29 1 ko
Zzz3 1 ko
