TF freq type
Zfp324 1653 ko
Cxxc1 293 ko
Zscan20 229 ko
Rest 198 ko
Zfp276 187 ko
Kdm2b 147 oe
Bach1 138 ko
Arid5b 130 ko
Hinfp 125 ko
Arid2 104 ko
Zbtb32 102 ko
Zfp652 99 ko
Bcl11b 96 ko
E2f5 89 ko
Zfp282 87 ko
Pou6f1 83 ko
Sp140 78 oe
Gmeb1 75 oe
Zbtb26 70 oe
Zfp691 69 oe
Zfp90 69 ko
Atf6 68 ko
Hsf4 68 ko
Zfp113 68 ko
Mnt 66 ko
Zbtb2 64 ko
Zfp653 64 ko
Mynn 63 ko
Tef 63 ko
Zbtb37 63 ko
Epas1 61 oe
Mybl2 61 ko
Pou2f1 61 ko
Zbtb20 61 ko
Zbtb45 61 ko
Arid3b 60 ko
Cdc5l 60 ko
Cxxc5 60 ko
Foxn2 60 oe
Jrkl 60 oe
Klf9 60 ko
Lin54 60 ko
Pbx2 60 ko
Zfp248 60 ko
Zik1 60 oe
Zzz3 60 ko
Phf21a 59 ko
Zscan29 59 ko
Hmbox1 58 ko
Homez 58 ko
Lcor 58 oe
Mypop 58 oe
Setbp1 58 ko
Tigd2 58 ko
Zfp69 58 ko
Zkscan17 58 ko
Kdm2a 57 ko
Naif1 57 ko
Prdm11 57 ko
