TF freq type
Setbp1 44 ko
Zfp324 21 ko
Pou6f1 11 ko
Zkscan17 11 ko
Kdm2b 10 oe
Mnt 10 ko
E2f5 6 ko
Homez 6 ko
Klf9 6 ko
Zbtb20 6 ko
Zbtb45 6 ko
Zfp653 4 ko
Bach1 2 ko
Cxxc1 2 ko
Epas1 2 ko
Hsf4 2 ko
Lin54 2 ko
Tef 2 ko
Zbtb32 2 ko
Zfp276 2 ko
Zfp282 2 ko
Zfp652 2 ko
Arid2 1 ko
Arid5b 1 ko
Atf6 1 oe
Cdc5l 1 ko
Gmeb1 1 oe
Hinfp 1 ko
Hmbox1 1 ko
Jrkl 1 ko
Kdm2a 1 ko
Mynn 1 ko
Mypop 1 ko
Naif1 1 ko
Phf21a 1 ko
Pou2f1 1 ko
Rest 1 ko
Sp140 1 oe
Tigd2 1 ko
Zbtb26 1 ko
Zfp113 1 ko
Zfp248 1 ko
Zfp90 1 ko
Zscan20 1 ko
Zzz3 1 ko
