TF freq type
Zfp324 987 ko
Atf6 676 ko
Zscan20 422 ko
Zfp12 309 ko
Foxn2 232 oe
Creb3l1 202 oe
Zbtb26 167 oe
Foxd2 151 ko
Zscan26 151 oe
Sp140 141 oe
Gmeb1 128 oe
Zzz3 128 ko
Zkscan17 125 ko
Epas1 121 oe
Zfp282 119 ko
Hsf4 116 ko
Nfat5 116 oe
Tef 115 ko
Zbtb2 115 ko
E2f5 105 ko
Zfp653 95 ko
Naif1 88 ko
Lcor 75 oe
Mynn 66 ko
Zbtb20 65 ko
Zfp90 65 ko
Hinfp 64 ko
Tgif2 64 ko
Zfp652 64 ko
Prdm11 59 ko
Cdc5l 58 ko
Jrkl 58 oe
Bcl11b 57 ko
Phf21a 57 ko
Tigd2 52 ko
Homez 51 ko
Pou6f1 51 ko
Zfp248 51 ko
Zscan29 41 ko
Cenpb 40 oe
Cxxc1 37 ko
Mypop 37 oe
Nr1h3 36 ko
Arid2 33 ko
Kdm2b 33 ko
Lin54 33 ko
Zbtb45 33 ko
Kdm2a 31 ko
Zfp317 31 ko
Hmbox1 30 ko
Tet3 30 oe
Arid3b 28 oe
Mybl2 27 oe
Zfp276 26 ko
Zfp300 26 ko
