TF freq type
Atf6 759 oe
Zfp324 619 ko
Zscan20 443 ko
Nfat5 297 oe
Epas1 290 oe
Cenpb 268 oe
Foxn2 203 oe
Zfp90 176 ko
Zbtb2 170 ko
Tgif2 146 ko
Cdc5l 139 ko
Zbtb26 128 oe
Cxxc1 121 ko
E2f5 121 oe
Zfp652 99 oe
Gmeb1 95 oe
Zfp300 89 oe
Zzz3 86 oe
Jrkl 77 oe
Sp140 61 oe
Lin54 59 oe
Zbtb20 59 ko
Zscan26 59 oe
Tet3 54 oe
Zbtb45 54 oe
Homez 51 ko
Prdm11 49 oe
Zfp653 49 oe
Hmbox1 43 oe
Mynn 42 ko
Tef 41 ko
Zfp282 41 oe
Zkscan17 41 ko
Foxd2 40 oe
Arid2 39 oe
Pou6f1 39 oe
Zfp248 39 ko
Zfp276 39 oe
Mybl2 38 ko
Zfp12 38 ko
Lcor 34 oe
Naif1 34 ko
Hsf4 30 oe
Kdm2a 30 oe
Nr1h3 30 oe
Kdm2b 29 oe
Phf21a 29 oe
Bcl11b 28 ko
Mypop 28 oe
Zfp317 28 ko
Zscan29 28 oe
Hinfp 26 ko
Creb3l1 25 oe
Tigd2 23 oe
Arid3b 21 oe
