TF freq type
Nr4a2 49 ko
Heyl 16 ko
Cebpb 5 ko
Sp9 5 oe
Arnt2 4 ko
Lef1 4 oe
Ahr 2 ko
Bhlhe41 2 ko
Hic1 2 ko
Jdp2 2 ko
Klf1 2 oe
Nr1i3 2 oe
Pax9 2 ko
Setbp1 2 ko
Sox5 2 oe
Vax2 2 ko
Zbtb20 2 ko
Arid3a 1 ko
Bcl6b 1 oe
Cebpd 1 oe
Crebzf 1 ko
Egr2 1 ko
Fos 1 oe
Foxa3 1 oe
Foxi3 1 oe
Glis2 1 oe
Hes1 1 oe
Hic2 1 ko
Hsf4 1 ko
Jun 1 oe
Jund 1 ko
Klf9 1 ko
Lbx2 1 oe
Maf 1 ko
Mlxipl 1 oe
Myb 1 oe
Nfe2 1 oe
Ovol1 1 oe
Ovol2 1 oe
Pbx3 1 ko
Plag1 1 oe
Rara 1 oe
Rorb 1 oe
Tbx5 1 oe
Tcf7 1 oe
Trps1 1 ko
Zeb1 1 ko
Zfp383 1 oe
Zfp653 1 ko
Zkscan17 1 ko
