TF freq type
Zfp324 58 ko
Zscan20 17 ko
Cxxc1 10 ko
Pbx2 6 ko
Arid5b 4 ko
Atf6 4 ko
Zfp282 4 ko
Bach1 3 ko
Gmeb1 3 oe
Hinfp 3 ko
Zfp113 3 ko
Lcor 2 oe
Pou6f1 2 ko
Rest 2 ko
Zfp276 2 ko
Zfp652 2 ko
Zfp691 2 oe
Zkscan17 2 ko
Arid2 1 ko
Arid3b 1 ko
Bcl11b 1 ko
Cdc5l 1 ko
Cxxc5 1 ko
E2f5 1 ko
Epas1 1 oe
Foxn2 1 oe
Hmbox1 1 ko
Homez 1 ko
Hsf4 1 ko
Jrkl 1 oe
Kdm2a 1 ko
Kdm2b 1 oe
Klf9 1 ko
Lin54 1 ko
Mnt 1 ko
Mybl2 1 ko
Mynn 1 ko
Mypop 1 oe
Naif1 1 ko
Phf21a 1 ko
Pou2f1 1 ko
Prdm11 1 ko
Setbp1 1 ko
Sp140 1 oe
Tef 1 ko
Tigd2 1 ko
Zbtb2 1 ko
Zbtb20 1 ko
Zbtb26 1 oe
Zbtb32 1 ko
Zbtb37 1 ko
Zbtb45 1 ko
Zfp248 1 ko
Zfp653 1 ko
Zfp69 1 ko
Zfp90 1 ko
Zik1 1 oe
Zscan29 1 ko
Zzz3 1 ko
