TF freq type
Atf6 568 oe
Zfp324 568 ko
Zzz3 406 ko
Creb3l1 361 oe
Sp140 325 oe
Zbtb26 280 ko
Zscan20 192 ko
Hinfp 143 ko
Zscan26 143 oe
Foxd2 137 ko
Tef 137 ko
Arid2 122 ko
Foxn2 120 oe
Gmeb1 111 oe
Cxxc1 110 ko
Epas1 96 oe
Zfp12 96 ko
Hsf4 83 ko
Mybl2 83 ko
Zfp276 70 ko
Pou6f1 60 ko
Kdm2a 59 ko
Bcl11b 54 ko
Lcor 54 oe
Zbtb20 48 ko
Zfp300 48 ko
Zfp317 48 ko
Zfp653 48 ko
Zbtb2 41 ko
Arid3b 39 ko
Mynn 39 ko
Nfat5 35 ko
Prdm11 35 ko
Zfp652 35 ko
Nr1h3 34 ko
Cdc5l 30 ko
Phf21a 30 ko
Mypop 28 ko
Jrkl 25 oe
Naif1 25 ko
Zscan29 25 ko
E2f5 17 ko
Hmbox1 17 ko
Homez 17 ko
Kdm2b 17 ko
Lin54 17 ko
Tet3 17 ko
Tigd2 17 ko
Zbtb45 17 ko
Zkscan17 17 ko
Cenpb 14 ko
Tgif2 14 ko
Zfp248 14 ko
Zfp282 14 ko
Zfp90 14 ko
