TF freq type
Zfp324 46 ko
Pbx2 24 oe
Cdc5l 18 ko
Bcl11b 17 ko
Zbtb26 14 oe
Hsf4 10 oe
Zik1 9 oe
Hmbox1 7 oe
Zbtb37 7 oe
Zfp69 7 ko
Zscan20 6 ko
Atf6 5 oe
Foxn2 5 oe
Zfp276 5 oe
Zfp691 5 oe
Jrkl 4 oe
Tef 4 oe
Zbtb32 4 ko
Zbtb2 3 ko
Arid2 2 oe
Epas1 2 oe
Mnt 2 oe
Mynn 2 ko
Tigd2 2 oe
Zfp90 2 ko
Bach1 1 oe
Cxxc1 1 ko
E2f5 1 oe
Gmeb1 1 oe
Hinfp 1 ko
Homez 1 oe
Klf9 1 oe
Lcor 1 oe
Lin54 1 oe
Mybl2 1 ko
Phf21a 1 oe
Pou2f1 1 oe
Pou6f1 1 oe
Rest 1 ko
Setbp1 1 oe
Sp140 1 oe
Zbtb20 1 ko
Zfp113 1 ko
Zfp282 1 ko
Zfp653 1 oe
Zkscan17 1 ko
Zzz3 1 oe
