TF freq type
Zfp324 1653 ko
Atf6 282 oe
Zfp282 268 ko
Zscan20 256 ko
Pou6f1 163 ko
Arid5b 156 ko
Pbx2 145 ko
Gmeb1 126 oe
Mnt 102 ko
Zfp276 102 ko
Zbtb20 87 ko
Zbtb37 83 ko
Zfp113 83 ko
Cxxc1 82 ko
Lcor 80 oe
Hinfp 79 ko
Zfp652 79 ko
Hsf4 72 ko
Klf9 72 ko
Mybl2 72 ko
Zfp90 72 ko
Zkscan17 72 ko
Kdm2b 71 oe
Rest 70 ko
Zfp248 70 ko
Zscan29 70 ko
Arid3b 68 ko
Tef 68 ko
E2f5 64 ko
Phf21a 64 ko
Zbtb32 64 ko
Sp140 62 oe
Epas1 61 ko
Mypop 61 ko
Setbp1 61 ko
Zbtb2 61 ko
Zfp69 61 ko
Arid2 60 ko
Bach1 60 ko
Bcl11b 60 ko
Cdc5l 60 ko
Cxxc5 60 ko
Foxn2 60 oe
Hmbox1 60 ko
Homez 60 ko
Jrkl 60 ko
Lin54 60 ko
Mynn 60 ko
Pou2f1 60 ko
Prdm11 60 ko
Tigd2 60 ko
Zbtb45 60 ko
Zfp653 60 ko
Zfp691 60 ko
Zik1 60 ko
Naif1 59 ko
Zbtb26 59 ko
Zzz3 59 ko
Kdm2a 58 ko
