TF freq type
Cebpb 49 ko
Hsf2 12 oe
Sp9 12 oe
Nr4a2 4 ko
Tfap4 4 oe
Epas1 3 oe
Hes1 3 oe
Lef1 3 oe
Plag1 3 oe
Rarb 3 oe
Tef 3 ko
Vax2 3 ko
Zfp296 3 oe
Bcl6b 1 oe
Cebpd 1 oe
Cenpb 1 oe
Cic 1 oe
E2f8 1 oe
Erg 1 oe
Fosl1 1 oe
Glis2 1 oe
Hic2 1 oe
Hlx 1 oe
Homez 1 ko
Jdp2 1 ko
Jun 1 ko
Jund 1 ko
Klf15 1 oe
Lbx2 1 oe
Meis1 1 oe
Mlxipl 1 oe
Mybl1 1 oe
Nfe2 1 oe
Nr1i3 1 oe
Nr4a3 1 oe
Nr6a1 1 oe
Pbx3 1 ko
Prdm5 1 oe
Rara 1 oe
Sp140 1 oe
Spi1 1 ko
Tead2 1 oe
Zbtb26 1 oe
Zbtb6 1 oe
Zbtb7b 1 oe
Zfp184 1 oe
Zfp580 1 oe
Zfp932 1 oe
Zscan26 1 oe
Zzz3 1 ko
