TF freq type
Zfp324 28682 ko
Zscan20 5336 ko
Gmeb1 4973 oe
Cdc5l 4402 ko
Zfp282 3306 ko
Pbx2 3296 oe
Cxxc1 2852 ko
Zfp69 2796 ko
Zfp113 2737 ko
Zfp276 2679 ko
Mynn 2650 ko
Atf6 2417 oe
Bach1 2237 ko
Hsf4 2184 ko
Zik1 2112 oe
Pou6f1 2102 ko
Pou2f1 2075 ko
Bcl11b 2062 ko
Rest 2000 ko
Zbtb32 1991 ko
Zbtb26 1860 oe
Arid5b 1847 ko
Hmbox1 1745 oe
Tef 1706 ko
Zfp691 1636 oe
Zbtb2 1626 ko
Kdm2b 1617 ko
Zbtb37 1616 oe
Zfp90 1581 ko
Lin54 1547 ko
Foxn2 1534 oe
Hinfp 1508 ko
Zbtb20 1500 ko
Mnt 1483 ko
E2f5 1474 ko
Mypop 1365 oe
Jrkl 1359 oe
Zfp652 1358 oe
Epas1 1356 oe
Cxxc5 1341 ko
Zscan29 1329 ko
Arid2 1303 ko
Zbtb45 1303 ko
Zzz3 1285 ko
Homez 1271 ko
Lcor 1237 oe
Zfp248 1220 ko
Zfp653 1219 ko
Setbp1 1214 ko
Tigd2 1205 ko
Klf9 1198 ko
Mybl2 1188 ko
Arid3b 1183 ko
Phf21a 1161 oe
Zkscan17 1148 ko
Sp140 1109 oe
Naif1 1055 ko
Prdm11 1033 ko
Kdm2a 1029 ko
