TF freq type
Cebpb 49 ko
Sp9 21 oe
Nr4a2 11 ko
Hes1 3 oe
Hsf2 3 oe
Jun 3 ko
Jund 3 ko
Lef1 3 oe
Mlxipl 3 oe
Vax2 3 ko
Zfp184 3 oe
Zkscan17 3 ko
Cebpd 2 oe
Epas1 2 oe
Jdp2 2 ko
Mef2c 2 ko
Mybl1 2 oe
Plag1 2 oe
Spi1 2 ko
Tfap4 2 oe
Zfp296 2 oe
Zfp653 2 ko
Cenpb 1 oe
E2f2 1 oe
E2f8 1 oe
Erg 1 oe
Fos 1 ko
Fosl1 1 oe
Foxi3 1 oe
Glis2 1 oe
Hic1 1 ko
Hic2 1 oe
Jrkl 1 oe
Klf15 1 oe
Klf7 1 oe
Lbx2 1 oe
Meis1 1 oe
Myb 1 oe
Nr4a3 1 oe
Pbx3 1 ko
Prdm5 1 oe
Rara 1 oe
Rarb 1 oe
Tcfl5 1 ko
Tead2 1 oe
Tef 1 ko
Zbtb6 1 oe
Zbtb7b 1 oe
Zfp580 1 oe
Zscan26 1 oe
