TF freq type
Zzz3 574 ko
Creb3l1 414 oe
Zbtb26 385 oe
Zfp324 382 ko
Cdc5l 261 ko
Sp140 258 oe
Tef 209 ko
Atf6 206 ko
Zscan20 197 ko
Bcl11b 141 ko
Foxd2 134 ko
Zscan26 133 oe
Epas1 127 oe
Arid3b 103 oe
Zbtb2 102 ko
Arid2 99 ko
Nfat5 92 oe
Hinfp 89 ko
Nr1h3 83 ko
Zfp282 79 ko
Foxn2 70 oe
Gmeb1 66 oe
Zfp653 61 ko
Lin54 56 ko
Cenpb 50 oe
Homez 48 ko
Mypop 44 oe
Zbtb45 38 ko
Prdm11 33 ko
Zfp652 33 ko
Naif1 32 ko
Phf21a 28 ko
Zfp12 27 ko
Jrkl 24 oe
Kdm2a 20 ko
Mynn 20 ko
Tet3 20 oe
Lcor 17 oe
Zfp248 17 ko
Zfp300 17 ko
Zfp317 17 ko
Hmbox1 13 ko
Zkscan17 13 ko
Zscan29 13 ko
Cxxc1 11 ko
E2f5 11 ko
Kdm2b 11 ko
Mybl2 11 oe
Pou6f1 11 ko
Tgif2 11 ko
Tigd2 11 ko
Zbtb20 11 ko
Zfp276 11 ko
Zfp90 11 ko
Hsf4 10 ko
