TF freq type
Zbtb32 867 ko
Zfp324 451 ko
Zscan29 286 ko
Mypop 214 oe
Gmeb1 212 oe
Klf9 183 ko
Mybl2 166 ko
Zfp248 158 ko
Zkscan17 134 ko
Zscan20 134 ko
Epas1 113 oe
Zfp113 113 ko
Zbtb26 111 oe
Zfp282 111 ko
Cxxc5 96 oe
Zbtb20 79 oe
Foxn2 78 oe
Lin54 77 ko
Cxxc1 72 ko
Tigd2 65 ko
Bach1 59 ko
Homez 48 ko
Zzz3 48 ko
Kdm2b 47 ko
Jrkl 46 ko
Zfp653 46 ko
Mynn 45 ko
Arid5b 42 ko
Hinfp 37 ko
Pbx2 37 ko
Zik1 34 ko
Cdc5l 30 ko
Pou2f1 30 oe
Pou6f1 30 ko
E2f5 28 ko
Prdm11 25 ko
Tef 25 ko
Arid2 23 ko
Kdm2a 23 ko
Phf21a 23 ko
Setbp1 23 ko
Zfp276 21 ko
Zfp652 21 oe
Zfp90 19 ko
Naif1 18 ko
Atf6 17 ko
Bcl11b 17 ko
Hsf4 17 ko
Lcor 17 ko
Mnt 17 ko
Rest 17 ko
Sp140 17 ko
Zfp69 17 ko
Arid3b 16 ko
Zbtb2 16 ko
Zbtb45 16 ko
Zfp691 15 ko
Hmbox1 14 ko
Zbtb37 12 ko
