TF freq type
Zfp324 785 ko
Zbtb26 529 oe
Zzz3 321 ko
Creb3l1 261 oe
Zfp12 242 ko
Atf6 208 ko
Foxn2 196 oe
Zscan20 192 ko
Nfat5 184 oe
Epas1 174 oe
Arid3b 149 oe
Foxd2 133 ko
Lcor 133 oe
Hinfp 128 ko
Arid2 124 ko
Sp140 103 oe
Nr1h3 102 ko
Tgif2 89 ko
Tef 83 ko
Zscan26 80 oe
Zkscan17 48 ko
Gmeb1 47 oe
Naif1 47 ko
Zfp300 44 ko
Tet3 42 oe
Cdc5l 38 ko
Jrkl 38 oe
Tigd2 38 ko
Zfp317 38 ko
Kdm2b 37 ko
Cenpb 35 oe
Hsf4 34 ko
Zfp282 32 ko
Mynn 30 ko
Pou6f1 30 ko
Zbtb45 30 ko
Zfp276 30 ko
Zbtb20 29 ko
Zfp653 29 ko
Zscan29 29 ko
Mypop 28 oe
Prdm11 28 ko
Mybl2 26 oe
Phf21a 26 ko
Zbtb2 26 ko
Zfp90 26 ko
Homez 25 ko
Zfp248 23 ko
Kdm2a 21 ko
Hmbox1 20 ko
Zfp652 19 ko
Bcl11b 17 ko
Lin54 16 ko
Cxxc1 13 ko
E2f5 13 ko
