TF freq type
Zfp324 58 ko
Gmeb1 40 oe
Zscan20 17 ko
Cxxc1 7 ko
Pou2f1 7 oe
Zfp113 7 ko
Zbtb32 6 ko
Zfp282 6 ko
Arid5b 3 ko
Bach1 3 ko
Cdc5l 3 ko
Foxn2 3 oe
Hinfp 3 ko
Lin54 3 ko
Mynn 3 ko
Mypop 3 oe
Zfp248 3 ko
Zscan29 3 ko
Atf6 2 ko
Bcl11b 2 ko
E2f5 2 ko
Epas1 2 oe
Homez 2 ko
Kdm2b 2 ko
Klf9 2 ko
Mybl2 2 ko
Pbx2 2 ko
Pou6f1 2 ko
Rest 2 ko
Tef 2 ko
Tigd2 2 ko
Zbtb20 2 oe
Zbtb26 2 oe
Zfp276 2 ko
Zfp652 2 oe
Zfp653 2 ko
Zfp69 2 ko
Zfp90 2 ko
Zik1 2 ko
Zkscan17 2 ko
Zzz3 2 ko
Arid2 1 ko
Arid3b 1 ko
Cxxc5 1 oe
Hmbox1 1 ko
Hsf4 1 ko
Jrkl 1 ko
Kdm2a 1 ko
Lcor 1 ko
Mnt 1 ko
Naif1 1 ko
Phf21a 1 ko
Prdm11 1 ko
Setbp1 1 ko
Sp140 1 ko
Zbtb2 1 ko
Zbtb37 1 ko
Zbtb45 1 ko
Zfp691 1 ko
