TF freq type
Cdc5l 55 ko
Hsf4 19 oe
Zfp324 19 ko
Pbx2 18 oe
Zfp69 14 ko
Zik1 11 oe
Zbtb26 7 oe
Zfp691 7 oe
Hmbox1 6 oe
Mynn 6 ko
Zbtb2 6 ko
Zbtb37 6 oe
Mnt 5 oe
Rest 5 ko
Zscan20 5 ko
Bach1 4 oe
Bcl11b 4 ko
Foxn2 4 oe
Jrkl 4 oe
Epas1 3 oe
Arid2 1 oe
Arid5b 1 ko
Atf6 1 oe
Cxxc1 1 ko
Cxxc5 1 oe
E2f5 1 oe
Gmeb1 1 oe
Hinfp 1 ko
Homez 1 oe
Kdm2a 1 oe
Kdm2b 1 oe
Klf9 1 oe
Lcor 1 oe
Lin54 1 oe
Mypop 1 oe
Naif1 1 ko
Phf21a 1 oe
Pou2f1 1 oe
Pou6f1 1 oe
Prdm11 1 oe
Setbp1 1 oe
Tef 1 oe
Tigd2 1 oe
Zbtb20 1 ko
Zbtb32 1 ko
Zbtb45 1 ko
Zfp113 1 ko
Zfp248 1 ko
Zfp276 1 oe
Zfp282 1 ko
Zfp652 1 oe
Zfp653 1 oe
Zfp90 1 ko
Zkscan17 1 ko
Zscan29 1 oe
Zzz3 1 oe
