TF freq type
Zfp324 798 ko
Nfat5 708 oe
Epas1 427 oe
Zbtb26 313 oe
Atf6 232 oe
Hinfp 192 ko
Cenpb 184 oe
Arid2 183 oe
Arid3b 159 oe
Zzz3 146 oe
Cxxc1 138 ko
Zscan20 138 ko
Zfp652 134 oe
Tet3 125 oe
Foxn2 124 oe
Hmbox1 107 oe
Zbtb45 105 oe
Prdm11 76 oe
Sp140 76 oe
Lcor 73 oe
Nr1h3 73 oe
Hsf4 67 oe
Kdm2b 67 oe
Jrkl 66 oe
Cdc5l 65 ko
Creb3l1 65 oe
Zfp317 57 ko
Gmeb1 53 oe
Mybl2 53 ko
Zfp282 53 oe
Zbtb20 51 ko
Zscan26 45 oe
Zfp12 43 ko
Zfp90 43 ko
Bcl11b 37 ko
Kdm2a 37 oe
Naif1 37 ko
Zfp248 37 ko
Zfp276 37 oe
Lin54 35 oe
Phf21a 35 oe
Tef 35 ko
Zbtb2 35 ko
Zfp300 35 oe
Zfp653 35 oe
Homez 33 ko
Tigd2 33 oe
Zkscan17 33 ko
Foxd2 27 oe
Zscan29 27 oe
E2f5 25 oe
Mynn 22 ko
Tgif2 22 ko
Pou6f1 21 oe
Mypop 18 oe
