TF freq type
Zbtb32 51 ko
Zfp324 22 ko
Zscan29 14 ko
Gmeb1 9 oe
Mypop 9 oe
Klf9 7 ko
Mybl2 6 ko
Zfp248 6 ko
Zkscan17 5 ko
Zscan20 5 ko
Cxxc5 3 oe
Epas1 3 oe
Zbtb26 3 oe
Zfp113 3 ko
Zfp282 3 ko
Bach1 2 ko
Cxxc1 2 ko
Foxn2 2 oe
Homez 2 ko
Lin54 2 ko
Tigd2 2 ko
Zbtb20 2 oe
Zzz3 2 ko
Arid2 1 ko
Arid5b 1 ko
Atf6 1 ko
Bcl11b 1 ko
Cdc5l 1 ko
E2f5 1 ko
Hinfp 1 ko
Hsf4 1 ko
Jrkl 1 ko
Kdm2a 1 ko
Kdm2b 1 ko
Mnt 1 ko
Mynn 1 ko
Naif1 1 ko
Pbx2 1 ko
Phf21a 1 ko
Pou2f1 1 oe
Pou6f1 1 ko
Prdm11 1 ko
Rest 1 ko
Setbp1 1 ko
Sp140 1 ko
Tef 1 ko
Zfp276 1 ko
Zfp652 1 oe
Zfp653 1 ko
Zfp69 1 ko
Zfp90 1 ko
Zik1 1 ko
