TF freq type
Zfp324 1653 ko
Zfp282 322 ko
Zscan20 317 ko
Atf6 231 oe
Pou6f1 165 ko
Pbx2 157 ko
Gmeb1 139 oe
Zfp113 121 ko
Cxxc1 116 ko
Arid5b 94 ko
Zfp652 94 ko
Lin54 93 ko
Tef 91 ko
Lcor 84 oe
Zbtb20 84 ko
Zfp90 83 ko
Mnt 82 ko
Zbtb37 80 ko
Zbtb45 75 ko
Zkscan17 73 ko
Homez 72 ko
Zfp276 72 ko
Zscan29 72 ko
Epas1 71 ko
Kdm2b 71 oe
Phf21a 69 ko
Zfp691 69 ko
Arid3b 66 ko
Cdc5l 66 ko
Hinfp 66 ko
Mypop 66 ko
Setbp1 66 ko
Zfp248 66 ko
Bcl11b 64 ko
Hsf4 64 ko
Mynn 64 ko
Zbtb26 64 ko
Zfp653 64 ko
Klf9 63 ko
Arid2 60 ko
Bach1 60 ko
Cxxc5 60 ko
E2f5 60 ko
Hmbox1 60 ko
Jrkl 60 ko
Kdm2a 60 ko
Naif1 60 ko
Pou2f1 60 ko
Prdm11 60 ko
Rest 60 ko
Sp140 60 oe
Tigd2 60 ko
Zbtb2 60 ko
Zfp69 60 ko
Zik1 60 ko
Zzz3 60 ko
Zbtb32 59 ko
Foxn2 58 oe
Mybl2 58 ko
