TF freq type
Cdx1 49 oe
Arnt2 1 ko
Atf3 1 oe
Bhlhe41 1 ko
Cebpb 1 ko
Crem 1 oe
Dlx1 1 oe
Dmrt2 1 ko
Dpf3 1 oe
Elf3 1 oe
Eomes 1 ko
Fos 1 oe
Fosb 1 oe
Glis2 1 oe
Heyl 1 ko
Hsf2 1 oe
Irf4 1 oe
Jun 1 oe
Junb 1 oe
Jund 1 ko
Klf4 1 oe
Klf5 1 oe
Klf9 1 ko
Lef1 1 oe
Maf 1 ko
Mnt 1 ko
Myb 1 oe
Nr1i3 1 oe
Nr4a1 1 oe
Nr4a3 1 oe
Pbx3 1 ko
Pou1f1 1 oe
Pou6f1 1 ko
Prdm16 1 ko
Rel 1 oe
Rorc 1 oe
Setbp1 1 ko
Snai1 1 oe
Sox8 1 oe
Sp9 1 oe
Spic 1 ko
Tcf7 1 oe
Vax2 1 ko
Zbtb20 1 ko
Zfp146 1 ko
Zfp300 1 ko
Zfp324 1 ko
Zfp777 1 ko
Zfp879 1 oe
Zkscan17 1 ko
