TF freq type
Zbtb32 358 ko
Zfp324 338 ko
Zbtb20 277 ko
Setbp1 248 ko
Klf9 176 ko
Homez 153 ko
Jrkl 149 oe
Zkscan17 144 ko
Cxxc5 134 ko
Zscan29 120 ko
Kdm2b 106 ko
Epas1 83 oe
E2f5 82 ko
Pou6f1 80 ko
Mnt 72 ko
Gmeb1 71 oe
Mypop 69 oe
Bach1 67 ko
Mybl2 61 ko
Zfp282 59 ko
Zscan20 56 ko
Zbtb26 53 oe
Zfp248 52 ko
Lin54 50 ko
Zbtb45 41 ko
Cdc5l 40 ko
Cxxc1 40 ko
Tef 36 ko
Zfp113 36 ko
Arid2 35 ko
Zfp653 34 ko
Zfp276 33 ko
Zik1 33 oe
Kdm2a 32 ko
Pbx2 32 oe
Hsf4 30 ko
Sp140 27 oe
Hmbox1 26 oe
Arid5b 23 ko
Zzz3 23 ko
Hinfp 22 ko
Mynn 22 ko
Tigd2 22 ko
Foxn2 20 oe
Naif1 19 ko
Phf21a 18 oe
Zfp652 18 oe
Lcor 16 oe
Atf6 13 oe
Bcl11b 12 ko
Zbtb2 12 ko
Zbtb37 12 oe
Arid3b 10 ko
Zfp691 10 oe
Prdm11 8 ko
Zfp69 8 ko
Zfp90 8 ko
Pou2f1 6 ko
Rest 5 ko
