TF freq type
Zfp324 58 ko
Zfp282 17 ko
Zscan20 17 ko
Atf6 8 oe
Pou6f1 6 ko
Gmeb1 5 oe
Pbx2 5 ko
Cxxc1 4 ko
Zfp113 4 ko
Arid5b 3 ko
Lcor 3 oe
Lin54 3 ko
Mnt 3 ko
Tef 3 ko
Zbtb20 3 ko
Zbtb37 3 ko
Zfp652 3 ko
Zfp90 3 ko
Arid2 1 ko
Arid3b 1 ko
Bach1 1 ko
Bcl11b 1 ko
Cdc5l 1 ko
Cxxc5 1 ko
E2f5 1 ko
Epas1 1 ko
Foxn2 1 oe
Hinfp 1 ko
Hmbox1 1 ko
Homez 1 ko
Hsf4 1 ko
Jrkl 1 ko
Kdm2a 1 ko
Kdm2b 1 oe
Klf9 1 ko
Mybl2 1 ko
Mynn 1 ko
Mypop 1 ko
Naif1 1 ko
Phf21a 1 ko
Pou2f1 1 ko
Prdm11 1 ko
Rest 1 ko
Setbp1 1 ko
Sp140 1 oe
Tigd2 1 ko
Zbtb2 1 ko
Zbtb26 1 ko
Zbtb32 1 ko
Zbtb45 1 ko
Zfp248 1 ko
Zfp276 1 ko
Zfp653 1 ko
Zfp69 1 ko
Zfp691 1 ko
Zik1 1 ko
Zkscan17 1 ko
Zscan29 1 ko
Zzz3 1 ko
