TF freq type
Epas1 568 oe
Atf6 547 oe
Zfp324 493 ko
Nfat5 317 oe
Cdc5l 279 oe
Tgif2 253 ko
Zfp652 246 oe
Zzz3 241 ko
Cenpb 194 oe
Sp140 160 oe
Zbtb26 118 oe
Arid2 112 oe
Zscan20 111 ko
Hinfp 104 ko
Zfp90 90 ko
Hmbox1 79 oe
Tef 78 ko
Homez 74 ko
Zbtb20 70 ko
Gmeb1 66 oe
Lin54 66 ko
Bcl11b 60 oe
Foxn2 57 oe
Hsf4 52 oe
Kdm2a 51 oe
Zbtb2 48 ko
Zfp12 44 ko
Zscan26 44 oe
Mynn 39 ko
Nr1h3 39 oe
Jrkl 38 oe
Arid3b 36 oe
Lcor 35 oe
Zfp300 35 ko
Prdm11 32 oe
Tet3 32 oe
Phf21a 25 oe
E2f5 24 oe
Zfp276 24 ko
Zfp653 24 oe
Zkscan17 24 ko
Zscan29 24 oe
Mybl2 22 ko
Zbtb45 22 ko
Zfp248 22 ko
Creb3l1 20 oe
Mypop 20 ko
Zfp317 20 ko
Foxd2 19 oe
Tigd2 19 ko
Zfp282 19 ko
Naif1 18 ko
Kdm2b 17 oe
Pou6f1 17 ko
Cxxc1 16 oe
