TF freq type
Atf6 1127 oe
Zfp324 572 ko
Zscan20 476 ko
Foxn2 202 oe
Zfp282 176 ko
Zfp12 156 ko
Tef 155 ko
E2f5 154 ko
Foxd2 152 ko
Pou6f1 119 ko
Hsf4 115 ko
Zscan26 115 oe
Zfp653 111 ko
Gmeb1 109 oe
Zfp300 108 ko
Zzz3 106 ko
Zbtb20 103 ko
Epas1 99 oe
Lin54 99 ko
Zkscan17 98 ko
Zbtb45 97 ko
Creb3l1 96 oe
Phf21a 92 ko
Sp140 82 oe
Zbtb2 82 ko
Zfp90 82 ko
Cxxc1 80 ko
Tgif2 75 ko
Arid3b 70 ko
Bcl11b 65 ko
Zscan29 63 ko
Cenpb 60 ko
Lcor 55 oe
Mybl2 55 ko
Naif1 53 ko
Arid2 51 ko
Zfp652 51 ko
Nfat5 49 ko
Prdm11 49 ko
Hmbox1 46 ko
Nr1h3 46 ko
Jrkl 44 oe
Zfp276 44 ko
Zfp248 42 ko
Mypop 38 ko
Homez 37 ko
Zbtb26 36 ko
Zfp317 36 ko
Hinfp 35 ko
Kdm2b 27 ko
Tet3 27 ko
Kdm2a 26 ko
Tigd2 26 ko
Cdc5l 25 ko
Mynn 25 ko
