TF freq type
Zbtb32 42 ko
Setbp1 23 ko
Zkscan17 8 ko
Zscan29 8 ko
Cxxc5 7 ko
Klf9 7 ko
Mybl2 7 ko
Zfp324 7 ko
Gmeb1 4 oe
Bach1 2 ko
Homez 2 ko
Kdm2b 2 ko
Lin54 2 ko
Mnt 2 ko
Naif1 2 ko
Pou6f1 2 ko
Zbtb20 2 oe
Zfp113 2 ko
Zfp248 2 ko
Zfp276 2 ko
Zfp282 2 ko
Zfp653 2 ko
Zik1 2 ko
Zscan20 2 ko
Arid2 1 ko
Arid3b 1 ko
Arid5b 1 ko
Bcl11b 1 ko
Cdc5l 1 ko
Cxxc1 1 ko
Foxn2 1 oe
Hinfp 1 ko
Hmbox1 1 ko
Hsf4 1 ko
Kdm2a 1 ko
Mynn 1 ko
Phf21a 1 ko
Tef 1 ko
Tigd2 1 ko
Zbtb2 1 ko
Zfp652 1 oe
Zfp691 1 ko
Zzz3 1 ko
