TF freq type
Zbtb32 45 ko
Mypop 20 oe
Zfp324 20 ko
Zscan29 13 ko
Gmeb1 9 oe
Epas1 6 oe
Lin54 6 ko
Zfp113 5 ko
Zkscan17 5 ko
Zscan20 5 ko
Cxxc5 4 oe
Klf9 4 ko
Zfp248 4 ko
Zfp282 4 ko
Cdc5l 3 ko
Cxxc1 3 ko
Mynn 3 ko
Setbp1 3 ko
Tef 3 ko
Zbtb20 3 oe
Zfp653 3 ko
Arid5b 1 ko
Bach1 1 ko
Bcl11b 1 ko
E2f5 1 ko
Foxn2 1 oe
Hinfp 1 ko
Homez 1 ko
Hsf4 1 ko
Kdm2a 1 ko
Kdm2b 1 ko
Lcor 1 ko
Mnt 1 ko
Mybl2 1 ko
Naif1 1 ko
Pbx2 1 ko
Phf21a 1 ko
Pou2f1 1 oe
Pou6f1 1 ko
Prdm11 1 ko
Sp140 1 ko
Tigd2 1 ko
Zbtb26 1 oe
Zbtb45 1 ko
Zik1 1 ko
Zzz3 1 ko
