TF freq type
Zfp324 834 ko
Pbx2 556 oe
Zfp69 391 ko
Atf6 334 oe
Bcl11b 298 ko
Bach1 283 oe
Cdc5l 267 oe
Zfp276 237 ko
Hmbox1 214 oe
Hsf4 183 oe
Zbtb26 174 oe
Tef 147 oe
Rest 146 oe
Foxn2 137 oe
Zbtb20 137 ko
Zfp282 115 ko
Jrkl 106 oe
Zfp90 101 ko
Zscan20 101 oe
E2f5 91 oe
Zbtb32 87 ko
Cxxc1 84 ko
Mybl2 82 ko
Zik1 69 oe
Zbtb2 67 ko
Zfp691 60 oe
Klf9 59 ko
Lcor 52 oe
Tigd2 52 oe
Zbtb37 49 oe
Arid3b 47 oe
Epas1 47 oe
Zzz3 47 oe
Gmeb1 42 oe
Mynn 41 ko
Arid2 38 oe
Zfp113 36 oe
Lin54 30 ko
Hinfp 29 oe
Setbp1 28 oe
Zfp653 24 oe
Arid5b 22 ko
Homez 21 oe
Pou6f1 21 oe
Prdm11 21 oe
Sp140 21 oe
Zkscan17 19 ko
Kdm2a 17 oe
Phf21a 17 oe
Cxxc5 15 ko
Kdm2b 14 ko
Mnt 14 oe
Pou2f1 14 oe
Zfp652 14 oe
Mypop 13 ko
Zscan29 13 oe
Zbtb45 12 ko
Naif1 10 ko
Zfp248 10 ko
