TF freq type
Zscan29 575 ko
Zbtb32 500 ko
Setbp1 434 ko
Zfp324 434 ko
Gmeb1 291 oe
Mypop 269 ko
Lin54 235 ko
Klf9 222 ko
Zbtb20 220 oe
Zfp282 183 ko
Zfp248 159 ko
Zscan20 139 ko
Zfp113 132 ko
Zik1 100 ko
Epas1 84 ko
Zfp653 79 ko
Pou6f1 77 ko
Mynn 62 ko
Naif1 62 ko
Zzz3 62 ko
Tef 55 ko
Arid2 53 ko
Arid3b 52 ko
Zkscan17 49 ko
Phf21a 46 ko
Zbtb45 45 ko
Cdc5l 44 ko
Jrkl 41 ko
Sp140 41 ko
Zbtb26 41 ko
Cxxc1 38 ko
Mnt 38 ko
Homez 37 ko
Arid5b 29 ko
Foxn2 29 oe
Hmbox1 29 ko
Mybl2 29 ko
Zbtb37 29 ko
Kdm2b 24 ko
Zfp90 24 ko
Cxxc5 23 ko
Bcl11b 21 ko
E2f5 21 ko
Pbx2 21 ko
Pou2f1 21 ko
Zfp691 21 ko
Hinfp 20 ko
Zfp652 17 oe
Atf6 15 ko
Prdm11 15 ko
Tigd2 15 ko
Kdm2a 13 ko
Rest 13 ko
Zbtb2 13 ko
Zfp69 13 ko
Zfp276 12 ko
Bach1 10 ko
Lcor 10 ko
Hsf4 8 ko
