TF freq type
Gmeb1 58 oe
Zfp324 58 ko
Zscan20 15 ko
Zfp282 13 ko
Mynn 7 ko
Zfp113 7 ko
Cdc5l 6 ko
Lin54 6 ko
Cxxc1 4 ko
Mypop 4 ko
Pou2f1 4 ko
Pou6f1 4 ko
Zik1 4 ko
Zscan29 4 ko
Tef 3 ko
Zbtb32 3 ko
Arid2 2 ko
Arid3b 2 ko
Arid5b 2 ko
Atf6 2 ko
Bach1 2 ko
Bcl11b 2 ko
Cxxc5 2 ko
E2f5 2 ko
Epas1 2 ko
Foxn2 2 oe
Hinfp 2 ko
Hmbox1 2 ko
Homez 2 ko
Hsf4 2 ko
Jrkl 2 ko
Kdm2a 2 ko
Kdm2b 2 ko
Klf9 2 ko
Lcor 2 ko
Mnt 2 ko
Mybl2 2 ko
Naif1 2 ko
Pbx2 2 ko
Phf21a 2 ko
Prdm11 2 ko
Rest 2 ko
Setbp1 2 ko
Sp140 2 ko
Tigd2 2 ko
Zbtb2 2 ko
Zbtb20 2 oe
Zbtb26 2 ko
Zbtb37 2 ko
Zbtb45 2 ko
Zfp248 2 ko
Zfp276 2 ko
Zfp652 2 oe
Zfp653 2 ko
Zfp69 2 ko
Zfp691 2 ko
Zfp90 2 ko
Zkscan17 2 ko
Zzz3 2 ko
