TF freq type
Zfp324 1653 ko
Zscan20 409 ko
Cxxc1 225 ko
Pbx2 149 ko
Gmeb1 128 oe
Atf6 123 ko
Zfp113 116 ko
Zfp282 109 ko
Zfp691 98 oe
Tef 95 ko
Bach1 87 ko
Arid5b 86 ko
Cdc5l 85 ko
Zfp652 84 ko
Pou2f1 83 ko
Pou6f1 83 ko
Hinfp 80 ko
Zkscan17 80 ko
Lin54 78 ko
Zbtb45 78 ko
Zik1 78 oe
E2f5 75 ko
Epas1 75 oe
Mypop 72 oe
Homez 70 ko
Kdm2b 69 oe
Zfp90 67 ko
Lcor 66 oe
Rest 66 ko
Zfp276 66 ko
Bcl11b 64 ko
Mynn 64 ko
Phf21a 64 ko
Zbtb20 64 ko
Zscan29 64 ko
Kdm2a 62 ko
Zbtb26 62 oe
Zfp248 62 ko
Zfp653 62 ko
Zfp69 61 ko
Zzz3 61 ko
Jrkl 60 oe
Prdm11 60 ko
Zbtb32 60 ko
Zbtb37 60 ko
Arid2 59 ko
Foxn2 59 oe
Hmbox1 59 ko
Klf9 59 ko
Mnt 59 ko
Setbp1 59 ko
Sp140 59 oe
Tigd2 59 ko
Zbtb2 59 ko
Arid3b 58 ko
Cxxc5 58 ko
Hsf4 58 ko
Mybl2 58 ko
Naif1 58 ko
