TF freq type
Zzz3 623 ko
Atf6 481 oe
Zfp324 394 ko
Creb3l1 346 oe
Sp140 304 oe
Foxd2 249 ko
Tef 249 ko
Zbtb26 195 ko
Cdc5l 184 ko
Zscan20 183 ko
Bcl11b 171 ko
Epas1 132 oe
Zscan26 126 oe
Lin54 92 ko
Gmeb1 76 oe
Zfp653 70 ko
Cxxc1 61 ko
Foxn2 60 oe
Arid2 59 ko
Homez 59 ko
Hinfp 55 ko
Nr1h3 55 ko
Zbtb2 52 ko
Arid3b 50 ko
Zfp12 50 ko
Zbtb45 46 ko
Nfat5 43 ko
Tgif2 42 ko
Hsf4 40 ko
Lcor 40 oe
Pou6f1 40 ko
Cenpb 38 ko
Mypop 37 ko
Phf21a 36 ko
E2f5 32 ko
Kdm2a 29 ko
Zfp652 29 ko
Zscan29 29 ko
Prdm11 28 ko
Zbtb20 28 ko
Mynn 25 ko
Naif1 25 ko
Zkscan17 23 ko
Jrkl 19 oe
Zfp317 18 ko
Tet3 17 ko
Zfp248 17 ko
Zfp276 17 ko
Zfp300 17 ko
Zfp90 17 ko
Hmbox1 15 ko
Tigd2 15 ko
Zfp282 15 ko
Kdm2b 11 ko
Mybl2 11 ko
