TF freq type
Zfp324 811 ko
Atf6 722 ko
Zscan20 700 ko
Foxn2 231 oe
Tef 180 ko
Creb3l1 173 oe
Zbtb2 171 ko
Zscan26 170 oe
Zzz3 160 ko
Foxd2 156 ko
Zfp12 150 ko
Epas1 136 oe
Zbtb26 136 oe
Zkscan17 124 ko
Gmeb1 123 oe
Zfp653 120 ko
Nfat5 112 oe
E2f5 110 ko
Zbtb45 106 ko
Sp140 102 oe
Cenpb 97 oe
Lin54 88 ko
Naif1 83 ko
Zfp282 83 ko
Bcl11b 81 ko
Phf21a 81 ko
Zfp300 76 ko
Mybl2 71 oe
Hsf4 64 ko
Zfp90 64 ko
Prdm11 63 ko
Cdc5l 62 ko
Zbtb20 62 ko
Zfp276 61 ko
Jrkl 57 oe
Mypop 55 oe
Pou6f1 55 ko
Zfp652 50 ko
Zscan29 44 ko
Hinfp 43 ko
Lcor 37 oe
Homez 36 ko
Tet3 34 oe
Tigd2 34 ko
Kdm2b 31 ko
Zfp248 31 ko
Cxxc1 28 ko
Zfp317 28 ko
Hmbox1 27 ko
Arid3b 26 oe
Kdm2a 26 ko
Arid2 22 ko
Mynn 21 ko
Nr1h3 21 ko
Tgif2 21 ko
