TF freq type
Zzz3 550 ko
Zfp324 531 ko
Atf6 377 oe
Foxd2 258 ko
Tef 257 ko
Epas1 253 oe
Zbtb26 207 ko
Creb3l1 157 oe
Zscan20 157 ko
Lcor 148 oe
Foxn2 143 oe
Pou6f1 136 ko
Bcl11b 132 ko
Nfat5 124 ko
Cdc5l 110 ko
Nr1h3 109 ko
Cxxc1 104 ko
Homez 72 ko
Zscan26 71 oe
Arid3b 63 ko
Cenpb 54 ko
Lin54 54 ko
Sp140 54 oe
Zbtb20 54 ko
Phf21a 48 ko
Zfp12 48 ko
Gmeb1 43 oe
Arid2 42 ko
Hsf4 42 ko
Zfp653 42 ko
Zscan29 42 ko
Hinfp 41 ko
Zkscan17 39 ko
E2f5 31 ko
Naif1 29 ko
Tet3 28 ko
Kdm2b 25 ko
Jrkl 21 oe
Mypop 15 ko
Prdm11 11 ko
Tigd2 11 ko
Zfp300 11 ko
Zfp317 11 ko
Zbtb2 10 ko
Zbtb45 10 ko
Zfp90 10 ko
Kdm2a 9 ko
Mybl2 9 ko
Mynn 9 ko
Tgif2 9 ko
Zfp248 9 ko
Zfp276 9 ko
Zfp282 9 ko
Zfp652 6 ko
Hmbox1 3 ko
