TF freq type
Zfp324 604 ko
Creb3l1 441 oe
Zbtb26 407 oe
Zzz3 406 ko
Sp140 310 oe
Atf6 303 ko
Zfp12 235 ko
Zscan20 219 ko
Foxd2 143 ko
Arid2 134 ko
Hinfp 132 ko
Zscan26 116 oe
Epas1 109 oe
Foxn2 108 oe
Arid3b 105 oe
Nfat5 94 oe
Tef 91 ko
Cdc5l 70 ko
Gmeb1 70 oe
Zbtb2 64 ko
Zfp300 64 ko
Nr1h3 60 ko
Lcor 52 oe
Zfp282 48 ko
Zfp653 40 ko
Kdm2a 36 ko
Mypop 36 oe
Tgif2 36 ko
Prdm11 35 ko
Naif1 33 ko
Zfp317 33 ko
Mybl2 32 oe
Zfp276 32 ko
Hsf4 31 ko
Jrkl 30 oe
Zfp652 30 ko
Cenpb 29 oe
Bcl11b 27 ko
Lin54 27 ko
Tigd2 27 ko
Tet3 26 oe
Cxxc1 23 ko
Mynn 23 ko
Zscan29 23 ko
Homez 20 ko
Kdm2b 19 ko
Hmbox1 18 ko
Phf21a 18 ko
Pou6f1 18 ko
Zkscan17 17 ko
E2f5 16 ko
Zbtb20 16 ko
Zbtb45 16 ko
Zfp248 16 ko
Zfp90 16 ko
