TF freq type
Zbtb32 45 ko
Cxxc5 40 oe
Bach1 4 ko
Zfp324 4 ko
Zscan29 4 ko
Arid2 2 ko
Arid5b 2 ko
Bcl11b 2 ko
Cdc5l 2 ko
Cxxc1 2 ko
E2f5 2 ko
Epas1 2 oe
Foxn2 2 oe
Gmeb1 2 oe
Hinfp 2 ko
Hmbox1 2 ko
Homez 2 ko
Jrkl 2 ko
Kdm2b 2 ko
Klf9 2 ko
Lin54 2 ko
Mybl2 2 ko
Mynn 2 ko
Mypop 2 oe
Naif1 2 ko
Pou6f1 2 ko
Setbp1 2 ko
Tef 2 ko
Tigd2 2 ko
Zbtb2 2 ko
Zbtb26 2 oe
Zbtb37 2 ko
Zfp113 2 ko
Zfp248 2 ko
Zfp276 2 ko
Zfp282 2 ko
Zfp653 2 ko
Zik1 2 ko
Zkscan17 2 ko
Zscan20 2 ko
Zzz3 2 ko
Pou2f1 1 oe
Sp140 1 ko
Zbtb45 1 ko
Zfp652 1 oe
Zfp90 1 ko
