TF freq type
Nr4a2 130 ko
Tead2 103 oe
Tcf7 98 oe
Foxo4 69 oe
Heyl 67 ko
Klf9 46 ko
Jdp2 43 ko
Tfap4 38 oe
Zbtb18 36 oe
Dmrta1 35 oe
Sp9 30 oe
Bhlha15 29 oe
Setbp1 25 ko
Lef1 24 oe
Arnt2 23 ko
Glis2 23 oe
Nr1i3 22 oe
Hsf2 19 oe
Zbtb6 16 oe
Cic 14 oe
Rarb 14 oe
Thra 13 oe
Cebpb 12 ko
Hic1 12 ko
Ahr 11 ko
Bhlhe41 11 ko
Nr3c2 11 oe
Rara 11 oe
Zbtb26 11 oe
Batf 10 ko
Fos 10 ko
Nr1d1 10 oe
Rxra 10 oe
Jun 9 ko
Nr4a3 9 oe
Zbtb7b 9 oe
Fosl1 8 oe
Foxk1 7 oe
Snai3 7 ko
Vax2 7 ko
Zbtb20 7 ko
Zbtb33 7 oe
Egr2 6 ko
Maf 6 ko
Mybl1 6 oe
Eomes 5 ko
Mnt 5 oe
Fbxl19 4 oe
Gfi1 4 ko
Gli1 4 oe
Grhl2 4 oe
Hmbox1 4 oe
Hoxb4 4 oe
Hoxc9 4 oe
Maff 4 oe
Mafg 4 oe
Mypop 4 oe
Nrf1 4 ko
Plag1 4 oe
Trps1 4 ko
Usf1 4 ko
Zbtb32 4 ko
Ar 3 oe
Atf6b 3 ko
Bach2 3 oe
E2f1 3 ko
Egr3 3 oe
Erf 3 oe
Fosb 3 oe
Foxc1 3 oe
Kdm2a 3 ko
Klf2 3 oe
Max 3 ko
Msc 3 oe
Nr6a1 3 oe
Sebox 3 oe
Tef 3 oe
Thap11 3 ko
Zscan26 3 oe
Cenpb 2 oe
Crem 2 ko
Dpf3 2 oe
E2f8 2 ko
Foxo3 2 oe
Irf8 2 ko
Jrkl 2 oe
Klf7 2 oe
Lyl1 2 oe
Pax9 2 ko
Prdm1 2 ko
Sox5 2 oe
Tfdp1 2 ko
Usf2 2 oe
Vezf1 2 ko
Zfp410 2 ko
Arid5a 1 ko
Barhl1 1 oe
Bcl6b 1 oe
Ddit3 1 ko
Egr1 1 ko
Fosl2 1 oe
Hic2 1 oe
Hmg20b 1 oe
Hsf1 1 ko
Lcorl 1 ko
Mxd1 1 ko
Mxi1 1 ko
Myc 1 ko
Mzf1 1 oe
Nfil3 1 ko
Nfkb2 1 ko
Osr2 1 ko
Relb 1 ko
Tcf7l2 1 oe
Tfeb 1 ko
Ybx3 1 ko
Yy1 1 oe
Zbtb17 1 ko
Zbtb22 1 ko
Zfp174 1 oe
Zfp383 1 oe
Zfp637 1 ko
