TF freq type
Atf6 1204 oe
Zfp324 505 ko
Zscan20 371 ko
Epas1 245 oe
Tgif2 205 ko
Cenpb 201 oe
Nfat5 189 oe
Zfp90 174 ko
E2f5 170 oe
Foxn2 142 oe
Zfp282 140 ko
Zfp300 120 ko
Zbtb20 107 ko
Gmeb1 85 oe
Lin54 84 ko
Zbtb2 81 ko
Zfp652 81 oe
Arid3b 75 oe
Cdc5l 75 oe
Homez 75 ko
Jrkl 75 oe
Prdm11 75 oe
Zbtb45 75 ko
Zfp12 75 ko
Zzz3 75 ko
Sp140 74 oe
Tef 73 ko
Zfp653 73 oe
Zfp248 70 ko
Zscan29 67 oe
Mynn 61 ko
Zscan26 60 oe
Hsf4 59 oe
Pou6f1 59 ko
Creb3l1 57 oe
Kdm2a 54 oe
Tet3 54 oe
Phf21a 53 oe
Zkscan17 53 ko
Hinfp 52 ko
Mybl2 52 ko
Hmbox1 49 oe
Zfp276 46 ko
Cxxc1 43 oe
Nr1h3 43 oe
Zbtb26 41 oe
Foxd2 39 oe
Kdm2b 38 oe
Bcl11b 37 oe
Lcor 37 oe
Tigd2 37 ko
Zfp317 37 ko
Arid2 36 oe
Mypop 35 ko
Naif1 35 ko
