TF freq type
Zfp324 867 ko
Atf6 512 oe
Zzz3 347 ko
Zbtb26 324 ko
Creb3l1 219 oe
Foxn2 197 oe
Pou6f1 158 ko
Lcor 152 oe
Epas1 145 oe
Zscan20 145 ko
Cxxc1 140 ko
Sp140 116 oe
Hinfp 114 ko
Foxd2 105 ko
Tef 103 ko
Zbtb20 98 ko
Zfp12 98 ko
Arid2 93 ko
Hsf4 93 ko
Nfat5 86 ko
Zscan26 78 oe
Gmeb1 74 oe
Nr1h3 72 ko
Zfp276 68 ko
Mybl2 66 ko
Arid3b 55 ko
Mynn 55 ko
Zfp317 52 ko
Zkscan17 43 ko
Zbtb45 42 ko
Phf21a 41 ko
Kdm2b 38 ko
Naif1 38 ko
Tet3 38 ko
Tgif2 38 ko
Zscan29 38 ko
Jrkl 36 oe
Tigd2 36 ko
Bcl11b 35 ko
Zfp300 35 ko
Zfp653 32 ko
Kdm2a 28 ko
Homez 24 ko
Zfp248 24 ko
E2f5 23 ko
Prdm11 23 ko
Zfp90 23 ko
Cenpb 19 ko
Zfp282 19 ko
Hmbox1 17 ko
Mypop 17 ko
Cdc5l 13 ko
Lin54 12 ko
Zbtb2 12 ko
Zfp652 12 ko
