TF freq type
Zbtb20 53 ko
Jrkl 27 oe
Klf9 19 ko
Mybl2 8 ko
Cdc5l 4 oe
Hmbox1 4 oe
Homez 4 oe
Pbx2 4 oe
Zbtb32 4 ko
Bach1 3 oe
Bcl11b 3 ko
E2f5 3 oe
Epas1 3 oe
Foxn2 3 oe
Kdm2a 3 oe
Tef 3 oe
Tigd2 3 oe
Zbtb26 3 oe
Zfp276 3 ko
Zfp324 3 ko
Arid2 2 oe
Arid3b 2 oe
Atf6 2 oe
Hsf4 2 oe
Lcor 2 oe
Setbp1 2 oe
Zfp69 2 ko
Zkscan17 2 ko
Arid5b 1 ko
Cxxc1 1 ko
Cxxc5 1 ko
Gmeb1 1 oe
Hinfp 1 oe
Kdm2b 1 ko
Lin54 1 ko
Mynn 1 ko
Mypop 1 ko
Phf21a 1 oe
Pou6f1 1 oe
Prdm11 1 oe
Rest 1 oe
Sp140 1 oe
Zbtb2 1 ko
Zbtb37 1 oe
Zbtb45 1 ko
Zfp113 1 oe
Zfp282 1 ko
Zfp653 1 oe
Zfp691 1 oe
Zfp90 1 ko
Zik1 1 oe
Zscan20 1 oe
Zscan29 1 oe
Zzz3 1 oe
