TF freq type
Cdx1 392 oe
Cenpb 104 oe
Hsf2 64 oe
Zscan26 53 oe
Thra 42 oe
Zbtb18 40 oe
Tcf7 36 oe
Jun 33 oe
Tlx2 30 oe
Nr1i3 29 oe
Nr4a3 26 oe
Zbtb20 24 ko
Nr2c1 23 oe
Fos 20 oe
Phox2b 20 oe
Jrkl 18 oe
Zbtb6 17 oe
Cebpb 12 ko
Fosb 11 oe
Foxo4 11 oe
Zbtb7b 11 oe
Rara 10 oe
Tead2 10 ko
Eomes 9 ko
Jdp2 9 ko
Dpf3 8 oe
Jund 8 ko
Klf4 8 oe
Klf5 8 oe
Nr4a1 8 oe
Snai1 8 oe
Sp9 8 oe
Tfap4 8 oe
Vax2 8 ko
Zfp146 8 oe
Zfp324 8 ko
Zfp879 8 oe
Bhlhe41 7 ko
Cic 7 oe
Crem 7 oe
Heyl 7 ko
Lyl1 7 oe
Myb 7 oe
Setbp1 7 ko
Zfp300 7 ko
Zfp777 7 ko
Arnt2 6 ko
Dmrt2 6 ko
Rel 6 oe
Sox8 6 oe
Tgif1 6 oe
Wt1 6 oe
Atf3 5 oe
Glis2 5 oe
Homez 5 ko
Irf4 5 oe
Klf9 5 ko
Pbx3 5 ko
Prdm16 5 ko
Spic 5 ko
Zkscan17 5 ko
Elf3 4 oe
Fosl2 4 oe
Hlx 4 oe
Junb 4 oe
Kdm2b 4 ko
Mnt 4 ko
Mybl1 4 oe
Pou1f1 4 oe
Pou6f1 4 ko
Tet3 4 oe
Usf2 4 oe
E2f5 3 ko
E2f8 3 oe
Irf2 3 ko
Klf2 3 ko
Lef1 3 oe
Maf 3 ko
Pax8 3 oe
Pbx4 3 oe
Ppard 3 oe
Zbtb26 3 oe
Zbtb33 3 oe
Zfp105 3 oe
Bach1 2 ko
Crebzf 2 ko
Dlx1 2 oe
Epas1 2 oe
Irf7 2 ko
Klf6 2 oe
Klf7 2 oe
Nr1d2 2 ko
Nr2f2 2 oe
Nr3c1 2 ko
Osr2 2 ko
Otx2 2 oe
Pax5 2 oe
Pax9 2 ko
Plag1 2 oe
Tbx2 2 oe
Tet1 2 oe
Tfap2b 2 oe
Zbtb32 2 ko
Zfp14 2 ko
Zfp296 2 oe
Zfp932 2 oe
Ahr 1 ko
Arid2 1 ko
Cdc5l 1 ko
Egr3 1 oe
Foxd2 1 ko
Foxp3 1 ko
Gli1 1 oe
Hes1 1 oe
Hic2 1 oe
Hoxb4 1 oe
Irf9 1 ko
Lcorl 1 ko
Mga 1 ko
Mlxip 1 ko
Myc 1 oe
Nfat5 1 oe
Nr1d1 1 oe
Nr2f6 1 ko
Ovol1 1 oe
Ovol2 1 ko
Pou4f1 1 oe
Prdm4 1 ko
Rorc 1 ko
Sox21 1 oe
Yy1 1 oe
Zbtb1 1 ko
Zbtb7a 1 ko
Zfp12 1 ko
Zfp174 1 ko
Zfp202 1 ko
Zfp3 1 ko
Zfp770 1 oe
Zfp787 1 ko
