TF freq type
Zfp324 1049 ko
Gmeb1 277 oe
Zscan20 235 ko
Cdc5l 179 ko
Pbx2 124 oe
Zfp282 124 ko
Cxxc1 110 ko
Zfp276 99 ko
Zfp69 99 ko
Zfp113 89 ko
Mynn 80 ko
Atf6 72 oe
Bach1 72 ko
Pou6f1 67 ko
Hsf4 64 ko
Zik1 63 oe
Bcl11b 62 ko
Pou2f1 62 ko
Zbtb32 60 ko
Rest 56 ko
Arid5b 54 ko
Zbtb26 49 oe
Hmbox1 44 oe
Kdm2b 43 ko
Lin54 43 ko
Cxxc5 41 ko
Tef 41 ko
Zfp691 41 oe
Zbtb2 39 ko
Zbtb37 37 oe
Foxn2 36 oe
Hinfp 36 ko
E2f5 35 ko
Mnt 35 ko
Zbtb20 35 ko
Zfp652 34 oe
Zfp90 34 ko
Jrkl 31 oe
Mypop 31 oe
Epas1 29 oe
Arid2 28 ko
Lcor 27 oe
Tigd2 26 ko
Zscan29 26 ko
Homez 25 ko
Klf9 25 ko
Zzz3 25 ko
Zbtb45 24 ko
Zkscan17 24 ko
Zfp653 23 ko
Mybl2 22 ko
Zfp248 22 ko
Arid3b 21 ko
Phf21a 21 oe
Prdm11 21 ko
Setbp1 21 ko
Kdm2a 20 ko
Naif1 19 ko
Sp140 19 oe
