TF freq type
Zfp324 806 ko
Atf6 720 oe
Epas1 353 oe
Nfat5 222 oe
Sp140 205 oe
Zfp652 204 oe
Zbtb26 199 oe
Hinfp 174 ko
Zzz3 173 ko
Arid2 159 oe
Hmbox1 134 oe
Mybl2 126 ko
Zbtb20 121 ko
Zscan20 120 ko
Foxn2 119 oe
Gmeb1 97 oe
Kdm2a 97 oe
Tgif2 97 ko
Zfp276 96 ko
Cenpb 93 oe
Zfp90 77 ko
Cdc5l 72 oe
Jrkl 58 oe
Zfp317 55 ko
Zscan26 55 oe
Lcor 54 oe
Phf21a 52 oe
Zbtb45 52 ko
Tet3 51 oe
Creb3l1 48 oe
Zbtb2 47 ko
Prdm11 44 oe
Arid3b 43 oe
Foxd2 43 oe
Tef 43 ko
Zfp248 43 ko
Hsf4 41 oe
Nr1h3 40 oe
Homez 36 ko
Mynn 35 ko
Zfp12 35 ko
Zkscan17 35 ko
Cxxc1 32 oe
Zfp300 32 ko
Tigd2 25 ko
Kdm2b 23 oe
Pou6f1 23 ko
Zscan29 23 oe
Naif1 22 ko
Bcl11b 19 oe
Mypop 19 ko
E2f5 18 oe
Lin54 18 ko
Zfp282 18 ko
Zfp653 18 oe
