TF freq type
Setbp1 579 ko
Zfp324 435 ko
Mnt 352 ko
Klf9 347 ko
Kdm2b 311 oe
Pou6f1 278 ko
Zkscan17 240 ko
Zbtb32 211 ko
Zbtb20 208 ko
E2f5 200 ko
Mybl2 146 ko
Zfp276 113 ko
Sp140 98 oe
Hsf4 84 ko
Bach1 77 ko
Arid2 74 ko
Arid5b 74 ko
Hinfp 61 ko
Zfp282 61 ko
Zfp653 61 ko
Zfp652 57 ko
Kdm2a 51 ko
Cxxc1 50 ko
Gmeb1 50 oe
Zscan20 50 ko
Jrkl 42 ko
Naif1 39 ko
Zbtb45 39 ko
Phf21a 36 ko
Zfp248 35 ko
Tef 34 ko
Atf6 27 oe
Homez 27 ko
Lin54 23 ko
Bcl11b 22 ko
Rest 22 ko
Zfp90 22 ko
Zik1 20 ko
Arid3b 19 ko
Epas1 17 ko
Foxn2 17 oe
Pou2f1 17 ko
Zfp113 17 ko
Zbtb26 15 ko
Hmbox1 14 ko
Lcor 14 oe
Mypop 14 ko
Pbx2 14 ko
Tigd2 14 ko
Zbtb37 14 ko
Zscan29 14 ko
Zzz3 14 ko
Zbtb2 12 ko
Cdc5l 11 ko
Mynn 11 ko
Zfp691 10 ko
Cxxc5 9 ko
Prdm11 9 ko
Zfp69 9 ko
