TF freq type
Cdc5l 975 ko
Zfp324 447 ko
Hsf4 419 oe
Pbx2 417 oe
Zfp69 361 ko
Zik1 270 oe
Zbtb26 228 oe
Zfp691 201 oe
Hmbox1 185 oe
Zbtb37 180 oe
Zbtb2 178 ko
Mynn 165 ko
Zscan20 148 ko
Rest 145 ko
Mnt 134 oe
Jrkl 110 oe
Foxn2 97 oe
Bcl11b 96 ko
Bach1 89 oe
Epas1 88 oe
Zfp90 83 ko
Zzz3 82 oe
Atf6 78 oe
Zfp276 73 oe
Homez 69 oe
Zbtb32 67 ko
Pou2f1 66 oe
Zfp113 64 ko
E2f5 61 oe
Setbp1 61 oe
Tef 61 oe
Zbtb45 52 ko
Arid2 51 oe
Pou6f1 50 oe
Tigd2 44 oe
Zbtb20 44 ko
Arid5b 40 ko
Gmeb1 34 oe
Hinfp 31 ko
Zkscan17 30 ko
Lcor 28 oe
Zfp248 28 ko
Kdm2a 24 oe
Mypop 24 oe
Phf21a 24 oe
Prdm11 24 oe
Kdm2b 21 oe
Klf9 21 oe
Naif1 21 ko
Zfp282 21 ko
Zfp652 21 oe
Zfp653 21 oe
Cxxc1 20 ko
Cxxc5 20 oe
Lin54 20 oe
Zscan29 20 oe
Arid3b 18 oe
Mybl2 18 ko
Sp140 18 oe
