TF freq type
Zbtb20 752 ko
Homez 602 oe
Jrkl 247 oe
Cdc5l 209 oe
Epas1 199 oe
Klf9 169 ko
Bach1 139 oe
Pbx2 128 oe
Hmbox1 127 oe
E2f5 122 oe
Hsf4 108 oe
Zfp69 91 ko
Zbtb45 79 ko
Foxn2 75 oe
Zzz3 74 oe
Cxxc5 67 ko
Zfp324 64 ko
Zkscan17 58 ko
Kdm2b 51 ko
Bcl11b 49 ko
Zbtb26 49 oe
Zbtb32 48 ko
Arid3b 45 oe
Lcor 45 oe
Tigd2 45 oe
Zfp90 45 ko
Zfp276 43 ko
Zik1 43 oe
Mynn 38 ko
Setbp1 38 oe
Mnt 37 oe
Zfp691 34 oe
Atf6 33 oe
Zfp282 32 ko
Tef 31 oe
Zbtb2 30 ko
Prdm11 28 oe
Zscan20 27 oe
Gmeb1 26 oe
Rest 26 oe
Zbtb37 26 oe
Zfp113 23 oe
Cxxc1 22 ko
Kdm2a 22 oe
Zscan29 21 oe
Arid2 19 oe
Arid5b 19 ko
Lin54 19 ko
Zfp248 19 ko
Mybl2 18 ko
Sp140 18 oe
Mypop 17 ko
Naif1 17 ko
Zfp653 17 oe
Hinfp 14 oe
Phf21a 14 oe
Pou2f1 14 oe
Pou6f1 14 oe
Zfp652 14 oe
