"","Naive_Kaech_Kaech","Naive_Kaech_Chung","Naive_Mackay_Chung","Naive_MilnerAug_Chung","Naive_Renkema_Chung","Naive_Scott_Scott","MP_Kaech_Chung","MP_Kaech_Kaech","MP_Kaech_Scott","MP_MilnerAug_Kaech","MP_MilnerAug_Scott","MP_MilnerAug_Chung","TE_Kaech_Chung","TE_Kaech_Kaech","TE_Kaech_Scott","TE_MilnerAug_Kaech","TE_MilnerAug_Scott","TE_MilnerAug_Chung","TCM_Mackay_Chung","TCM_MilnerAug_Chung","TCM_Renkema_Chung","TEM_Mackay_Chung","TEM_MilnerAug_Chung","TEM_Renkema_Chung","TRM.IEL_Milner17_Milner17","TRM.IEL_MilnerApr_Chung","TRM.IEL_MilnerApr_Milner17","TRM.IEL_Milner17_Chung","TRM.liver_Mackay_Chung","TexProg1_Beltra_Beltra","TexProg2_Beltra_Beltra","TexProg_Beltra_Chung","TexProg_Hudson_Chung","TexProg_Hudson_Beltra","TexInt_Beltra_Beltra","TexInt_Beltra_Chung","TexInt_Hudson_Chung","TexInt_Hudson_Beltra","TexTerm_Beltra_Beltra","TexTerm_Beltra_Chung","TexTerm_Hudson_Chung","TexTerm_Hudson_Beltra"
"Rfx5",3.21,3.21,7.37,5.02,5.31,9.22,21.13,21.13,21.13,10.07,10.07,10.07,23.28,23.28,23.28,6.99,6.99,6.99,12.93,0.86,3.98,15.84,1.34,9.7,1.81,1.42,1.42,1.81,27.4,10.91,7.64,10.91,27,27,9.73,9.73,15.57,15.57,14.31,14.31,25.88,25.88
"Cux1",42.86,42.86,18.41,15.18,2.76,15.96,24.69,24.69,24.69,7.58,7.58,7.58,25.41,25.41,25.41,6.92,6.92,6.92,22.91,9.12,17.01,26.35,11.11,6.63,10.19,9.82,9.82,10.19,22.6,20.29,27.26,20.29,42.89,42.89,17.6,17.6,14.69,14.69,9.51,9.51,11.65,11.65
"Homez",0.62,0.62,6.8,1.83,0,8.22,6.29,6.29,6.29,2.49,2.49,2.49,5.42,5.42,5.42,3.78,3.78,3.78,8.86,6.78,0,9.5,1.28,2.09,0.1,4.97,4.97,0.1,10.82,8.05,12.65,8.05,19.48,19.48,8.76,8.76,8.3,8.3,6.41,6.41,8.97,8.97
"Hesx1",0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.29,0,0,0.42,0.42,0,0.17,0,0.8,0,0.71,0.71,0.58,0.58,0.09,0.09,0.56,0.56,0,0
"Irf2",79.55,79.55,48.24,13.89,33.1,75.2,146.86,146.86,146.86,17.23,17.23,17.23,174.02,174.02,174.02,22.19,22.19,22.19,63.32,10.1,36.53,87.73,13.89,63.83,14.06,12.62,12.62,14.06,85.56,78.72,87,78.72,105.49,105.49,85.69,85.69,110.35,110.35,146.43,146.43,146.69,146.69
"Zfp184",0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.36,0.37,0,0.18,0,0,0,0.7,0.7,0,1.7,0.78,1.26,0.78,0.04,0.04,0.57,0.57,0.6,0.6,0,0,0.14,0.14
"Eomes",29.16,29.16,10.87,3.99,0,5.73,45.84,45.84,45.84,10.3,10.3,10.3,66.89,66.89,66.89,18.76,18.76,18.76,81.95,7.31,15.82,85.87,2.86,5.29,4.31,1.27,1.27,4.31,130.04,68.7,102.96,68.7,207.98,207.98,62.68,62.68,141.1,141.1,106.38,106.38,150.95,150.95
"Runx2",2.29,2.29,1.43,0.78,3.25,0.7,112.33,112.33,112.33,29.7,29.7,29.7,92.11,92.11,92.11,20.77,20.77,20.77,47.89,20.77,13,65.91,25.78,23.34,27.29,36.2,36.2,27.29,53.51,14.71,46.27,14.71,23.1,23.1,50.98,50.98,37.84,37.84,51.33,51.33,27.69,27.69
"Gbx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hnf1b",0,0,0.02,0,0,0,0.11,0.11,0.11,0,0,0,0.09,0.09,0.09,0,0,0,0.52,0,0,0.22,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.04,0.04,0,0,0.05,0.05
"Zfp324",4.64,4.64,1.81,1.42,0,3.92,3.19,3.19,3.19,1.78,1.78,1.78,3.61,3.61,3.61,1.62,1.62,1.62,2.45,1.08,1.85,3.05,0.96,0,0.11,0.62,0.62,0.11,4.6,4.25,3.88,4.25,11.61,11.61,4.91,4.91,8.88,8.88,10.53,10.53,11.15,11.15
"Tfap2b",0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.24,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp41",1.49,1.49,1.81,0.54,0,1.92,3.26,3.26,3.26,1.22,1.22,1.22,3.09,3.09,3.09,4.03,4.03,4.03,4.26,1.37,0,7.74,0.53,2.82,2.12,1.16,1.16,2.12,9.51,8.11,12.12,8.11,17.56,17.56,11.27,11.27,18.88,18.88,13.63,13.63,23.01,23.01
"Foxp2",0,0,0,0.18,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoxb2",0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp143",16.27,16.27,10.25,12.28,2.44,32.92,20.94,20.94,20.94,15.71,15.71,15.71,20.5,20.5,20.5,15.7,15.7,15.7,17.88,4.98,0,24.36,4.96,1.73,14.28,6.21,6.21,14.28,27.92,27.24,29.03,27.24,40.8,40.8,34.08,34.08,27.91,27.91,50.15,50.15,38.67,38.67
"Gmeb1",22.04,22.04,7.43,14.76,0,21.53,22.39,22.39,22.39,16.92,16.92,16.92,27.66,27.66,27.66,12.36,12.36,12.36,14.65,10.56,1.2,18.95,17.55,2.72,9.74,17.53,17.53,9.74,24.3,5.02,6.82,5.02,8.39,8.39,6.53,6.53,8.9,8.9,7.14,7.14,7.17,7.17
"Onecut2",0,0,0,0.13,0,0,0.03,0.03,0.03,0,0,0,0.15,0.15,0.15,0.12,0.12,0.12,0.09,0,0,0.05,0,0,0.03,0.04,0.04,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mafb",1.6,1.6,0.13,0,0,0,0.51,0.51,0.51,0,0,0,0.42,0.42,0.42,0,0,0,2.74,0,0,1.54,0,0,0.14,0,0,0.14,0.24,0.15,0,0.15,0.1,0.1,0.63,0.63,0.7,0.7,0.15,0.15,0.46,0.46
"Mlxip",31.31,31.31,16.89,11.23,6.9,20.46,50.38,50.38,50.38,16.75,16.75,16.75,46.25,46.25,46.25,16.3,16.3,16.3,45.78,14.82,6.59,54.33,24.33,4.06,12.75,27.31,27.31,12.75,70.15,15.38,32.78,15.38,48.61,48.61,25.27,25.27,45.66,45.66,54.18,54.18,81.16,81.16
"Sox8",0,0,0.02,0,0,0,0,0,0,0,0,0,0.52,0.52,0.52,0,0,0,0.07,0,0,0.09,0,0,0.69,0,0,0.69,0,0.17,0,0.17,0,0,0.71,0.71,0.62,0.62,0,0,0,0
"Lhx2",0,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0.13,0.13,0.13,0,0,0,0.06,0,0,0.08,0,0,0,0,0,0,0.09,1.92,0.94,1.92,0,0,0,0,1.21,1.21,0,0,0.76,0.76
"Ascl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duxbl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rbpj",23.99,23.99,18.65,8.99,0,19.22,32.99,32.99,32.99,8.86,8.86,8.86,21.54,21.54,21.54,5.95,5.95,5.95,28.23,7.09,0,40.52,7,10.68,19.4,12.5,12.5,19.4,66.88,15.49,19.21,15.49,33.2,33.2,19.03,19.03,41.22,41.22,29.71,29.71,45.99,45.99
"Prdm16",0,0,0.9,0.7,0,3.42,0.37,0.37,0.37,0.96,0.96,0.96,0.06,0.06,0.06,0.26,0.26,0.26,1.88,0,0,1.48,0.1,0,0.05,0,0,0.05,1.64,4.05,8.3,4.05,7.06,7.06,0.9,0.9,9.26,9.26,4.87,4.87,2.87,2.87
"Arid3a",2.28,2.28,1.4,0.26,0,0.72,9.54,9.54,9.54,2.38,2.38,2.38,9.77,9.77,9.77,1.26,1.26,1.26,4.73,0.3,0,7.54,0.86,0,2.35,1.76,1.76,2.35,13.71,2.05,4.02,2.05,6.99,6.99,4.43,4.43,10.4,10.4,10.1,10.1,14.98,14.98
"Zfp341",1.59,1.59,2.05,0.48,0,0.16,5.54,5.54,5.54,1.59,1.59,1.59,4.3,4.3,4.3,1.25,1.25,1.25,3.79,0.66,2.71,4.38,0.69,0,1.63,1.46,1.46,1.63,5.12,0.17,0.24,0.17,1.51,1.51,0.71,0.71,0.74,0.74,0.68,0.68,0.57,0.57
"Hoxa4",0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snai1",1.06,1.06,0,0,0,0.08,0.18,0.18,0.18,0,0,0,0.14,0.14,0.14,0,0,0,0.04,0,0,0.05,0,0,1.99,0.69,0.69,1.99,0.11,0,0,0,0.14,0.14,0,0,0,0,0.35,0.35,0.07,0.07
"Klf10",5.51,5.51,3.28,5.22,0,16.24,20.55,20.55,20.55,8.68,8.68,8.68,26.41,26.41,26.41,15.66,15.66,15.66,23.78,8.37,2.67,34.18,9.05,1.65,26.88,5.74,5.74,26.88,25.53,59.21,167.9,59.21,42.14,42.14,117.35,117.35,125.82,125.82,109.33,109.33,93.69,93.69
"Foxj3",34.09,34.09,19.52,30.84,18.59,12.97,26.73,26.73,26.73,10.05,10.05,10.05,27.4,27.4,27.4,10.78,10.78,10.78,26.77,7.14,0,35.91,7.37,2.11,15.05,12.79,12.79,15.05,40.54,5.84,9.08,5.84,31.23,31.23,15.32,15.32,21.5,21.5,13.53,13.53,24.89,24.89
"Myrf",0,0,0.02,0,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,5.55,0.04,0,2.58,0,0,0,0,0.12,0.14,0,0.14,0,0,0,0,0,0,0,0,0.08,0.08
"Bhlhe41",0,0,0.01,0,0,0,0.13,0.13,0.13,0,0,0,0.11,0.11,0.11,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.85,0.08,0,0.08,0,0,0.08,0.08,1.24,1.24,1.1,1.1,5.3,5.3
"E2f5",8.63,8.63,4.73,7.29,17.41,6.69,9.83,9.83,9.83,2.93,2.93,2.93,8,8,8,2.65,2.65,2.65,13.6,0.53,14.64,13.49,1.92,30.28,0.6,2.02,2.02,0.6,10.3,8.12,9.75,8.12,11.9,11.9,7.2,7.2,4.94,4.94,3.2,3.2,3.8,3.8
"Sp140",39.87,39.87,43.59,32.47,3.38,28.27,81.77,81.77,81.77,68.66,68.66,68.66,104.88,104.88,104.88,74.64,74.64,74.64,58.73,24.29,13.36,69.42,17.98,2.12,77.09,28.6,28.6,77.09,82.4,31.24,37.15,31.24,55.3,55.3,36.15,36.15,50.41,50.41,50.29,50.29,48.61,48.61
"Nr2f6",2.06,2.06,2.02,0.57,94.06,4.39,8.14,8.14,8.14,1.18,1.18,1.18,9.45,9.45,9.45,2.96,2.96,2.96,4.89,4.54,32.17,10.51,5.62,30.47,1.37,1.59,1.59,1.37,4.77,12.44,7.12,12.44,14.32,14.32,12.8,12.8,18.7,18.7,9.17,9.17,20.23,20.23
"Zscan10",0,0,0.31,0.84,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,3.5,0.28,0,0,0,0,0,0,0.11,0.86,1.79,0.86,0.34,0.34,0,0,0,0,0,0,0,0
"Fosb",4.38,4.38,0.7,0,0,0.19,1.03,1.03,1.03,0.08,0.08,0.08,0.81,0.81,0.81,0.08,0.08,0.08,3.77,0.69,2.14,1.37,0.38,0,6.24,23.16,23.16,6.24,2.73,0.4,1.12,0.4,0.09,0.09,0,0,0.05,0.05,0.67,0.67,0.03,0.03
"Tcf7",885.75,885.75,783.28,364.96,158.13,433.4,730.37,730.37,730.37,196.41,196.41,196.41,143.73,143.73,143.73,13.56,13.56,13.56,606.03,86.51,70.97,439,65.05,48.27,18.19,33.36,33.36,18.19,230.94,444.91,517.87,444.91,1157.6,1157.6,69.7,69.7,22.47,22.47,16.8,16.8,1.87,1.87
"Pax7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox13",0,0,0.01,0.3,0,0.27,0.21,0.21,0.21,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0,0
"Neurog2",0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gata5",0,0,0,0,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rela",75.62,75.62,54.66,48.66,5.46,97.13,89.79,89.79,89.79,45.82,45.82,45.82,85.33,85.33,85.33,44.97,44.97,44.97,70.78,33.39,3.02,82.81,41.2,5.61,34.7,50.27,50.27,34.7,82.84,84.9,111.69,84.9,193.92,193.92,95.95,95.95,144.06,144.06,135.27,135.27,166.71,166.71
"Zbtb48",10.05,10.05,4.01,13.07,3.41,3.36,17.4,17.4,17.4,10.28,10.28,10.28,15.26,15.26,15.26,8.19,8.19,8.19,21.92,11.19,48.92,23.66,15.77,2.23,3.43,6.06,6.06,3.43,15.76,3.88,7.35,3.88,18.67,18.67,11.28,11.28,17.9,17.9,12.83,12.83,19.9,19.9
"Fbxl19",3.01,3.01,1.42,0.39,0,0.23,8.08,8.08,8.08,0.46,0.46,0.46,12.1,12.1,12.1,0.11,0.11,0.11,6.61,0.4,0,7.96,0.16,0,0.76,0,0,0.76,7.32,0,0.28,0,1.68,1.68,0,0,1.01,1.01,0.48,0.48,0.7,0.7
"Hmx3",0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf5",0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0.92,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0
"Rfx6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cux2",0,0,0,0,0.8,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0.06,0,0.89,0.04,0,0.55,0,0.04,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pou1f1",0,0,0.03,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,14.93,0.9,0,0,0.9,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etv3",30.49,30.49,25.65,14.69,4.82,18.89,25.89,25.89,25.89,7.25,7.25,7.25,18.01,18.01,18.01,5.55,5.55,5.55,19.65,3.47,2.44,19.19,7.04,3.69,18.68,19.99,19.99,18.68,55.67,5.87,5.58,5.87,17.19,17.19,6.07,6.07,17.64,17.64,20.28,20.28,34.9,34.9
"Irf1",171.8,171.8,117.35,165.8,102.05,179.03,255.86,255.86,255.86,134.6,134.6,134.6,234.59,234.59,234.59,137.26,137.26,137.26,219.07,146.15,75.24,274.49,166.96,118.98,188.48,172.96,172.96,188.48,343.04,341.13,420.64,341.13,305.11,305.11,424.92,424.92,525.88,525.88,1120.34,1120.34,697.17,697.17
"Zfp64",19.49,19.49,9.01,11.54,5.97,13.59,20.06,20.06,20.06,13.47,13.47,13.47,18.14,18.14,18.14,12.4,12.4,12.4,14.65,9.4,0,15.33,8.14,3.55,8.88,7.66,7.66,8.88,14.89,16.48,37.68,16.48,28.53,28.53,19.04,19.04,21.16,21.16,24.98,24.98,24.17,24.17
"Runx1",29.23,29.23,11.91,6.34,3.64,6.91,30.69,30.69,30.69,13.45,13.45,13.45,74.55,74.55,74.55,18.95,18.95,18.95,26.59,6.72,0,53.68,23.92,3.93,23.86,10.18,10.18,23.86,38.5,3.9,34.98,3.9,18.44,18.44,70.15,70.15,27.67,27.67,34.71,34.71,24.83,24.83
"Gbx1",0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,16.23,0.05,0,4.31,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pou3f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0.11,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hnf1a",0,0,0,0.15,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0.19,0.19,0,0,0,0,0,0.14,0.14,0,0,0.06,0.06,0.16,0.16,0.07,0.07
"Tfap2a",0.09,0.09,0.05,0,0,0,0.12,0.12,0.12,0,0,0,0.37,0.37,0.37,0,0,0,0.29,0,0,0.39,0,0,0,0,0,0,0.12,0,0,0,0.04,0.04,0,0,0.07,0.07,0,0,0.04,0.04
"Zfp42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxp1",116.03,116.03,54.39,142.44,4.82,109.72,119.18,119.18,119.18,80.9,80.9,80.9,106.46,106.46,106.46,58.2,58.2,58.2,70.43,99.78,6.24,70.57,98.67,4.37,65.09,83.25,83.25,65.09,62.75,53.29,111.95,53.29,146.03,146.03,95.59,95.59,79.31,79.31,126.83,126.83,97.5,97.5
"Hoxb1",0,0,0,0,0,0,0,0,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msc",0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,1.37,1.37,1.37,0.91,0.91,0.91,8.12,0,0,24.86,0,0,0,0,0,0,2.46,2.37,23.53,2.37,0.06,0.06,12.52,12.52,23.75,23.75,1.1,1.1,0.66,0.66
"Bcl6",9.34,9.34,4.84,2.08,2.07,3.09,7.29,7.29,7.29,1.56,1.56,1.56,5.99,5.99,5.99,0.97,0.97,0.97,7.85,1.1,4.57,9.76,1.52,1.42,7.36,6.94,6.94,7.36,12.53,12.94,6.19,12.94,49.42,49.42,5.22,5.22,2.64,2.64,10.85,10.85,4.13,4.13
"Onecut3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esrrg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03
"Dbx1",0,0,0,0,0,0.06,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0.07,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxa3",0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf6b",38.21,38.21,30.6,13.73,3.25,45.98,52.2,52.2,52.2,13.23,13.23,13.23,47.28,47.28,47.28,19.28,19.28,19.28,44.12,13.03,10.75,47.46,6.34,0,19.51,10.14,10.14,19.51,52.26,39.56,58.69,39.56,76.82,76.82,33.69,33.69,56.68,56.68,62.03,62.03,77.96,77.96
"Bsx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx2-3",0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0
"Zfp410",11.97,11.97,10,15.2,0,31.84,18.67,18.67,18.67,17.02,17.02,17.02,17.85,17.85,17.85,16.2,16.2,16.2,19.65,6.12,0,22.43,8.6,0,15.75,13.64,13.64,15.75,27.13,30.46,51.3,30.46,44.71,44.71,34.79,34.79,42.6,42.6,47.38,47.38,42.77,42.77
"Junb",232.76,232.76,97.08,102.33,0,190.91,167.26,167.26,167.26,95.07,95.07,95.07,184.44,184.44,184.44,111.11,111.11,111.11,171.19,67.4,13.85,149.13,87.07,22.92,1513.08,3852.36,3852.36,1513.08,143.46,435.83,525.92,435.83,151.49,151.49,174.44,174.44,142.11,142.11,565.57,565.57,110.4,110.4
"Creb3l2",1.37,1.37,2.28,0.58,2,1.59,3.08,3.08,3.08,0.82,0.82,0.82,4.75,4.75,4.75,0.73,0.73,0.73,4.63,0.35,0,6.5,1.12,0,1.15,1.83,1.83,1.15,8.38,1,1.32,1,2.32,2.32,1.91,1.91,2.55,2.55,2.23,2.23,2.88,2.88
"Hhex",4.51,4.51,0.34,0,0,0,0.91,0.91,0.91,0,0,0,0.73,0.73,0.73,0.46,0.46,0.46,0.91,0,0,0.7,0,0,0.77,0,0,0.77,0.71,2.98,1.31,2.98,0.32,0.32,0.43,0.43,0.12,0.12,0.31,0.31,0.24,0.24
"Hoxa5",0,0,0.25,0.27,0,0.06,0.04,0.04,0.04,0.17,0.17,0.17,0,0,0,0,0,0,0.08,0,0,0.22,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cxxc1",54.95,54.95,26.64,28.06,5.69,53.27,77.25,77.25,77.25,38.17,38.17,38.17,78.11,78.11,78.11,44.29,44.29,44.29,65.07,27.92,0,72.13,38.44,3.89,26.7,42.99,42.99,26.7,65.05,53.68,81.31,53.68,83.38,83.38,59.48,59.48,86.55,86.55,84.27,84.27,65.77,65.77
"Nfatc1",52.37,52.37,39.87,33.5,19.09,40.87,128.82,128.82,128.82,44.6,44.6,44.6,109.59,109.59,109.59,47.38,47.38,47.38,68.05,17.97,8.09,94.75,23.35,20.32,61.21,33.9,33.9,61.21,156.09,107.49,143.55,107.49,332.03,332.03,181.2,181.2,377.42,377.42,347.19,347.19,591.41,591.41
"Klf11",5.58,5.58,4.86,2.72,0,9.45,5.36,5.36,5.36,2.81,2.81,2.81,9.98,9.98,9.98,6.24,6.24,6.24,12.42,1.02,0,18.84,2.98,0,2.05,0.57,0.57,2.05,4.44,2.99,8.57,2.99,2.57,2.57,12.69,12.69,7.29,7.29,4.51,4.51,1.66,1.66
"Foxj2",26.41,26.41,11.96,3.13,13.95,1.93,33.51,33.51,33.51,2.75,2.75,2.75,35.32,35.32,35.32,2.53,2.53,2.53,24.01,3.41,0,33.51,5.93,0,4.23,4.18,4.18,4.23,29.72,14.39,16.38,14.39,50.09,50.09,24.92,24.92,30.65,30.65,29.1,29.1,36.79,36.79
"Tead1",0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0.01,0.01,0.01,0.06,0.06,0.06,0.01,0,0,0.14,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.13,0.13,0,0,0,0
"Cbfb",131.32,131.32,101.19,37.84,2.56,23.35,120.68,120.68,120.68,26.87,26.87,26.87,123.53,123.53,123.53,35.27,35.27,35.27,116.18,3.96,11.51,147.41,6.05,1.87,44.63,4.23,4.23,44.63,156.46,55.9,94.94,55.9,67.16,67.16,78.29,78.29,111.02,111.02,53.41,53.41,99.53,99.53
"Nfe2l2",40.14,40.14,30.84,31.3,15.11,60.55,38.12,38.12,38.12,16.55,16.55,16.55,47.43,47.43,47.43,31.42,31.42,31.42,42.37,20.88,16.67,46.78,20.21,19.19,38.66,45.47,45.47,38.66,41.54,35.35,46.44,35.35,39.44,39.44,42.36,42.36,28.94,28.94,50.77,50.77,32.02,32.02
"Bhlhe40",7.77,7.77,0.35,0.19,0,0.19,79.77,79.77,79.77,13.21,13.21,13.21,203.24,203.24,203.24,51.54,51.54,51.54,86.55,5.38,0,203.55,28.14,21.88,86.5,215.5,215.5,86.5,169.47,101.25,118.94,101.25,108.35,108.35,325.82,325.82,192.69,192.69,235.71,235.71,189.4,189.4
"Mnt",26.1,26.1,13.6,1.32,0,2.5,29.12,29.12,29.12,0.37,0.37,0.37,27.11,27.11,27.11,0.85,0.85,0.85,19.04,1.02,1.73,23.41,1.16,1.07,0.1,1.54,1.54,0.1,18.22,1.28,1.52,1.28,7.5,7.5,2.02,2.02,6.84,6.84,1.82,1.82,7.32,7.32
"E2f4",87.06,87.06,48.11,18.14,3.84,29.96,110.91,110.91,110.91,18.83,18.83,18.83,111.24,111.24,111.24,22.5,22.5,22.5,86.05,17.83,12.68,92.65,16.4,20.98,20.97,22.91,22.91,20.97,105.48,96.2,112.66,96.2,157.05,157.05,66.01,66.01,163.84,163.84,122.25,122.25,155.5,155.5
"Zfp384",42.15,42.15,21.75,10.99,2.61,11.6,71.87,71.87,71.87,11.12,11.12,11.12,67.9,67.9,67.9,18.89,18.89,18.89,51.37,2.6,11.34,56.69,5.55,2.83,12.25,2.86,2.86,12.25,60.21,22.57,37.18,22.57,48.71,48.71,32.52,32.52,43.19,43.19,41.18,41.18,49.56,49.56
"Sp4",28.49,28.49,20.04,11.4,3.7,11.12,47.53,47.53,47.53,8.64,8.64,8.64,39.96,39.96,39.96,11.9,11.9,11.9,40.69,2.11,2.73,48.82,3.31,0,10.95,2.64,2.64,10.95,56.24,2.99,8.42,2.99,7.2,7.2,8.34,8.34,12.11,12.11,10.23,10.23,15.51,15.51
"Kmt2a",54.44,54.44,14.28,12.21,13.35,0.77,97.14,97.14,97.14,6.56,6.56,6.56,79.38,79.38,79.38,6.01,6.01,6.01,73,9.02,7.51,91.93,11.44,7.49,8.33,8.62,8.62,8.33,105.54,7.01,13.05,7.01,33.51,33.51,9.93,9.93,26.98,26.98,28.25,28.25,42.71,42.71
"Zic5",0,0,0,0,0,0.03,0.1,0.1,0.1,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pax6",0,0,0,0,2.4,0,0,0,0,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05
"Sox12",1.53,1.53,0.45,0.22,0,0,1.15,1.15,1.15,0,0,0,1.42,1.42,1.42,0,0,0,0.41,0,0,0.73,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.22,0.22,0.12,0.12,0.16,0.16
"Gata4",0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
