"","MP_Kaech_Chung","MP_Kaech_Kaech","MP_Kaech_Scott","MP_MilnerAug_Kaech","MP_MilnerAug_Scott","MP_MilnerAug_Chung","Naive_Kaech_Kaech","Naive_Kaech_Chung","Naive_Mackay_Chung","Naive_MilnerAug_Chung","Naive_Renkema_Chung","Naive_Scott_Scott","TCM_Mackay_Chung","TCM_MilnerAug_Chung","TCM_Renkema_Chung","TEM_Mackay_Chung","TEM_MilnerAug_Chung","TEM_Renkema_Chung","TE_Kaech_Chung","TE_Kaech_Kaech","TE_Kaech_Scott","TE_MilnerAug_Kaech","TE_MilnerAug_Scott","TE_MilnerAug_Chung","TRM.IEL_Milner17_Milner17","TRM.IEL_MilnerApr_Chung","TRM.IEL_MilnerApr_Milner17","TRM.IEL_Milner17_Chung","TRM.liver_Mackay_Chung","TRM.lungA_Hayward_Hayward","TRM.lungI_Hayward_Hayward","TexInt_Beltra_Beltra","TexInt_Beltra_Chung","TexInt_Hudson_Chung","TexInt_Hudson_Beltra","TexProg1_Beltra_Beltra","TexProg2_Beltra_Beltra","TexProg_Beltra_Chung","TexProg_Hudson_Chung","TexProg_Hudson_Beltra","TexTerm_Beltra_Beltra","TexTerm_Beltra_Chung","TexTerm_Hudson_Chung","TexTerm_Hudson_Beltra"
"Tfap2b",-0.821089822633251,-1.00662937868867,-0.744620719614885,0.568582506359405,0.563742038712762,0.229366983946557,-0.647145441004139,-0.637666992325032,-0.339790140373002,0.20061937455014,1.2193191650487,0.443723588853591,-0.260034395433727,2.14560547749171,1.86056137797083,-0.92260529218301,1.34178215998219,1.63040865192231,-0.877571138710741,-0.781777935081748,-0.780617695956177,0.35047956586853,0.436555999369228,0.460738325668965,2.64668256117679,0.0958950014593621,0.567051383860664,1.86076845188542,-0.292961507207881,0.425755966636991,1.20803625074006,-0.84629170490823,-0.316527140157957,-0.525979521651098,-0.96314810435588,-0.98242856157348,-1.09558464829101,-0.344123248080181,-0.859482812231464,-0.906972487923276,-1.07187913056158,-0.442090734730074,-0.664127715583453,-1.12452856224427
"Zfp41",-0.944976790931096,-0.730598263098676,-0.669600073032571,-0.795770197999806,-0.45352381596538,-0.525208236092964,-1.18035412763616,-1.38262702489084,-1.11908541547611,-1.29156055978882,-1.93392341469115,-0.433884793206718,-0.137632462952167,0.202488611971917,-1.56770136145985,1.05383162742868,-1.01233394235294,0.860841510659608,-1.15604845536292,-0.64124133678356,-0.820284050105966,-0.1162188894132,0.493413744509698,1.08598799892051,-0.647939747979045,-0.146426311375131,-0.880647706838842,0.453989280351232,0.536867984145985,1.1468297110704,0.578915570833178,0.947658910690808,0.5926390554622,1.06418779784204,1.30394003345802,0.158189455379796,0.883647954977512,0.560754086159626,1.36216442562165,1.31633415602401,-0.334186824460594,1.53977468830476,2.41643962579855,0.362877572284329
"Foxp2",-0.337306032521895,-0.259444753836835,-0.370773296712403,0.239189052685775,0.129279699077204,0.402877336514511,-0.300169070757148,-0.323030618360612,-0.255003796015164,0.278314904020802,0.119727689202213,-0.270148905843364,-0.351293845179388,0.00567907792336743,0.111713562481738,-0.21026170965524,0.54092166489932,0.275070109085632,-0.369448737560848,-0.38156427248687,-0.373806221226463,-0.122991008304981,-0.196180710628591,-0.175715064079181,-0.185416102724934,-0.207200407299141,-0.21144983086382,-0.214853725479651,-0.458132838632736,5.89244017078572,2.07232731744098,-0.262370775805301,-0.360121326382064,-0.407340026864866,-0.334303069953291,-0.349504610133046,-0.348803942959223,-0.3190184590015,-0.383632585196722,-0.390769141638344,-0.326341396528324,-0.309928969772577,-0.387468230888548,-0.313747100824193
"Hoxb2",-1.0045669135946,-0.282244061297526,-0.7969621584929,0.137267615670985,1.31275133279125,2.18885711485345,-1.82877000387002,-1.31713291648935,-0.99398686284093,-0.321371636910005,1.14638137975629,-0.619593424302184,-1.01094362583606,0.697582449143725,1.15710995267302,-0.618070094171919,1.18173843390387,2.06352568601876,-0.931126185445891,-0.411435100169032,-0.3237383371543,0.447631890146254,1.74895488545077,1.92824251878962,-0.466953947240708,0.366839350990121,-0.426668781597555,0.681861954552389,-1.22628296487785,-0.439927876029855,2.16531678975189,-0.527287083357877,0.0160837231764644,-0.144890692892705,-0.539005214690732,-0.528356325601634,-0.917198660370151,-0.0694028243399044,-0.415029793529694,-0.671951650066751,0.177125547418928,-0.231458516511133,-0.180263515426798,-0.172651457979725
"Zfp143",-0.955350717741339,-0.592112236761576,-0.750776590984212,0.691630447293014,0.759310891650082,0.943905079115444,-0.839327454608916,-0.703022866060467,-1.14706751692857,-0.30709929632043,-1.38250891639307,0.877054096111355,-0.930551870750615,0.145577190711523,-2.97037891001641,-0.830885596414766,-0.305259634432817,-1.36893773570214,-0.804420567684955,-0.732551644059955,-0.779725307845125,0.372241671225203,0.593290693787295,0.634095478581565,0.0349007090728486,-0.664720395451812,-1.02971630560312,0.356793961337,0.0928746448166274,0.189400810178159,-0.756959184824817,1.10638322424993,0.514132883778746,-0.227534809886314,0.269446837421146,0.78799817151067,0.522818084450188,0.416035511794719,0.616336264408409,1.3615552815055,1.9748158138996,1.68004858231276,1.76516393342302,1.37309729583662
"Gmeb1",0.561556287372981,-0.314885468258722,-0.0409449865777028,2.3365584428154,1.27125611962066,0.743612327527807,0.348224878390826,0.0620829020162852,-0.761617322789416,0.837333584255596,-1.82621098451452,1.20592794391074,-0.576258244823909,1.12146377043065,-1.01898141832431,-0.379303220395572,1.96947249219541,-0.408957918837723,0.218917439671983,-0.0622585088619871,0.153438772947151,0.375249285112609,0.285308176682196,0.0361103749146175,1.01578452744488,1.67153873846385,2.8717256166224,0.251131281967534,-0.222447736363532,-1.04021932089315,-0.87278020332493,-0.880733189250887,-0.794585771564169,-0.772552458366068,-0.713324467537659,-0.410909059185149,-0.853900093673725,-0.919610039610315,-0.737586723009411,-0.650537911703378,-0.708094096304142,-0.770471442502584,-0.888824771054676,-0.710697604635949
"Onecut2",-0.438482434552709,-0.342977885533026,-0.368062642284305,0.0554105203185492,0.164232942782115,0.110654133090751,-0.809226425554852,-0.558499757094155,-0.457589029863944,0.0626673488435665,0.111654816236293,-0.768330027915357,-0.186485814481005,1.79580162384834,0.86517170812843,-1.05258017664496,-0.746003910678162,-0.203042773372289,-0.0919590311933668,-0.117819615430908,0.133102268399504,0.477457313781284,0.891336046752824,0.306127743515766,-0.667571355567355,0.762354283829355,-0.529732058563299,0.911780693349171,-0.746141152491566,5.27770781514975,1.05879132511252,-0.0442755788024297,-0.294998450389208,-0.458464227911944,-0.238995822304226,-0.152109736446462,-0.481854850541979,-0.380745579788531,-0.604548351273955,-0.462518904019886,-0.288445873116654,-0.525790328374294,-0.59625027582353,-0.370748513123861
"Mafb",-0.141523007686062,0.197777013387273,0.0886801306716941,-0.648414725034271,-0.438062705770311,-0.385556635031318,1.66152245903449,2.00470558120906,-0.243111015024745,-0.514018528176092,0.0587827446210018,-0.615302708922757,4.93413118337149,0.00279832281214184,0.325894775888614,1.36253897185718,0.241350054661617,0.390560400513267,-0.630498702060287,0.0948986298459269,-0.124832650987511,-0.913067574374303,-0.533137176906199,-0.400237945973521,-0.315559819429141,-0.77979687677857,-0.89631253532805,-0.294049765304707,-0.456140532544649,-0.983007198529554,0.302123796667465,0.284289602066584,0.633585857920207,0.475970037916417,0.27687973470373,-0.359597332871963,-1.0393483222235,-0.233226221105494,-0.674699713686308,-0.641190134560188,-0.562217418960918,-0.591793818842518,-0.0595139151381984,0.137727684102981
"Mlxip",-0.498402434045052,1.70547613710468,0.742092466936177,-0.287951132212671,1.10554045206266,1.88595182109696,0.279157086706423,0.0118671237636606,-0.314340911832713,-0.466787509452949,-0.668468087487617,-0.0788385220428982,-0.955615210798549,-0.0772897655322814,-0.726293708386097,0.498622471354986,2.20313370456869,0.797205579902002,-0.867718266513853,0.899159623569924,1.26794510625813,-0.511413417114366,1.54299801113499,1.06712954354329,-1.4440619286214,-1.42368849800715,-0.816331831020659,-2.44490975969315,-0.152538278845656,0.291590486276494,-0.443182203790427,-1.57134356367975,0.113472099978618,1.00367068858721,-1.22065498156632,-0.433594934439935,-0.691774896844268,-1.03261258631872,0.328226049636751,0.280445181608919,0.0069042909253009,-0.338862733880295,0.304492603802106,1.1315946333088
"Sox8",-0.933786980635888,-0.652472632161148,-0.513335295456682,-0.367806987094606,0.34820762362803,0.0195363827177132,-0.618140540117398,-0.764863212055522,-0.37640271580322,0.0775607458588477,0.105731886645884,-0.38581766916083,-0.954351190545761,-0.635899250576908,-0.66545796208834,-0.846784407434558,-0.420383617254076,0.712041318007872,0.259749920319447,0.642440563257918,0.912363163093647,-0.225463850142957,0.183112087717919,-0.148286071264652,1.67876714539268,-0.615188303150256,-0.584865859554695,1.40707303416436,-1.21624684876829,-0.238795653262505,3.64733684864391,1.72618288540433,2.0489040979599,1.40606495817173,0.964999167275781,0.0899262904850664,-0.540591985306411,0.472229607927295,-0.613523041974062,-0.69053433915124,-0.743257414181788,-1.0904346502324,-1.06833451586733,-0.791202733430798
"Lhx2",-0.501761400179241,-0.402793296955288,-0.462133167241883,-0.348575064499349,-0.218326302354866,-0.162221372781628,-0.552437668563304,-0.47616965277736,-0.317082149477796,-0.350308137402918,0.0586766098828882,-0.329277906801017,-0.558855771015018,-0.382515003763656,-0.300772059616396,-0.422199178527151,-0.174049635663316,-0.167957888393767,-0.353812160728649,-0.316995814060388,-0.239501665057418,-0.272961051164099,-0.153706583747945,-0.180151251439228,-0.104906693718831,-0.234871320890356,-0.180045710344355,-0.160004914203789,-0.362795526602642,-0.277914485966151,-0.34635802082587,-0.376066567001558,-0.390657839191556,1.1056060203345,1.06001535298698,4.2737787177925,0.479297468708327,4.17351723335644,-0.493662875961489,-0.47546594085682,-0.427539459857425,-0.414406321495251,0.429705751777849,0.308662704288298
"Ascl1",-0.735420332994167,-0.779150334075203,-0.563265476424478,0.890981189338009,1.06976691773896,0.695471335364462,-0.277392025146279,-0.471611116316805,0.884022282382149,0.444250430294433,1.31360995505755,0.0662528436482122,-0.56936387201754,2.58370962361067,2.1857380228004,-0.870358926908254,0.944551260678471,2.40945434177959,-0.710455873591997,-0.673178725808367,-0.582811579874034,0.965964418444515,0.927119210666243,0.70743124380581,0.0833458880864477,0.954895159577616,1.32539610382227,-0.089371155227399,-0.396056402498001,-0.678771626316077,-0.572686754078529,-0.869715337869518,-0.446339771595517,-0.627881283178119,-0.944943789637709,-0.910370331243573,-1.28416652942547,-0.142017744108748,-0.59770338476811,-1.0666259594807,-0.92605429395063,-0.581525494016672,-0.887200884705732,-1.19752122183817
"Duxbl1",-0.249855695043008,-0.282938013827918,-0.327061641316891,0.0542223372781375,-0.0170210737459859,0.0446258003591583,-0.238576883352853,-0.235147066529055,-0.155019662376476,-0.0752130214004916,0.411387544195688,-0.276116891212711,-0.348134479620625,-0.038927464891714,0.0424581156911081,-0.307107998062173,0.0448715440822554,0.169428594489452,-0.297621307306179,-0.29491391345025,-0.349167860925526,0.0447692959309873,-0.0357515321152548,-0.0306734230689487,-0.126669423359204,0.493270859727153,0.140959207329696,0.047968083555649,-0.357243305027871,-0.315458068726175,6.35054677606191,-0.205496287360808,-0.253518665619098,-0.294300354885422,-0.266802084782124,-0.172370402700049,-0.2506082491219,-0.189776809530918,-0.309870669454035,-0.334459492707782,-0.31059518924515,-0.260496750274168,-0.306820441875441,-0.330774035784988
"Rbpj",-0.0266510259667187,0.257708087004781,0.0959243853517016,-0.312738151123485,0.0261392114966959,-0.0565206540460391,-0.510965612908369,-0.23456153261607,-0.308539498515937,-0.387309256359442,-2.79781783218692,-0.238857960597488,-0.0322261750454982,0.301378997981829,-2.64729089459262,0.456453344277416,-0.253714067386574,1.27969539727323,-0.554297983318559,-0.319032074666506,-0.759794733767919,-0.711526447402455,-1.05905570750768,-0.691032049414493,0.200328751011948,-0.618440201946928,-0.485421654793845,-0.0581782528150555,2.48255172938449,3.08765968389371,1.43449033654075,-0.27080737380073,-0.629990883292763,0.185651532524489,0.592667726715586,0.404659634777885,-0.170941544252092,-0.106698141590137,0.267418133995672,0.407315129399672,0.229156168792925,0.351687738150326,1.13686107410882,1.04466264723238
"Prdm16",-1.0225097483356,-0.861897630644283,-0.84569611107868,0.187649629912848,0.459167141034774,0.400627418783953,-1.24320653627462,-1.23532517861494,-0.244768296888375,0.657957778558742,-0.774326177210703,0.995455668818249,0.10069843772247,-0.690831217533287,-0.721854697035442,-0.121897438987051,-0.615135787941336,-0.657634738393407,-1.23221969783938,-1.09371663448054,-1.22566461603258,-0.569313892782359,-0.58702683517143,-0.303802049149115,-1.02178057486967,-1.06809620161174,-1.12220581189567,-0.871400051060685,-0.0433093701533209,1.23958318631359,0.526497441795035,-0.356385807114652,-0.349010505666556,2.16677649433713,2.1384910278202,0.877273386938614,1.45364204843346,1.43676816694657,1.57544051031835,1.12728311907973,0.911840489760633,1.53276581146291,0.781104652819415,0.309993195908753
"Arid3a",-0.252080632183032,1.38350264198613,0.775851382597019,-0.617197807817504,0.529183404503427,1.11120648526999,-1.40398673240551,-0.809197975559794,-0.849595647709217,-1.24192927475978,-1.71789834303452,-0.931704665926423,-0.608299685264811,-1.41878639052784,-1.34552470177127,0.22401547072354,-0.589309639275187,-1.62097473699945,-0.542533812059187,0.702346687564105,0.689573355298422,-1.17474946982704,-0.411976784596728,-0.381676250204585,-0.0897777154336497,-0.85775484999162,-0.317405324321892,-0.5237174095456,0.807018825553325,2.16752772434886,1.48916343819571,-0.367167881493448,0.310258335504229,1.41119167139153,0.431344342570221,-0.0871468773991854,-0.19778938600502,-0.0626665710963442,1.15567024801625,0.450527404688271,0.679621608198981,0.611865440559358,1.63411344103461,1.85686665720465
"Zfp341",1.22956831373589,0.657032706127461,1.0263821114075,1.06116717970297,0.811416214158601,0.46885596454884,-0.0529558832233296,-0.14960939504406,1.0230513823456,-0.576044926259928,-1.15197180513039,-1.1762625840268,0.72837244101022,0.588376661295755,3.41418537808815,0.353816491459621,-0.0272783553888033,-1.14576472289727,0.762389843214039,0.554705606480684,0.516928891471659,0.628501652917515,0.379823725222295,0.347836778350807,0.814379886896297,0.850089092927545,0.970576481065376,0.59730593865489,0.704985338853661,-0.241405528333407,-1.22869897313084,-0.990673468155079,-0.745240916570424,-0.812186773752521,-1.01259194345847,-1.36966625998332,-1.41305485511373,-1.26777029192526,-0.537855329340426,-0.749816990174099,-1.08398574947792,-0.762078238340741,-0.843244716495396,-1.15159037371316
"Hoxa4",-0.819931989777462,-0.724386538535137,-0.665489772683674,0.669951325225417,2.05757017079248,1.91138268825826,-1.84020462313773,-1.33456710256626,-0.9383422066698,0.344377376605621,-0.576747377686235,-0.498339291618165,-1.34055216101363,0.0683875832724311,2.61052813841329,-1.25365574112193,0.357044747746411,1.20678890469459,-0.912668321475266,-0.730636002154833,-0.714289864934257,0.491824118151783,0.676885134677086,1.29693219149383,-0.36188359341895,1.46724175672776,-0.148923573240358,1.87523699472414,-1.31736772763745,-0.274085208216227,-0.60534468384091,-0.162302615618688,-0.513252578815198,-0.415155885544148,-0.120866776985329,0.50039128246078,-0.539549798684312,0.0480110960714683,-0.28945093158324,-0.380556765812689,0.701233494060517,0.495650881268868,0.436775938110017,0.262337310017116
"Snai1",-0.369374045601107,-0.121407150611444,-0.233046663316534,-0.370649422223863,-0.229336506820038,-0.111573376253972,1.29358973326643,1.36912214180642,-0.508294528273936,-0.171524504959825,0.0618863699455624,-0.255373016140503,-0.232101643245035,0.107475815371597,0.434227894780448,-0.547523251838905,0.0138967813023306,0.420428168561399,-0.657515022731298,-0.34947990784787,-0.458964977971589,-0.59106429772772,-0.400816284734372,-0.265549167144495,3.94895496778512,0.664888063108984,0.914098267836014,3.96623054641727,-0.375052606195526,-0.553158938401985,-0.574040457990492,-0.623831872274254,-0.58859400477865,-0.666970732708611,-0.703819074397639,-0.487133835478059,-0.612853200909257,-0.486377753814123,-0.300087519704834,-0.351907211629435,-0.124250470318457,0.0926192258067368,-0.447709655731251,-0.518036874213235
"Klf10",-0.527716160701611,-0.775000704730847,-0.61684141561165,-0.313272648453403,-0.410749385470902,-0.66152332640017,-1.2002344771867,-1.26994042757912,-1.42451002693646,-1.01175059538203,-1.96417392406498,-0.445985932148782,-0.224095105584576,-0.0237489762738482,-0.888742065304785,-0.45404216557939,-0.425377979529778,-1.19861082809885,-0.176355263794891,-0.557749427602728,-0.421809765215028,0.417829058732338,0.141496310822802,-0.0613462563916953,0.902237783167943,-0.803836125381067,-0.569946965818254,0.38562103156679,-0.596692143325723,1.79165798819001,-0.189206101601975,1.11697010876386,1.97263187155607,1.89161487734112,1.04295080808276,0.552201525204291,1.9188149091284,1.04107411925157,-0.0519807894062219,-0.291130533227476,0.360315790103522,1.91519928933454,1.75163693652749,0.354117109029464
"Noto",-0.151080217571417,-0.159907942116743,-0.170081752637322,-0.0965274133774355,-0.14047270088549,-0.116176017663585,-0.162548611458701,-0.182514351523469,-0.189712519153187,-0.185279380900802,-0.193090749240906,-0.114619985501999,-0.206336265398097,-0.188525672948696,-0.171026925707459,-0.210854798366939,-0.20086387029921,-0.179896520512247,-0.139222507387995,-0.15865027457273,-0.162658827950059,-0.0874214334488421,-0.126654315893682,-0.130511855346134,-0.12872544472599,-0.0820253634950917,-0.155519190094338,-0.0722735063105619,-0.198279505635928,-0.161992712654857,6.47875198529883,-0.112589667745999,-0.150026286118917,-0.156351277370945,-0.122844136154689,-0.14240428798016,-0.16000266683543,-0.167523219973041,-0.181445459251132,-0.166974848164749,-0.115558853821378,-0.130359493502015,-0.1284121193328,-0.120809036267667
"Foxj3",-0.752988250716569,0.202103158374168,-0.126118198724538,-0.546966282144422,0.0904922791217333,0.444976368595097,0.635174540141887,1.35076814135492,0.609643131617781,3.15714039655453,3.23054472321113,-0.0117284197416745,0.025802800688625,0.164261940700016,-2.62228246138004,0.878853336811828,0.729709727845347,-0.776108323565491,-0.943172223392435,-0.0730833509174648,-0.220763769471877,-0.824444517152962,-0.177062995718351,-0.000136886757679538,-0.0988691996820807,-0.139226200661548,-0.331364051208321,-0.0234448317892061,0.0950771163684971,1.0875671933635,-0.0864008252711954,-0.122569632078101,-0.291511693543624,-0.209345305579617,-0.0867728092811484,-1.37111017478762,-0.930708127574327,-1.21119188462348,0.268869724386744,0.729685834647521,-0.461116838354063,-1.17942353445986,-0.534349469353365,0.451589844147738
"Myrf",-0.373013775474872,-0.287807575642456,-0.359213848458116,-0.157447754376756,-0.141044887087156,-0.055928216744967,-0.393964744383319,-0.310958933347653,-0.252195794653299,-0.222843722381638,3.70015081047022,-0.315989589485914,-0.296836478130787,-0.0765105661006864,4.10582837954532,-0.309386983890435,-0.0775525377511617,3.01400659476558,-0.342655413976599,-0.403622140048896,-0.345209994303774,-0.0845359924504093,-0.200731716489565,-0.257039814745893,-0.386035780903286,-0.244879067758465,-0.329388947836117,-0.281090182398558,-0.385960818677328,-0.234038671613699,0.0365538238475471,-0.366940078653429,-0.331387659871146,-0.327000332178728,-0.364367110090408,-0.337257646678747,-0.379935488648216,-0.104107741887668,-0.334152583648722,-0.386353573375191,-0.278107355049153,-0.218861349894367,-0.0886649063694409,-0.213519833171642
"Bhlhe41",-0.364060659949419,-0.425605520359738,-0.433340224638006,-0.235463061246578,-0.293856258609057,-0.286602595694568,-0.586191518121139,-0.594202527706644,-0.506034878827709,-0.398817687185235,-0.261988104922244,-0.578121678452203,-0.678888775828058,-0.197069156819408,-0.189957203674051,-0.461161569064751,-0.188799167708844,-0.0767394984388787,-0.376876473297953,-0.35657087053934,-0.374175696202846,-0.142581238644577,-0.208689573691817,-0.167980955121047,-0.378845241764807,-0.165769317045602,-0.279396752444134,-0.31818974792576,-0.061622455319982,0.731851621226127,0.475979992327451,-0.253544403754475,-0.26989210006525,0.712752222790441,0.614119788278024,-0.291437897618763,-0.469614375061578,-0.345482363011932,-0.60988452549477,-0.494822278027398,0.561630887836552,0.851474716874598,4.48900382920461,3.88546329374075
"E2f5",-0.0792931875470504,-0.368688004932645,-0.359742328279178,0.0898273854383541,-0.327074283437242,-0.38921753197172,-0.196661630450866,-0.298512915028337,-0.430549126039784,0.295489580474694,1.83297426889184,0.319599339359832,3.10418036947877,-0.622135350942659,3.14864522097261,-0.411962490825153,-0.445298830401177,3.09167835650649,0.329742847944349,-0.449968510879014,-0.532938507431222,0.257167401009635,-0.40366865079002,-0.341200405669832,-0.941329513069876,-0.715125473958077,-0.607253644503833,-1.20860295438575,0.164412983780564,1.50743942965875,-0.00306533464352299,-0.251530876578459,-0.281592061450153,-0.481295498673503,-0.456365398104766,-0.49317034986271,-0.206712410355664,-0.21526450660957,-0.143967721421126,-0.515499068027593,-0.346039075218731,-0.339317540333508,-0.549712607436041,-0.728401394257096
"Sp140",0.0719246286282887,-0.274236190334873,0.891667915911699,1.60050295999841,3.16310364861767,0.843034712816617,-0.184948371243934,-0.249267548336993,0.249211900418376,0.12816894249226,-0.844147272898084,-0.608976871534514,-0.69974244622741,-0.311493386308161,-0.15754822049374,-0.50465724626292,0.716617315131474,-1.03241276850916,0.459546349807689,0.282267548116711,1.75909287567033,0.774511571755785,2.68050146229293,0.864409688171461,-0.201811619678986,-0.892474647267501,-1.00920421366875,0.51870928743405,-0.641442402169883,-0.451670577707963,1.92236483429031,-0.381404585522911,-0.735595115114373,-0.856234735589084,-0.422484391827213,-0.849209220925726,-0.819618578202303,-0.389321878195988,-0.46781183733234,-0.699952553042875,-0.590975345583002,-1.11085146842669,-1.06257163464676,-0.475570514501919
"Nr2f6",-0.498202990021794,-0.214576401800635,-0.456420018744685,-0.655328856056106,-0.676340448827892,-0.477469077556062,-0.695374155989879,-0.63629240424924,-0.624391957145562,-0.746415849257358,4.47266624943102,-0.223082590151688,-0.330605429747601,0.15246656310117,2.92624070804111,-0.297044601478446,0.152736219426114,2.43371251873412,-0.478422986746127,-0.270478667740858,-0.324052347592917,-0.512223012798188,-0.1276127999551,-0.154330514104492,-0.652258554431208,-0.684306884277084,-0.628198595982343,-0.715387930694868,0.940570048437422,0.146048509821355,0.356933855322671,0.0152046875155469,0.612041070419807,0.317322021024563,-0.0549558264267241,-0.273165832265831,-0.528799213497795,0.0100497525695644,-0.140307553356703,-0.145744324741951,-0.441012252419525,-0.153384084257573,0.350491206241367,-0.070297247769599
"Zscan10",-0.519493911028079,-0.454706978285296,-0.476400024072103,-0.237689932136198,-0.195511567885568,-0.196322844069241,-0.42101234835519,-0.393188513699699,0.20808838929469,0.994903569079767,0.133186494316978,-0.0516364759823642,0.777212644443662,0.133097361309981,5.80135088445558,-0.163221278526688,-0.10856581181845,0.109551288440759,-0.530171441758725,-0.488603609221994,-0.495026046967145,-0.288145491173935,-0.250306954555955,-0.23901503554138,-0.348041620904277,-0.436835355672602,-0.290416037074256,-0.306707472286402,-0.375438260759678,-0.447704904851745,1.26979737018196,-0.422679959772987,-0.468485117084638,-0.494577571921168,-0.442566437629955,0.53090386871492,0.782624271735006,0.694288296759526,-0.0162300685238705,-0.104552556548381,-0.50697563410902,-0.441434731849647,-0.309134678849827,-0.514205765816374
"Fosb",-0.327139860793085,-0.102944591107253,-0.105859199614822,-0.52534329042351,-0.392762782290708,-0.395669438050175,0.0955581380560295,0.100744588742109,-0.539940357193984,-0.81508739892304,-0.74474051973409,-0.669648705558092,0.529086412191019,0.400962241550112,1.62715662524912,0.145315952956809,0.246743024500504,-0.418520334743979,-0.354706860627883,-0.143272876884739,-0.237146846763688,-0.492623151114091,-0.451863938437322,-0.395826512850575,1.62536141364404,2.46551417818883,4.18450195400149,0.854686440799964,0.248419482746001,0.336509802796331,1.98958470261082,-0.752350929970482,-0.752902653672658,-0.722658070336501,-0.73914221109269,-0.429846905047812,-0.216502466414839,-0.371945425184817,-0.634721633102053,-0.705063124110042,-0.374550488310519,-0.475781355819157,-0.81712537971321,-0.744457650147355
"Sp5",-0.591452318076052,-0.959819985403295,-0.734540952839717,1.13635232581216,0.848435292218886,0.403973821402523,-0.407085285617395,-0.443391151943324,0.380965718185161,0.550956144020251,1.94819715448637,-0.148585487374587,-0.577953760438472,1.48117328614438,2.34146073092095,-0.968927975646137,0.962122175252684,1.9936691495684,-0.568993149760949,-0.887334289377235,-0.747783961352519,1.01268583603718,0.75238973065403,0.524153170788967,0.65581355795483,0.856998850726891,1.01290680549575,0.483369843414182,-0.6994284024177,-0.601005073372816,1.8994432399331,-0.916617129604685,-0.51469850683351,-0.688954878848053,-1.04976157167896,-0.729934100309395,-1.07541989607291,-0.384371298301006,-0.884370396813049,-1.16972680401888,-1.2058326797831,-0.568138432740106,-0.551449719831983,-1.16948962456085
"Tcf7",0.359642525532281,0.925293083615615,0.794810190995109,0.143692877818903,0.485869242461616,0.611294272353611,1.22208381216695,1.67126681659968,1.93031745663817,1.60548451028232,0.947720673553788,1.93231847292622,0.964087747811022,0.110937771938066,0.0990262123682037,0.432675316043467,-0.19859579981408,-0.281196459036942,-0.756363157456218,-0.477191884058587,-0.621417540021366,-1.07096084039882,-1.01479197105463,-0.941631741703462,-1.06770617180736,-0.927526250037903,-0.92561014105393,-1.06079126840172,-0.468664397468694,-0.273128907973233,-0.0285330979612846,-0.819164816665781,-0.779542665026483,-1.11025206235484,-1.13001494572664,0.44914721344463,0.647857823762964,0.685825460721633,1.47786410874119,1.50810239970272,-1.17198738650924,-1.19380354129623,-1.35184116806197,-1.33460177558874
"Zic4",-0.470878130367512,-0.350985253105353,-0.338080585587934,-0.0140183988867406,0.150194818758068,0.12185617717679,-0.391148061757855,-0.326293342586575,0.973309935947344,-0.154370923150889,0.458155324682223,-0.0527651073747494,-0.449415271774625,0.21245279720063,0.460849124214694,-0.553010135413902,0.0696354260931527,0.339220892237432,-0.504389378435715,-0.373964142558197,-0.391919209929414,-0.0213763711766902,0.0556678085886205,0.0856363512393814,-0.0334280045878831,-0.218245802259456,-0.00413468580692962,-0.277467424961869,-0.440687179242082,5.41333008200797,2.70182513850674,-0.397346803117537,-0.242438321248862,-0.326627076158543,-0.492877346964536,-0.309009403661518,-0.492094286644727,-0.2045489465899,-0.397639379690504,-0.563485684718728,-0.606491307067848,-0.522416000596439,-0.529233048637014,-0.591348862592516
"Pax7",-1.05988216247448,-0.962740396779171,-0.578115336832705,0.661582672179583,1.51777461038821,0.816110759968208,-0.819665070680766,-0.65113640269393,-0.578517302299704,1.17939927249232,0.340620022966647,-0.115369974529381,-1.63438830545908,1.3521027935988,1.65375064669617,-1.52842957625884,0.887401940495267,1.4880597287848,-0.495350905705864,-1.13978561661558,-0.770599464291993,1.63851285634397,2.11302870290868,1.38811640043018,-0.435698673283007,-0.215574940804409,-0.667383945030052,-0.156106632447414,-2.16447692098022,-0.1281886859155,0.336857206001494,0.975432568596015,0.0434552579133441,-0.518319393160591,0.360679397640951,0.970206711012169,-0.95115453829524,-0.320911066563597,-0.94770291229263,-0.708361869380088,-0.0855713515830526,-0.299432559328027,-0.149529577696557,0.35930203296505
"Sox13",0.320366460804528,0.875899659705559,-0.00917681080191982,0.116366246368464,-0.103384324674887,1.08506690451942,-0.500608577437258,-0.348245980242457,0.194636027148386,4.22412186631494,1.89749537131299,1.82582649038907,-0.780160299201731,0.561274549181597,0.0676523760167012,-1.13059707779375,-0.555071336682697,1.71119223134058,-1.01823944163162,-0.656366589791656,-1.04677155061942,-0.0628938390206775,-0.0376888195122677,0.465497570876818,0.365853102990665,-0.0760860036002469,0.268450747002855,-0.092104847820824,-1.12220205310979,-0.373407093117813,-0.66627284230248,0.0663441506246899,-0.370508142648886,-0.694163670616665,-0.444888622688937,-0.54439957551248,-0.244180566234765,-0.646486922259509,-1.04917418569896,-0.532171057038025,0.759055732930731,0.188848131405785,-1.1386302028446,-0.75006718602947
