"","MP_Kaech_Chung","MP_Kaech_Kaech","MP_Kaech_Scott","MP_MilnerAug_Kaech","MP_MilnerAug_Scott","MP_MilnerAug_Chung","Naive_Kaech_Kaech","Naive_Kaech_Chung","Naive_Mackay_Chung","Naive_MilnerAug_Chung","Naive_Renkema_Chung","Naive_Scott_Scott","TCM_Mackay_Chung","TCM_MilnerAug_Chung","TCM_Renkema_Chung","TEM_Mackay_Chung","TEM_MilnerAug_Chung","TEM_Renkema_Chung","TE_Kaech_Chung","TE_Kaech_Kaech","TE_Kaech_Scott","TE_MilnerAug_Kaech","TE_MilnerAug_Scott","TE_MilnerAug_Chung","TRM.IEL_Milner17_Milner17","TRM.IEL_MilnerApr_Chung","TRM.IEL_MilnerApr_Milner17","TRM.IEL_Milner17_Chung","TRM.liver_Mackay_Chung","TRM.lungA_Hayward_Hayward","TRM.lungI_Hayward_Hayward","TexInt_Beltra_Beltra","TexInt_Beltra_Chung","TexInt_Hudson_Chung","TexInt_Hudson_Beltra","TexProg1_Beltra_Beltra","TexProg2_Beltra_Beltra","TexProg_Beltra_Chung","TexProg_Hudson_Chung","TexProg_Hudson_Beltra","TexTerm_Beltra_Beltra","TexTerm_Beltra_Chung","TexTerm_Hudson_Chung","TexTerm_Hudson_Beltra"
"Zfp879",-0.648129432927293,-0.0280032245689077,-0.207395543201802,-0.527327514360798,-0.0255380245034235,0.15819457230069,-0.72699607274215,-0.43056647380414,0.748677266532418,2.9500180130698,0.633923690900308,0.655530087235755,-0.373366492821135,-0.243789494133539,0.919414805009676,-0.249394010234392,-0.0928157358381463,0.658527155710198,-0.877766709087264,-0.56767727271733,-0.714656243034709,-0.496802822189958,-0.168260294556205,0.0337283627687819,2.98854150650047,-0.18991271162374,-0.642969170810382,3.85069755503348,-0.683113252552794,0.12378710218291,-0.103871473862209,-0.442339805150125,-0.206438204157954,-0.165835877634638,-0.407926895445809,-0.24114728317869,-0.459633425709258,-0.0847481896935068,-0.423477937411906,-0.470691568163186,-0.480087496532731,-0.919873083607768,-0.932405558788378,-0.488082822200219
"Creb3l1",-0.546387102849622,-0.335945143877204,-0.149696756961782,0.263196423733748,1.10614669072065,0.589364768104746,-1.49884872641571,-1.49390043987018,-1.1113291805122,-0.324767548589487,-1.10652160599664,1.03564662663586,-0.539412943618818,-0.393244778192826,-0.91695067518688,-0.642989054813742,0.271828468171362,-0.988308820600473,-0.0820547166332878,0.40235725900432,0.609221714550144,1.63117733568176,3.19351777689435,2.23778903048841,-0.261254515835735,-1.38871178133871,-1.09859760915861,-0.829206407912587,-0.519447393301404,0.578248702606458,-0.710622604981873,1.13569488921752,1.03036952059466,1.26375115175374,1.1452401017024,-0.706060833300964,-0.410696353644924,-0.285844489939848,0.183701665331834,0.101344207205443,-0.206578615730018,-0.594225526138227,-0.0810230936426073,0.444030386646974
"Hoxa6",-1.10385828262163,-0.325042947500811,-0.650015080330759,-0.200948792849691,0.919209607101136,1.66441777590351,-1.34244361359591,-0.394809274532502,2.04334900381479,0.345297078953544,2.5018827259531,-0.6226186554958,-0.68074194704204,0.668703227492182,2.89081216909748,-1.12179351912281,-0.0347033194913622,1.04774595568208,-1.24083957113609,-0.328268407910537,0.047498235528855,-0.455037763259078,1.70846998439282,1.41987344815608,-0.947900231329586,-0.362884359422702,-0.202082866165608,-0.266416470418841,-1.00419250210051,-0.917213131856796,-1.00081090811395,-0.203405102181912,0.139876035982486,0.0101667265351952,-0.323813159747604,-0.22369373905846,-0.470527812960875,0.572595126233374,-0.141342912548612,-0.356166135207872,-0.751197807154302,0.246471863854617,0.270026062798904,-0.823626714323499
"Snai3",-0.127306409174384,0.0049180571584503,-0.304074899902627,1.56860082455172,0.853333951947563,1.47857299946878,-0.929396664590206,-0.873553169634519,-0.669997891039072,1.00184272324586,-1.88072612222955,0.245234076037038,-0.218920143555192,2.55802213440266,-1.84434996889462,-0.968496422911719,-0.0821002482478163,-1.93531141873925,-1.03059271034344,-0.648856922347837,-1.12320889583834,-0.408813278787715,-0.672583925880326,-0.0516600520757655,1.06645856873697,0.419471905152999,0.478128191178748,1.33212547644846,-0.247069165387866,-0.772198714475427,-0.437909059314296,-0.258306106011605,-0.178378028095767,0.114638777852144,-0.0482808900888715,0.204419409312811,0.373049340987963,0.0322982360145662,-0.472220588448402,-0.55973136047397,0.917309691465612,2.14935930073313,1.44035777386701,0.505901617926095
"Nfatc2",0.614411285362377,0.982418506847341,0.879404893152551,0.291537135335257,0.354801488813111,0.258545021708276,-0.279462354825784,-0.99320383331715,-1.28210949037884,-1.2699816821469,-0.412389116774129,-1.11863383031434,-0.171967019219161,1.49990171425132,0.133722400103318,-0.348386879818168,1.76107862362599,2.77877586390627,-0.162999772810163,0.622646338882174,-0.232866756664574,-0.65745861328995,-0.615951244906954,-0.0807638339483534,1.55756436495429,-0.948865355576838,1.10333968774632,-1.05978140157161,0.0572844151630637,-1.1507506588533,-0.515165715471489,-0.605566013590548,-0.786722801266347,-0.139525896370144,0.0308272408180702,-0.952211840405224,-1.22109303080094,-1.38885154768775,0.420366084427468,2.28393372332704,-0.499632294199954,-0.522087170785815,0.5515786736581,1.2342906929121
"Tbx19",-0.592121618524014,-0.031671673117243,-0.318373792698088,0.348865196770248,0.56881128336232,1.18429401114364,-0.781107261682098,-0.536122988422758,0.373555617262541,-0.581829385833899,0.994173037031765,5.3210382244917,-0.631605028278181,0.15246474066382,1.26627954818822,-0.675338693377852,0.420311826905191,0.78159017501345,-0.861340222524231,-0.0766461531257582,-0.20594392463468,-0.0534624486925196,0.577300410522064,0.937682013145069,0.480967191615955,-0.579254893484169,-0.68914375842186,-0.692016683271177,-0.626787073059833,-0.911636435744715,-0.678650288804709,-0.210821474719967,-0.173825401733217,-0.192778167777624,-0.451608526722567,-0.0630274735747605,-0.359152224778372,0.0328698181334114,-0.279283158491079,-0.266858881055474,-0.531089764433449,-0.365011310676079,-0.470291895464267,-0.553402491124762
"Klf12",-0.560044914459375,-0.716933322935944,-0.671123065559111,-0.597153195955953,-0.702430685831487,-0.774479704397043,2.22095948734243,2.11755703718089,-0.517903541399904,-0.71698729997129,-0.467232059519499,-0.627554394596644,0.0649662162285745,1.64617911482891,-0.474285654549156,0.610274267562961,-0.559759873710827,-0.364554430921338,-0.271909002847277,-0.48680274692764,-0.43390952762181,-0.590215181200962,-0.721396227357591,-0.764677932179068,-0.663777950462836,-0.554116957983503,-0.571515112035587,-0.64637260322561,-0.14414759501814,0.853178201785307,0.0670327984043486,0.39174583154121,0.542497581228722,2.51476692621034,2.17468229226698,-0.158569032105658,1.17524534339592,-0.274016029201156,-0.749062487858508,-0.747150063130562,-1.08400868488466,-0.962635124231305,1.91062311635337,1.28501618774947
"Foxj1",-0.60838815997648,-0.30858874005931,-0.340664691709291,-0.153264274907691,0.049619234675624,0.215048182220073,3.75559801092703,4.0378863734536,-0.209122807837157,0.284760865784979,0.695472363309444,-0.278646334634047,-0.270865882043339,2.36260498940749,0.236805386151327,-0.807746047625828,0.40869874068234,0.460509956314416,-0.615324718569095,-0.268265153133129,-0.245375927654027,-0.4183276420204,-0.099468869617561,-0.200907001196081,-0.0162247967949555,-0.436477734213308,-0.327980378266472,-0.265130387486511,-0.674007005972418,-0.357606975955944,-0.137487619715585,-0.0401314400215562,-0.16331318618146,-0.34843847622884,-0.425967751444897,-0.249673956143845,-0.443781513114466,-0.289082890137977,-0.550978274173557,-0.409486738505579,-0.544993971491617,-0.721638087297079,-0.741686089135165,-0.537960579661653
"Ubp1",-0.107683801076118,0.801650579672473,0.226554550615651,-1.02914737019331,-0.772794079676637,-0.381802817723253,0.496505406179552,-0.0263315438480528,-0.842581588088327,-0.0931081577453416,-2.36529366990394,-1.55506918311013,0.155955889380197,3.51824806309407,1.65195698911096,0.390263810073326,0.176619770424141,1.74931755953435,0.254525780289172,0.860824989683178,0.807946207340714,-0.53988754276551,-0.092367699693899,0.0774680674467335,-0.627132785943854,-0.632222768972733,-1.41634359667617,0.416041186622288,1.51370688340532,0.0147681116451095,-0.395803793146159,-0.452375961314164,-0.623452592096139,-0.0860978800207981,0.198617202718331,-1.13866675416062,-0.425794351919473,-0.292182870927805,0.0259697075517687,-0.302779707580115,-0.728234117156101,1.01982305687943,1.26625154951562,-0.695860727443741
"Tead2",-0.468219672346136,-0.433211885537072,-0.449642057583431,-0.119497265150804,-0.0174882132385922,-0.0184698490861021,-0.464426057412576,-0.478692749511391,-0.395772995255819,-0.0337900441978957,3.14264334346618,-0.15025731829267,-0.168436912164322,-0.146796248810914,3.80797134311168,0.542658758610078,0.0754715422862183,3.73171697195779,-0.502904468890672,-0.466782405772352,-0.478404133664832,-0.339086649764694,-0.223272287511301,-0.148473025421273,-0.254847630103791,-0.273954242797337,-0.273082331426871,-0.253458527092083,-0.082880610494307,0.22184531521812,-0.103769126199651,-0.242633506613078,-0.236946655641634,-0.348260174202465,-0.30399199955413,-0.473536221914498,-0.473507823617082,-0.472285353419694,-0.341522892315717,-0.33489316921042,-0.487314481266566,-0.477714544254302,-0.273803314436741,-0.310280430476852
"Nfe2l1",-0.507235664070469,0.322735135427021,-0.0666402054725437,-0.984662769929696,-0.882009453567213,-0.567851170972248,-0.93882869039895,-0.689467107249095,-0.75721774939664,-1.23179480633734,-0.596184711798676,-0.401063020758801,-0.0368552635922326,-1.16549918444155,2.96339924260973,0.321450305679183,1.30368911704123,-1.09466278098473,-0.895418576133149,0.561741498695683,0.145185283918152,-1.19824920746363,-0.181623752598652,0.119104868524477,-0.947133474904525,-0.809881810832928,-0.349036718482201,-1.04871516999707,0.135990144939633,1.23399641878897,0.889875851653315,0.697476392761227,0.222932996273021,0.291769035890099,0.787527017266974,-1.01984478439384,-0.069142756794078,-1.04300739627443,1.01950052347969,1.32057406778814,0.158883297914506,0.748458687910073,2.06213415817903,2.17560218210452
"E2f7",-0.441618549344472,-0.646123209332208,-0.499100818564809,1.31113714753017,1.14338011671997,0.745608476494467,-1.22465209126275,-1.22530017812258,-1.09531396309638,-1.0684661639526,-0.850761920659752,-0.985385003047907,-0.665924954314508,-0.605242875196141,-0.809043720063644,-0.618090775130959,-0.915621700368357,-0.8472783171674,0.0393798849939389,-0.196618213756374,-0.129864455446724,1.76409725150387,1.32655623836316,1.22962431214551,0.866712328005706,-0.579677878637292,-0.524440542389342,0.649846066218649,-0.56470110232122,-0.117869309438567,1.54370389303735,0.0526026587582643,0.716554111842458,2.91878092711242,1.84353760822096,-0.572742372325762,1.45041140018036,-0.564531631339674,-0.925698367753659,-0.95244390556761,-0.209427947095764,0.259126133578431,0.227309919813589,-0.252428508822807
"Sp7",-1.04138597336387,-0.113926936339827,-0.534376906334704,0.316412681427823,1.61761237331371,1.76295834294159,-0.932116980257761,-0.751274557544593,-0.354792894346135,-0.436010112969261,1.44824391148955,-0.0816680241713851,-1.09159103896645,0.360755540901266,0.935976047461781,-0.873791550981458,0.521487313990585,2.47766462073682,-0.860321201634915,-0.504268635805294,-0.955417823011841,0.993484399884417,0.74659979380938,0.876594449121318,-0.427734814768523,2.2224829102722,-0.188760108128615,1.13553264657221,-1.799450561278,-0.134828454522095,1.89126301154562,-0.505397544383283,-1.02283065871427,-1.20998244412516,-0.794727992503125,-0.170650565140694,-0.494920143687639,0.483645969816377,-0.279439550111581,-0.284420230298208,-0.404934906170638,-0.587508038489546,-0.614158577743002,-0.340026787492773
"Pax5",0.240604652940086,0.200021765041483,0.254347784425924,-0.278719905183953,-0.257342100977137,-0.275068512757684,4.62175332060726,4.27468827084417,-0.306420279877918,-0.310553722354885,-0.199560197857451,-0.266753628662983,-0.221905765430448,-0.222016369320404,-0.131952565160922,-0.372849852596401,-0.267361555127748,-0.0876623353943716,0.0345704137669626,-0.0401635384889902,-0.00884513733649705,-0.243344647598003,-0.240727552659782,-0.263043193114884,-0.306399622970194,-0.319218841990188,-0.267433323193008,-0.305798231377233,0.217281328371527,-0.382494614209046,-0.224119981397502,-0.379179723153709,-0.376734948553054,-0.303544006255166,-0.315222556502669,-0.0115250764903742,-0.41039873073159,0.078711490726508,-0.388276844226343,-0.415148474365224,-0.394343398608932,-0.37856973974002,-0.360204485636718,-0.389075567422483
"Zfp523",-0.975732391452811,-0.937639132767421,-0.869728345085346,0.079072333527609,0.0405178217347813,-0.0862636825940042,0.345189417784233,0.961219168490966,-0.896483423221087,-0.460327984546105,-2.16334220294657,-1.02310749473471,0.122607960332278,0.92559283447774,-2.04360214475398,0.0980191808406149,-0.193163884958508,1.2323010003483,-1.02564330027241,-1.21353027874995,-1.21939618228399,-0.565890191294776,-0.793297057487017,-0.828548961605621,-0.69581421137865,0.138413931085468,-0.325216955581538,-0.339583119089233,0.281504968354707,0.0325825173855233,-0.385179970208762,0.578661363296169,0.027272731893923,0.0821000859877089,0.677396398668019,0.533980533277364,0.766329245068607,0.670202618427468,1.77413394620126,2.66996352102651,0.646628097468292,1.3201666188588,1.85328796016165,1.18434666031448
"Sox11",-0.916087478883464,-0.530153860573304,-0.451243217405052,0.467191686603392,1.45713880455537,1.17179573612879,-0.136301063426672,-0.891549639011438,-0.492628462280678,0.456029624028796,0.812253014964473,0.499301317923453,-1.48739947326637,-0.132944793120011,-0.312381598140905,-1.54050026588179,0.342426722647708,2.21448293815441,-0.558758448368622,-0.823744112872613,-0.458556030324114,1.08054672780947,1.56739107416122,0.463417911009858,0.800640602425583,0.555414802596862,1.27142811435026,1.08803213259591,-1.69273222428678,1.34503713271883,1.95913594994598,-0.0983898243026302,-0.497724936949376,-0.726846497116758,-0.66742615742171,0.852883809675791,-0.345393245888949,0.0305198955698134,-0.619543933052924,-0.436150527941892,-0.650978993749031,-1.59860626545304,-1.58788991582481,-0.781137032323036
"Tbx20",-0.714264376341282,-0.442730430780332,-0.582765998688599,0.117173509634631,0.220055071696533,0.495031637499034,-0.475604449045843,-0.594661915700218,-0.465785619253476,0.0462370489377419,0.728890750307185,-0.330720765160722,-0.463385572910318,0.668363415665647,1.12381930259541,-0.515783935172479,0.593228599814036,1.27908308475411,-0.613181611162952,-0.577021176312091,-0.515165342279413,0.237494295721715,0.516499506173421,0.178996350969964,-0.317592713866275,-0.149152537029248,-0.400937480053339,-0.178877397643971,-0.533424209310259,3.48265006795291,4.34540619870258,-0.319887208102052,-0.444319953870848,-0.540202907151672,-0.522332251963944,-0.38041948906314,-0.395388932812751,-0.346025877480787,-0.558003517320181,-0.433632533714597,-0.446379353056645,-0.668314985174652,-0.702588284352303,-0.404378015650528
"Patz1",-0.0169474605486344,-0.770131709509612,-0.394592458189791,0.209157613097665,-0.33294714088694,-0.775195771562503,0.966153399575735,0.813654791852992,0.311172107113732,0.798069951764826,4.0379584640551,1.45646533255663,-0.400808015531358,1.26675885940061,1.89766196694394,-1.126109096591,-0.41971746788802,0.447088709099505,-0.21927391230935,-0.856295785949606,-0.646155955773745,0.701031539889737,0.151407191386731,-0.128973420934087,-0.638613366846704,-0.0618243104477995,0.237780494234572,-0.987654938566739,-0.212121043106895,-1.57704459562066,-1.48164174686995,-1.52447810356733,-0.906564481572171,-0.120578483394558,-0.860461488801636,0.19014359273061,-0.677621364670692,0.319755317589653,0.272878652198025,0.112959959243504,-0.378525393358968,0.62031816135101,0.835098363168405,-0.131236954754247
"Egr2",-0.880914400094796,-0.921338546883381,-0.877625260678009,-0.403496771341134,-0.411971854940194,-0.498679699547581,-0.220933772013007,-0.251889421753675,0.099592432335911,0.184673480064485,1.10373276920797,0.165433766194365,-0.901573681127581,-1.02508694379217,1.30418480829451,-0.949774180702544,-0.955530973043273,1.41804733100005,-0.904589127096528,-0.92147634832462,-0.912910764649135,-0.913938601893907,-0.93474347940385,-0.944117326351543,2.05482425459886,2.09253101636995,2.13880275509315,1.86037041198048,-0.35915808031665,-0.77991122802336,-0.325344898606026,-1.18649759209018,-1.17284139283085,0.374051089487282,0.176496236120696,0.131343769801764,0.618036722343162,0.261626220717147,1.59299881854297,1.45548109818584,-0.286584650622719,0.0617831314719321,0.676284305115538,0.170634579200644
"Hmx1",-0.586508446858606,0.0572339073624481,-1.08456844541373,1.20203725840331,0.428458570819663,2.03514293168454,-1.36730759792633,-1.51611684259633,-1.40292781313747,-1.51418136128769,-1.09234933985415,-0.394226461898625,-1.42201131725796,-0.244629811796436,0.633063755596634,-0.641658448609513,-0.281669601242284,-0.852135081895092,-0.975585071566732,-0.0669549151494434,-0.654642244023081,0.40987268064486,1.02234107237996,1.64626514136004,1.91101920468178,0.991500857495528,2.50832895502704,0.530645320467631,0.396552846538846,0.785354543377994,0.0219207718031673,0.530254023443566,-0.110964638462661,-0.464741304392502,0.192898899676647,-0.524339425192494,1.5136718258923,0.116881153368223,-0.611293383489204,-1.1605136109669,0.25653893873607,-0.0139710002257095,-0.142965495758323,-0.0637209997589683
"Klf7",0.0477051176436252,-0.348077776525992,-0.194373998940714,1.00874134321924,0.666169696334799,0.356553513273974,-0.00224064246164475,-0.110540774748916,0.176906664318747,0.965780352652775,-0.941706845154068,0.324253398683146,-0.401242218800925,1.68114363282029,-0.917945769180262,-0.437519879720243,1.14420326574001,4.32999601421757,0.324325671654908,-0.144815252268327,-0.0346239023226748,0.275170252513844,-0.0549923438886856,-0.183942047302065,0.387220556178352,1.58981127581795,1.61991829588767,0.374764140361915,-0.378474460651726,-0.566823517484899,-0.735449554634584,-0.832197443233043,-0.751977192051807,-0.852556545852867,-0.929285837615858,-0.354636398282834,-0.376756304036985,-0.479150545306855,-0.522237983275228,-0.489987823324618,-1.3227872309025,-1.17329641131147,-0.755109534264032,-0.979914957774987
"Stat5a",-0.924101104815768,-0.659193604820825,-0.550535560283668,-0.405504515128866,-0.0182039994593504,-0.0690698188522853,-0.880921075996011,-0.773466714523356,-0.386557708223392,-0.131879195035691,0.266203915326435,0.724748774815541,-0.538684352512647,-0.461834159979035,4.16605409214889,0.159047807152197,1.09853535107298,0.254649088843191,-0.889862500187213,0.0583240028891183,-0.261095034203956,-0.4094086107121,0.530821556884639,1.16417135347415,0.901423970088297,-0.349035795867137,0.390939245188344,-0.0708970024719436,-0.22234026053433,-0.28318215996812,0.615377853846987,0.803748363523126,0.00622806386130993,-0.508473191431993,0.111009000459917,-0.459557278786268,0.521998535030978,0.174036094091811,0.848348610387413,2.20367401889524,-1.15642786749083,-1.75627952561272,-1.75957705225002,-1.07325160883304
