"","Naive_Kaech_Kaech","Naive_Kaech_Chung","Naive_Mackay_Chung","Naive_MilnerAug_Chung","Naive_Renkema_Chung","Naive_Scott_Scott","MP_Kaech_Chung","MP_Kaech_Kaech","MP_Kaech_Scott","MP_MilnerAug_Kaech","MP_MilnerAug_Scott","MP_MilnerAug_Chung","TE_Kaech_Chung","TE_Kaech_Kaech","TE_Kaech_Scott","TE_MilnerAug_Kaech","TE_MilnerAug_Scott","TE_MilnerAug_Chung","TCM_Mackay_Chung","TCM_MilnerAug_Chung","TCM_Renkema_Chung","TEM_Mackay_Chung","TEM_MilnerAug_Chung","TEM_Renkema_Chung","TRM.IEL_Milner17_Milner17","TRM.IEL_MilnerApr_Chung","TRM.IEL_MilnerApr_Milner17","TRM.IEL_Milner17_Chung","TRM.liver_Mackay_Chung","TexProg1_Beltra_Beltra","TexProg2_Beltra_Beltra","TexProg_Beltra_Chung","TexProg_Hudson_Chung","TexProg_Hudson_Beltra","TexInt_Beltra_Beltra","TexInt_Beltra_Chung","TexInt_Hudson_Chung","TexInt_Hudson_Beltra","TexTerm_Beltra_Beltra","TexTerm_Beltra_Chung","TexTerm_Hudson_Chung","TexTerm_Hudson_Beltra"
"Zfp57",4.66614133309654e-05,3.70667561997811e-05,3.45062890900975e-05,5.18817215779714e-05,7.73214356267586e-05,3.84709680205337e-05,4.02627604723862e-05,3.19809317128133e-05,3.47842795180063e-05,7.18339440368856e-05,6.0289392220657e-05,5.64037900314139e-05,3.1758673694877e-05,3.42712762078424e-05,3.13762452999877e-05,5.4243293901757e-05,5.79638002266866e-05,6.23815898868616e-05,3.24521405779683e-05,9.08853158700561e-05,0.000101823642213119,3.81254838185551e-05,6.93260259696486e-05,0.000102935170755869,5.63999899029719e-05,7.29074331095564e-05,6.29848931381753e-05,7.05178297243427e-05,5.85567566712326e-05,6.10595092321786e-05,4.2036169411593e-05,4.17829171981161e-05,3.14859536380581e-05,3.83636394432006e-05,3.20933444215635e-05,3.69826435384213e-05,3.62615845228771e-05,2.94977286980278e-05,2.83849950233231e-05,5.84524702610476e-05,4.60661665339544e-05,2.76436134540208e-05
"Zfp787",0.000608873366140385,0.000783394104757796,0.00061470657772168,0.000474004824336124,0.00010537203630194,0.000476183329491641,0.00037618926930691,0.000549694022146935,0.000479726504343945,0.000269202630798331,0.000294029650508825,0.000314073329299268,0.000489842948592308,0.000554584905472102,0.000509574806584088,0.000467225516524163,0.00045100845989179,0.000486358212891026,0.000483650091556289,0.000281975519617528,0.000113076833808014,0.000522491850321632,0.000365814040815207,0.000107737988831075,0.000221397119658799,0.000223392528289425,0.00030634240524453,0.000168154871423238,0.000332360488387839,0.000301071548774241,0.000353505399685145,0.000449229814565835,0.000605098747091433,0.00047598205919303,0.000254885053710233,0.000360034768866696,0.000626489311300566,0.000447730145064624,0.000362927348927553,0.000462261102651292,0.000616061721404545,0.000478345934613174
"E2f3",0.00132106292831802,0.00117202348920948,0.00157557372920117,0.000450742409999145,0.000381981107713355,0.000707160414267806,0.00224121134003018,0.00176034198518123,0.00203173695472538,0.00168550210924997,0.0015029925352718,0.00134943128706864,0.0022660208627296,0.00205500085910356,0.00210087865296207,0.00133524630577623,0.00118906731858231,0.00118287095096174,0.0015280883153723,0.00117463354222866,0.000451184584846636,0.00135758255101751,0.00100229655885233,0.00160561649556457,0.00193001164259028,0.00133173956538794,0.00123119050824648,0.00200154913386524,0.0020396032302559,0.000460141120665938,0.000728531743874858,0.000475235337124919,0.00156204935082223,0.00153499016944961,0.00064988274444935,0.000751039302785691,0.0015244836999546,0.00136753302745529,0.00105504595670451,0.00128295039750619,0.00174417373509577,0.00132733577331797
"Zfp383",0.0024257262597901,0.00232964702671513,0.00235691030980678,0.00262223018760856,0.000789807191638059,0.00149890531219205,0.00145332712828258,0.00119349885315209,0.0013353191583044,0.00221216520760261,0.00198710504882226,0.00178381599309065,0.00168612564787367,0.00153506932000197,0.00149608756100421,0.00204356412428929,0.00185349443144594,0.00186196274610881,0.00235902424768126,0.00110097572068124,0.0086254807247639,0.00200996794255535,0.00142395799737808,0.000840347709457677,0.0012993013263416,0.00149452204527028,0.00158457629846034,0.0012235897989135,0.00199256664267599,0.00111221023157035,0.000769536392399433,0.00128064104096871,0.00117012129359272,0.00103105628530036,0.00107100462101594,0.00125272210040057,0.000660601488940931,0.000572189140592738,0.000714212877548791,0.000880439967853908,0.000609023228637366,0.000505282387955866
"Sp3",0.0227243142224038,0.0218556786089065,0.025303042384327,0.0242780996421514,0.0138094695651353,0.0279090347887299,0.0212873420295248,0.016445118330802,0.019017301342461,0.0229934439624048,0.02029255502414,0.0173947307025508,0.0241448231179513,0.0198159029611367,0.0201188068356016,0.0240981533559775,0.020000195879339,0.0194089906823432,0.0196556857251131,0.0139895977287003,0.00146540191288642,0.0188613574499054,0.0146610035695595,0.011146913253453,0.0212404478258947,0.0119891059814221,0.0119184763796824,0.0209831442742963,0.0220683969244702,0.0145986715581403,0.0157548101106626,0.0142669155908551,0.0168620950771088,0.0167425821483669,0.014714267170351,0.0164354646966534,0.0192833996803773,0.0173221041857782,0.0137039113035522,0.0173132308377997,0.0205684947500142,0.016148258301136
"Hey2",3.20609655775515e-05,2.97270677476748e-05,3.65726215093738e-05,4.50103927696713e-05,5.36766756461339e-05,3.78190999956075e-05,2.94705163180557e-05,4.50667668260073e-05,3.46284884767327e-05,5.25410765763541e-05,6.15205421776764e-05,7.15810814774822e-05,2.74736073770086e-05,3.45653177193779e-05,3.64432432828592e-05,4.9452646363411e-05,6.2105139031476e-05,6.13414887518583e-05,2.57645116040368e-05,5.56900107076693e-05,7.68080510944631e-05,5.11333254623382e-05,7.25713443855881e-05,8.65669894797862e-05,3.38574397580045e-05,3.29192329624254e-05,3.46170700869942e-05,2.73197017849183e-05,2.05439229696915e-05,3.29079703876113e-05,3.07560623157514e-05,4.11280853704527e-05,3.51682698478004e-05,3.17155383352026e-05,3.02511257874511e-05,4.23729021997971e-05,3.91583569147924e-05,2.67171576742677e-05,3.09333641204926e-05,3.66522234452868e-05,3.50509022293603e-05,3.12080919286679e-05
"Vezf1",0.00133251599902138,0.00161230991155649,0.00181173190635261,0.00161482698328394,0.00111827347020057,0.00192613186161272,0.00197058927501882,0.00146342979669421,0.00151689043875819,0.00212392487866186,0.00142658177326131,0.00133880909250536,0.00192032770405385,0.00141589151950653,0.00179571782078941,0.00189705539495134,0.00171099634953442,0.00142858034016214,0.00139720482566633,0.00117504744983092,0.000627838767476579,0.00130726687109809,0.00101595895838584,0.00013250331892713,0.00129980933336401,0.000964914183165868,0.00139580898557941,0.000856099519022417,0.00148142869176866,0.00088071422337729,0.000810494106305655,0.00108892256537027,0.00119977911313269,0.000732870891703977,0.000643732662090769,0.00142315015245257,0.00119324703864241,0.000616800867216355,0.00072414432821723,0.00140444525799679,0.00133708091804243,0.000625906415354194
"Sox15",2.77062498589292e-05,2.33865381079825e-05,2.97496920475338e-05,4.84200493762139e-05,4.31129095924311e-05,3.87467459072221e-05,2.47589650982019e-05,3.71010664452941e-05,4.37334446699697e-05,3.09778699404334e-05,5.42740326489513e-05,4.31073724378446e-05,2.97509520283128e-05,4.06167180161163e-05,4.47894187644374e-05,3.15058539996712e-05,4.45186634733525e-05,3.68877176366798e-05,1.61268454284227e-05,2.19044966431635e-05,2.37267286331953e-05,1.5546814702147e-05,2.83528259439916e-05,5.08925348595357e-05,3.56959416868614e-05,2.32298361707632e-05,2.35393468514571e-05,2.44618434498241e-05,2.39785759650543e-05,2.91008511892872e-05,2.55953641622241e-05,3.48421803674864e-05,5.42573157027864e-05,4.36059634640507e-05,3.09831363977636e-05,3.05570226232053e-05,4.0639176095543e-05,3.81516632005946e-05,1.92385964809388e-05,1.70611466926443e-05,1.67840545155976e-05,1.79478755898981e-05
"Prdm9",0.00114017316271,0.001164855346737,0.000734894699495703,0.00121774425489021,0.000214002777624073,0.000313071750154433,0.000531086465581959,0.000531940661317778,0.000557679624508123,0.000618385251798632,0.000569909185462808,0.00053955894788762,0.000579315295033952,0.000501383947395018,0.00046266033563843,0.000788458782511043,0.000612702303454802,0.000656267404615268,0.00095452243358485,0.000845456880359661,0.000205747302655481,0.000886255805870583,0.000550579100183403,0.000188892419219003,0.000576096696227297,0.000808336091556806,0.000683937019353535,0.00073877038159662,0.00104703389049477,0.000322944015667214,0.000470392709763292,0.000303234046195697,0.000698520522140624,0.000690650383649392,0.000741549365657882,0.000823200417182901,0.000618466367946884,0.000629633219764715,0.000646245665289517,0.000735340565096997,0.00066362854386727,0.000593598231090316
"Gata3",0.00203036757353561,0.00267975101873497,0.00317213679878959,0.00459030794723756,0.00260265588866947,0.00493817701707446,0.00340270278833105,0.00432478033771988,0.00379880667814874,0.00455468273896949,0.00524806981407275,0.00572250511367105,0.00279892207694283,0.00338299494258738,0.00327989413106753,0.0036836017881519,0.004477347448281,0.00460605024329983,0.00314931996974137,0.0057350931953952,0.00198090671395613,0.00337314045525601,0.00506878676116715,0.00198996437222143,0.00452740892098505,0.00403696986248025,0.00374980226007728,0.00475856577560502,0.00251245028261225,0.002732509575745,0.00298294911730668,0.00266327322165693,0.0031400066025854,0.00297211532005296,0.00398295973688678,0.00343922590030552,0.0035011820847457,0.00398482870340324,0.00322089648839984,0.00258256831163492,0.00335911585006146,0.00405645227194928
"Cenpb",0.000141881846364545,0.000201887701633697,0.00130322117289667,9.3203035400643e-05,0.000155242241222458,5.27169660119076e-05,0.000256192823938251,0.000203451960626781,0.000243280587884072,0.000165972785475378,0.000155856748906828,0.000120296670852477,0.000236618409555639,0.000246781696398557,0.000202574676114032,0.000111758623913404,0.000112273693205881,0.000135532628701943,0.000135144068940045,0.000103414536855587,2.17287138730704e-05,0.000136201834367579,0.000165857426660548,3.12684466155323e-05,8.49440036335028e-05,5.45194828023137e-05,6.59035372979054e-05,5.99645342867525e-05,0.000951604132608247,7.1113913640403e-05,2.02671425037692e-05,5.50424319080763e-05,8.19415228919293e-05,6.54671480881286e-05,9.13472396028252e-05,8.38506204761482e-05,9.61099978295691e-05,0.000102892106702705,3.2360767685298e-05,7.65599241535629e-05,0.00011103389287918,5.32953634483225e-05
"Klf3",0.0236819076321058,0.0221008036517576,0.0234776381925203,0.0207685657904137,0.0354473361998217,0.0221635680075138,0.0244206117296765,0.0187445103187041,0.0210717611569409,0.0214239273587372,0.0186031843697267,0.0163405101471092,0.0296551827525981,0.024197588791899,0.0243334311574678,0.0255971172433497,0.0209590702269809,0.0207182454068843,0.0204195990564257,0.0172021613855832,0.0180292643856466,0.0228186460206994,0.0189363675011179,0.0261960673985587,0.0168639491278582,0.0154817770426987,0.0148595994378132,0.0173313698720846,0.0153039432707337,0.0233388354465632,0.024254129833648,0.02252610763349,0.0239478155598753,0.0240750904584924,0.0352909623755776,0.0380282811219475,0.0188715987964038,0.0174489514656103,0.0161664450618974,0.0203080423207163,0.0141078138479682,0.0111135085377331
"Tcf21",4.80475743337851e-05,4.21491040535795e-05,4.41345909518069e-05,5.54507583021134e-05,8.71852423376363e-05,5.57219658039165e-05,3.9945976914201e-05,5.11066404806302e-05,5.3029936365185e-05,6.62512803557905e-05,9.03545781072232e-05,8.63938774428174e-05,5.05872164911535e-05,6.28158399980771e-05,7.91186441273578e-05,6.69161369537949e-05,0.000102292751414442,8.79322650889498e-05,3.92254132889104e-05,9.60550598980718e-05,0.000106679727356328,3.40109290172481e-05,7.8799975755132e-05,0.000121346413285268,4.78387203578365e-05,5.05554776424879e-05,5.19954014772671e-05,5.35129599384315e-05,8.01012902286142e-05,4.15925444575877e-05,4.32104925960259e-05,5.74111372492704e-05,4.79526796447108e-05,4.56233969214205e-05,5.3279071898622e-05,5.2173036168791e-05,4.66918526325031e-05,5.16158039887285e-05,4.07474715364567e-05,4.35007429278172e-05,6.82180116104254e-05,5.84268831116315e-05
"Myod1",0.000183675793776572,0.000170504921228361,0.00020648068248514,0.000228259397298749,0.000331100117288382,0.000286596861070959,0.000167107310326164,0.000147838836346394,0.000164530177579525,0.000296036018640331,0.000282788587613548,0.00024791420125061,0.000163018657717955,0.000166111747801259,0.000166309786520969,0.000273179802387685,0.000281339747481871,0.000271979400468249,0.000147148591353983,0.000369685417942623,0.000396350060933406,0.000131422824890963,0.000297087613949404,0.00208799102258575,0.000230950179006983,0.000202115958200994,0.000236042599457406,0.000234102828259806,0.000160292303402443,0.000357829930240038,0.000129057776455489,0.0005159062198237,0.000479984159124457,0.000378179148728495,0.000148756667948657,0.000186498995606504,0.000165913292762911,0.000141276722047119,0.000125240771571713,0.000153461723857544,0.000146552304062629,0.000123831766756427
"Zfp322a",0.0011694862839522,0.00120839382307323,0.00154949204929616,0.00210821081834511,0.00345209962346266,0.002058270186117,0.00125810128723654,0.00156846473168016,0.00155073526388281,0.00182144184226555,0.00255238245325152,0.00257477994132123,0.00129533118719711,0.00162460387931045,0.00143295748820593,0.00147730199266718,0.00176016472629072,0.0018946839614362,0.00191575358850953,0.00147724101330969,0.00111387437184302,0.00205278140116517,0.000870173767261538,0.000275123299514039,0.00131806331630037,0.000491872200816996,0.000725336690851408,0.000844181778032799,0.00159333804883733,0.00117148550188751,0.000712517821191118,0.00175543049243851,0.00117730029521144,0.00106652970457514,0.00113107799979569,0.00160497729244687,0.00128107417882761,0.000959734487706018,0.00095923875689165,0.00138877130063947,0.00156292854676027,0.00111660913131406
"Zfp422",0.00330303329981238,0.00440763783232274,0.00465886022974024,0.00713238648793172,0.000573958517909991,0.00842190018360148,0.00168661716971392,0.00248459720717384,0.00222215955824436,0.00389362143310644,0.00540712362514838,0.00610220959884485,0.00149301317823858,0.00263676164181296,0.00221166336612107,0.00314267103645023,0.00403642150737907,0.00497253364187677,0.0028245156521858,0.00403269033898364,0.000493386394425256,0.00257624525648609,0.00344701847512738,0.00217739570409562,0.00193776366434317,0.00230290234400138,0.00240488818647979,0.00148814925163453,0.00227171978738364,0.00291949838808831,0.00346902615933852,0.00365511144801987,0.00298395813649154,0.00315839953593059,0.00277748257118053,0.00333579100891758,0.00279215577178939,0.00253360507361969,0.00187481271365088,0.00110818399461051,0.00116545984362197,0.0018475486573141
"Arid5a",0.000313949220640033,0.000493104947413301,0.000346488338558264,0.000353925087877627,0.000152384398664041,0.000406652305614844,0.000245691489441166,0.000619349991916927,0.000350637939665967,0.000249072297212889,0.000447133878699415,0.000593467735873657,0.000130919935901829,0.000326496120846941,0.000245037310537672,0.000129447829928177,0.000218948466447831,0.000217986107514836,0.000180686647443719,0.000229772420963964,0.000434812942828936,0.000461510261515819,0.000578212115807415,0.00033563606533003,0.000311614781855341,0.000612310833343177,0.000671406873922248,0.000367842844734287,0.00028215737612097,0.000359565303730125,0.000414970279621919,0.000512969843462924,0.000448552123877005,0.000453733113990569,0.000324715934785666,0.000386145067463749,0.000306404740931214,0.000220082462761179,0.000288809913869275,0.000707833535893077,0.00022706294075036,0.000122999696426971
"Lyl1",0.00110812204885307,0.00114534060872227,0.000365925470503599,0.000160850395952015,0.00188755103745235,0.000148920807782502,0.000367109918588524,0.000426130067151393,0.000426401695283873,0.000264704433899126,0.000311734326636238,0.000316496992444462,0.000314178360378008,0.000355426459868187,0.000353023466741026,0.000158700280594005,0.000173294215362887,0.000181891966987693,0.000364686118450242,0.000243671905636624,0.000279199607025883,0.000340489094578991,0.000445137800950079,0.000293604294630942,0.000353831628829964,0.000129699529979759,0.000127773248440195,0.000320389954366694,0.000564610279101838,0.000275738995807344,0.000106397267172985,0.000327399822568554,0.00013049183067676,0.000111498750094227,0.00010511050999136,0.000127082038987845,0.000188544181762735,0.000159548689878983,9.50485372012413e-05,9.8626705385017e-05,0.000147663984139603,0.000154373628145429
"Tal1",0.000769214372155207,0.000678118910122416,0.000283631757449442,0.000205363602590099,0.00030794072614237,0.000205568385677707,0.000203263360501542,0.000189845049060714,0.000211219126086474,0.000273357190617033,0.000281666865357837,0.000255794765528287,0.00021229282388979,0.000244183189669507,0.000251393362280213,0.000310264013524743,0.000360854138553751,0.000338770363900427,0.000267469819161144,0.000368687543938129,0.000351651112445062,0.000248410500396671,0.000272527394198897,0.000362336220195277,0.000200879930883815,0.000296898091700391,0.000303537568174394,0.000183054541618201,0.000194043485730863,0.000276581284462891,0.000137671004504494,0.000322788326882561,0.000147100267217514,0.000135584602407086,0.000180134464290371,0.000172853431973065,0.000158075912185775,0.000168922618977796,0.00014336649538224,0.000157702553834985,0.000134101739518396,0.000121979401132969
"Etv5",0.00155786270512879,0.00135527966290941,0.000311135295445425,0.000459452527498873,0.000195644678266481,0.000553996115529847,0.000344727859149409,0.000303973738292931,0.000307635245624617,0.000197677237379308,0.000180693906951865,0.000180289667317648,0.000368840681758942,0.00032897955265755,0.000349969081287424,0.00044641107507202,0.000432775064878957,0.000396924322673907,0.000319721209520642,0.000358538871514647,0.000218665694933336,0.00046833356384937,0.000363558403306315,0.000260170200797357,0.000600934760913016,0.000180422693389856,0.000200682579112694,0.000608747601673185,0.000504231790362551,0.00108831093949893,0.00049407779672263,0.000864203229785505,0.00068621511077781,0.000835723991883602,0.000701111988857276,0.000615012170773021,0.000794771758534402,0.000967651746757535,0.000873212786794983,0.000824400337710446,0.00121549849186695,0.00128298494530686
"Irf7",0.00340639309459429,0.00376918014870606,0.0073183152558967,0.00373188480401597,0.0051735349174104,0.00422987653418781,0.0039994371554332,0.0047381498828529,0.00436881303790392,0.00407421603849441,0.00468480543609881,0.00504678519640489,0.00372311922957314,0.003899154153623,0.00367568829960939,0.00478098364432369,0.00478130650110766,0.00512720791193967,0.00442896480688556,0.00428857174351708,0.00272144151170158,0.00461922149812998,0.00578690628673053,0.00750068041784998,0.00273227091547735,0.00412515629868247,0.00319528577126188,0.00309567361031851,0.00368640642253653,0.0158605144175215,0.009620220854644,0.0130382716020033,0.00943427019034137,0.0108444795138828,0.00752252148738473,0.00764667693967536,0.00647994540258242,0.00671787093262264,0.0135121383904141,0.0084698000660198,0.00504282220134941,0.007912139323122
"Msantd3",2.75932861903533e-05,3.22241496949129e-05,4.43879139138453e-05,6.23887065170097e-05,6.25194077468814e-05,7.28669987221255e-05,3.69884816512321e-05,4.05785875738317e-05,4.11426257421124e-05,6.61506675346138e-05,7.46851620477994e-05,7.54491829516145e-05,3.36791208969435e-05,4.41070238997485e-05,4.08218939651693e-05,5.75081776179389e-05,7.00646879462118e-05,7.50246915911824e-05,6.35412941547007e-05,0.000136542129123441,9.63462200223626e-05,3.93915100115513e-05,7.98148485059039e-05,9.39953321758484e-05,4.45796790684467e-05,5.41421728785915e-05,5.09277565861695e-05,4.68402426363952e-05,3.54529054993629e-05,3.35007790399714e-05,2.80382790289591e-05,6.88132292688504e-05,4.66364155752964e-05,2.94681641426469e-05,3.44047623317105e-05,5.48814499305433e-05,4.46985228666087e-05,3.14978090284706e-05,3.89358210139776e-05,4.02689139338202e-05,4.66520096273189e-05,3.648828517976e-05
"Hsf5",1.04977765202168e-05,1.35593597770718e-05,1.506721509654e-05,1.74528194984914e-05,2.28350750703232e-05,1.62092692674751e-05,1.67188820347989e-05,1.83028688372282e-05,1.58922962044523e-05,2.30228122686777e-05,2.17455375403324e-05,2.82581063575411e-05,1.45111618360584e-05,1.44551909495369e-05,1.54711070048025e-05,2.18100619556292e-05,2.47619699509425e-05,2.30076017631139e-05,1.10789963701149e-05,1.82813636520661e-05,2.02072079030653e-05,1.0027884139595e-05,2.07728601601279e-05,2.65454239247417e-05,1.13481776391092e-05,3.8316543009664e-05,1.66995450717155e-05,2.44601413672234e-05,1.78276089680535e-05,1.28064895961374e-05,1.37908753078964e-05,1.70660203414651e-05,1.31858086112951e-05,1.27558950055925e-05,1.41925939417179e-05,1.76257001745666e-05,1.4023692066385e-05,1.27720468113628e-05,2.00698969843706e-05,2.06382625531068e-05,1.20128610589144e-05,1.23954717479684e-05
"Tbx6",0.000286934236820938,0.000216500019164487,0.000120554822482973,0.000163189491602807,0.000115976262022361,8.5696207498351e-05,0.00053617818526951,0.000573535910140258,0.000461960451857819,0.000222954113613384,0.000181642873216035,0.000226391834066612,0.000761244342427982,0.000550645955614464,0.000563047443256237,0.00022689065716874,0.000159814068368377,0.000148732946945075,0.000524381659326725,9.05018790388436e-05,0.0011311137197665,0.000509695481447767,0.000449200828978195,0.000963160943829722,0.000248453640922317,0.000163436803329762,0.000190582530358582,0.000244371739478065,0.000542991146142618,7.6889659599247e-05,0.0001917594833028,6.39964453614448e-05,0.000255171584775251,0.00036858884437247,9.71288905321664e-05,5.39832679164272e-05,0.000157791013756164,0.000269096371307046,0.000227980618207272,0.000131300583179548,0.000204661379247494,0.000353315132088111
"Thrb",3.8155795055788e-05,3.15415031029001e-05,0.000100055228823951,0.000116574789628222,7.29342564393584e-05,0.000129044270021845,4.57246023437043e-05,5.37230870955691e-05,4.48753632363123e-05,8.89192441407662e-05,8.78125827068653e-05,0.000114006792952997,5.08060197599744e-05,4.92423553325417e-05,5.3568030966571e-05,4.83192390385502e-05,5.27821744397302e-05,5.04663425351702e-05,3.86824163297578e-05,4.4791274424429e-05,4.84569491553624e-05,4.80765713728156e-05,4.38438672644409e-05,6.14810722784573e-05,4.27110710847882e-05,6.41027472631886e-05,4.79720234362335e-05,5.90358085278307e-05,9.45711564997218e-05,6.6184199335027e-05,4.22198373393115e-05,7.69077457752563e-05,7.92521281088567e-05,7.58369703178307e-05,5.64716351526878e-05,7.25563306501784e-05,6.23490941977262e-05,5.05468357365419e-05,8.97314091077738e-05,6.19466900995971e-05,9.54596214165392e-05,0.000117873979339204
"Hoxb7",2.94544961013532e-05,5.40746690573785e-05,5.28962865043383e-05,6.36817172633062e-05,9.27250204262076e-05,4.05764257377953e-05,2.41069545944173e-05,3.26625358652883e-05,3.2539346503556e-05,3.80422790718118e-05,5.57872704244897e-05,5.48777164501973e-05,2.0615925966759e-05,2.77225950346196e-05,3.90257537727287e-05,3.77576960101733e-05,6.28889401994208e-05,4.87555672794206e-05,5.00130628467366e-05,5.61880028247463e-05,0.000110764828500014,2.51070792356781e-05,3.92870144656663e-05,6.58554205643924e-05,3.30361886702692e-05,2.74896343433715e-05,3.70665116536978e-05,2.75020035302538e-05,2.21004908727738e-05,3.58960474262349e-05,2.95221378546434e-05,3.99293801236965e-05,3.26667254861754e-05,2.91746603096858e-05,3.18461196324941e-05,3.50187143215994e-05,3.3071265013992e-05,2.9511202124518e-05,2.22792192915705e-05,3.0463507876766e-05,3.12593498366353e-05,2.21829080491033e-05
"Fosl1",8.37782061272238e-05,8.11000103182902e-05,0.000165689460805433,0.000118734879874164,0.00312325089877798,0.000254347366886481,0.000151867183264887,0.000182186133774344,0.000177913763834329,0.000209607404407925,0.000237469424363013,0.000238796652083073,0.000117163580424867,0.000141580598248284,0.000132109438132638,0.00044541793290895,0.000475120799310025,0.00050029575902363,0.000331254152603203,0.000252522601677552,0.00369791782212783,0.00053475798879942,0.000645785787624231,0.00169874477861369,0.000158731156511507,0.000223867814627339,0.000297205262987318,0.000118636633018732,0.000257717311586513,0.000275174800321097,0.000116173729202319,0.000308239343222083,0.000333151445745612,0.000288743787044246,0.000150010940852443,0.000149932021799759,0.000134998029859186,0.000127502047472346,0.00012693659188497,0.000113489789403055,0.000204728978810985,0.000205279103682932
"Hmbox1",0.000123803037051884,0.000197650568528107,0.000152494345560907,0.00010251420292247,0.000519604073950327,0.000135971407469024,0.000188159666415968,0.000199460684672768,0.000202493248571382,8.71076141404229e-05,0.000108305967740534,0.000102012237789531,0.000132833862587707,0.000196639032726536,0.000204611500136903,7.69945774137875e-05,0.000104673867572529,0.000106666265803135,0.000183240397168333,9.65358409892654e-05,0.000536997429594077,0.000403559752772697,0.000163949364604629,0.000470922539567498,0.000101501994647617,5.69425799422329e-05,8.68668144222606e-05,7.63340149081081e-05,0.000249175320325854,7.24908607676243e-05,0.000117382212002751,9.57430261715838e-05,0.000102483706502322,0.000104502646121465,8.88833990115116e-05,0.00012443615083913,0.00011046921806442,8.83783722602098e-05,8.73072485321718e-05,8.80280539999731e-05,8.742142240951e-05,0.000109645519551311
"Zzz3",0.000215791514289095,0.000243709450014389,0.000168403351988408,0.000241575432058863,0.000132125140514105,0.000184812864696784,0.000164437047525684,0.000294549500772134,0.0001893080257324,0.000173476997153688,0.000222186628790325,0.000358334502665676,0.00017265224723404,0.000244880372246281,0.000276367220813666,0.000212550806052952,0.000375368748890695,0.00033019945320764,0.000201636507880508,0.000127873764774168,0.000153463688951054,0.000164913773145626,7.90719913153924e-05,0.000172452440509765,0.000131532559751791,7.22850354417077e-05,6.20360668855722e-05,0.00013121566666405,0.000189646453979198,0.000108024780593449,0.0001834567595071,0.000282748588030066,0.000314846368286606,0.000227790052725852,0.000115328329462259,0.000167757125183145,0.000188147846319898,0.000124787953090181,9.03850553314384e-05,0.000103095440452409,0.000121288064824366,0.000111839608404729
"Scrt1",3.88596048588722e-05,3.14957135080624e-05,3.4181743340431e-05,5.14500977421143e-05,6.42692091626662e-05,3.1331344072266e-05,4.68652340614278e-05,6.55448258615094e-05,5.82592411087653e-05,5.66864012202185e-05,6.68070221799827e-05,7.65979652171463e-05,5.58499006481324e-05,5.48974784618e-05,4.65075318046241e-05,5.81606261646031e-05,4.25158839929806e-05,5.42574500328752e-05,3.1607457810936e-05,8.49994322692201e-05,6.02384904661713e-05,3.58140900674707e-05,4.48074923653361e-05,5.91440723975366e-05,4.00896234828785e-05,4.28546250899738e-05,4.98333236786358e-05,5.3890769232341e-05,3.98241460120486e-05,4.43428530169248e-05,3.54695347513424e-05,5.41053840260724e-05,4.09385861849049e-05,3.74206009348569e-05,4.24489182606209e-05,3.76182530252382e-05,3.4485583235338e-05,4.05500489655808e-05,5.25992790885239e-05,3.54745588353211e-05,3.6833519740446e-05,5.68066813909902e-05
"Hoxc5",1.7269681597199e-05,2.91978980665939e-05,3.50120822895747e-05,4.85836531495872e-05,3.98199476938178e-05,2.93169821216526e-05,2.0400195168571e-05,2.94991358383779e-05,2.53614282405751e-05,3.27521874358325e-05,4.79939347310734e-05,5.49889730036476e-05,2.11145059680311e-05,2.2905199874753e-05,2.76481300022685e-05,3.54188269868767e-05,4.62006616386284e-05,4.09517472733772e-05,2.29324774492616e-05,4.39060137284835e-05,7.78753156005339e-05,1.87143258405279e-05,3.60151816897255e-05,4.76420389687531e-05,3.80832015414721e-05,4.91535448051418e-05,4.4918805640797e-05,5.27487299772415e-05,1.78573983295948e-05,4.20825717077181e-05,3.90851656527269e-05,4.43520998990104e-05,3.1225623108641e-05,3.71236129833107e-05,2.79707377246235e-05,3.05793466291913e-05,2.87748781325297e-05,2.61397709937322e-05,2.70348607018891e-05,2.88807317312463e-05,2.84953863679468e-05,2.59940790629414e-05
"Meis3",0.00224700473169715,0.00242536536097265,0.0015266999634298,0.00261935195159228,0.00024513024517933,0.00293183769123866,0.00175933521870574,0.0018716691583344,0.0018071930179594,0.0022266627664564,0.00231780751917943,0.00245902716265403,0.00205000500576602,0.0021743582305053,0.00213101149021241,0.00211692305449526,0.00208485299155963,0.00218474500657879,0.00254075448348431,0.00243824615648728,0.00409565626104318,0.00280070717230056,0.00402426951125131,0.00314282945802928,0.00151686289939628,0.00377417000128291,0.00294423108571769,0.00194933874355011,0.00179590680310142,0.00248563871999882,0.00212872810235937,0.00236918290423195,0.002816996162539,0.00273364563956494,0.00365442472061786,0.00389564370648242,0.00221171666038941,0.00237100159306382,0.00185032888625635,0.00195759635679319,0.00222624295688874,0.00223210299904561
