TF freq type
Cdx1 49 oe
Cebpb 3 ko
Hsf2 3 oe
Nr4a3 3 oe
Atf3 1 oe
Cic 1 oe
Crem 1 oe
Dmrt2 1 ko
Dpf3 1 oe
Eomes 1 ko
Epas1 1 oe
Fosb 1 oe
Fosl2 1 oe
Glis2 1 oe
Hes1 1 oe
Hlx 1 oe
Homez 1 ko
Irf2 1 ko
Irf4 1 oe
Irf7 1 ko
Jund 1 ko
Klf4 1 oe
Klf5 1 oe
Klf7 1 oe
Lyl1 1 oe
Myb 1 oe
Mybl1 1 oe
Myc 1 oe
Nr4a1 1 oe
Otx2 1 oe
Pbx3 1 ko
Prdm16 1 ko
Rel 1 oe
Snai1 1 oe
Sox8 1 oe
Sp9 1 oe
Tead2 1 oe
Tfap2b 1 oe
Tgif1 1 oe
Vax2 1 ko
Wt1 1 oe
Zbtb20 1 ko
Zfp105 1 oe
Zfp14 1 ko
Zfp146 1 ko
Zfp296 1 oe
Zfp300 1 ko
Zfp324 1 ko
Zfp879 1 oe
Zkscan17 1 ko
