TF freq type
Zfp324 1653 ko
Gmeb1 335 oe
Zfp276 265 ko
Zfp282 253 ko
Zscan20 223 ko
Zfp113 182 ko
Pou6f1 162 ko
Zik1 158 ko
Zbtb32 138 ko
Cxxc5 106 ko
Pou2f1 103 ko
Arid5b 102 ko
Mynn 97 ko
Bcl11b 88 ko
Mybl2 83 ko
Cdc5l 81 ko
Mnt 81 ko
Zscan29 81 ko
Homez 78 ko
Kdm2b 76 ko
Bach1 75 ko
Lin54 74 ko
Zbtb2 74 ko
Zfp248 74 ko
Hinfp 73 ko
Klf9 73 ko
Zbtb20 71 oe
Cxxc1 69 ko
Hsf4 69 ko
Zfp691 69 ko
Zfp90 68 ko
Arid3b 66 ko
Setbp1 66 ko
Zfp652 66 oe
Zfp653 66 ko
Foxn2 65 oe
Tigd2 64 ko
Zzz3 64 ko
Tef 63 ko
Arid2 61 ko
Naif1 61 ko
Phf21a 61 ko
Atf6 60 ko
E2f5 60 ko
Hmbox1 60 ko
Rest 60 ko
Zkscan17 60 ko
Kdm2a 59 ko
Pbx2 59 ko
Sp140 59 ko
Zbtb45 59 ko
Zfp69 59 ko
Mypop 58 ko
Prdm11 58 ko
Zbtb37 58 ko
Epas1 57 ko
Jrkl 57 ko
Lcor 57 ko
Zbtb26 57 ko
