TF freq type
Arid5b 21736 ko
Atf6 21736 oe
Etv1 21736 oe
Gmeb1 21736 oe
Hsf2 21736 oe
Pbx2 21736 ko
Pou6f1 21736 ko
Sp6 21736 oe
Zfp282 21736 ko
Zfp324 21736 ko
Zscan20 21736 ko
Zfp276 21596 ko
Hes1 21478 oe
Foxd2 21404 ko
Mnt 21397 ko
Mitf 21069 oe
Zfp105 20779 oe
Ar 20480 oe
Zbtb20 18870 ko
Zfp113 17577 ko
Zbtb37 17522 ko
Cxxc1 16950 ko
Lcor 16394 oe
Tfec 16283 oe
Hinfp 16282 ko
Zfp652 16241 ko
Bhlha15 16227 oe
Zfp768 15941 ko
Plag1 15246 oe
Pou1f1 14981 oe
Vax2 13979 ko
Ehf 13363 ko
Mybl1 13190 oe
Trp73 13091 ko
Zkscan17 12874 ko
Esr1 12852 ko
Zfp90 12480 ko
Mybl2 12173 ko
Klf9 12139 ko
Hsf4 11986 ko
Kdm2b 11631 oe
Sp8 11608 ko
Gli3 11417 oe
Etv4 11311 ko
Pax9 11304 ko
Rest 10744 ko
Glis2 10742 oe
Zfp248 10575 ko
Sox8 10483 oe
Zscan29 10475 ko
Nhlh1 10445 ko
Arid3b 10116 ko
Meis1 10083 ko
Tef 9715 ko
Ovol1 9536 oe
Tal1 9513 ko
Dlx1 9492 oe
Pou5f1 9450 ko
Nr1h3 8907 ko
Dpf3 8871 oe
Zbtb32 8821 ko
Foxf1 8708 oe
E2f5 8674 ko
Grhl2 8644 ko
Phf21a 8644 ko
Zfp300 8531 ko
Zfp184 8446 ko
Otx2 8435 oe
Thrb 8116 ko
Sp140 8112 oe
Glis1 8059 ko
Mypop 8028 ko
Pbx1 7975 ko
Setbp1 7973 ko
Zfp69 7972 ko
Epas1 7882 ko
Zbtb2 7878 ko
Hoxb4 7705 ko
Ebf1 7591 oe
Fosl1 7542 ko
Zfp174 7454 ko
Zfp691 7434 ko
Cdc5l 7423 ko
Sox4 7421 ko
Lin54 7374 ko
Mafb 7334 ko
Sox21 7310 oe
Grhl1 7270 ko
Pou2f1 7206 ko
Tigd2 6974 ko
Bach1 6879 ko
Foxn2 6853 oe
Lhx2 6785 ko
Mynn 6738 ko
Hic2 6696 ko
Pax8 6686 oe
Myrf 6603 ko
Prox2 6560 ko
Zfp647 6503 oe
Gli2 6439 oe
Prdm11 6423 ko
Jrkl 6408 ko
Duxbl1 6323 ko
Homez 6294 ko
Sox9 6214 ko
Tcf7l2 6186 ko
Alx4 6185 ko
Cxxc5 6134 ko
Hlx 6078 oe
Foxi3 6056 ko
Mafa 6046 ko
Arid2 5985 ko
Nr6a1 5947 oe
Nfe2 5943 ko
Zfp653 5916 ko
Mzf1 5881 ko
Dmrt2 5868 ko
Nr5a1 5799 ko
Nr2f2 5783 ko
Sox6 5772 ko
Glis3 5741 oe
Irf6 5733 ko
Pax5 5717 ko
Pou4f1 5675 oe
Cphx3 5659 ko
Npas2 5637 ko
Zfp128 5620 ko
Bcl11b 5603 ko
Zbtb12 5579 ko
Hes7 5559 ko
Tcf21 5559 ko
Batf3 5520 ko
Zbtb45 5515 ko
Sox13 5502 ko
Hnf4g 5491 oe
Sox15 5475 ko
Isl2 5440 ko
Hesx1 5415 ko
Zfp454 5389 ko
Hlf 5341 ko
Fbxl19 5298 oe
Hand2 5288 ko
Mef2c 5270 ko
Zfp296 5268 oe
Zik1 5261 ko
Hey1 5244 ko
Tbr1 5244 ko
Hmbox1 5179 ko
Tet1 5167 oe
Creb3l1 5145 ko
Pax6 5143 ko
Irx2 5120 ko
Nfix 5113 ko
Ppara 5112 ko
Six5 5111 ko
Six3 5072 ko
Nr3c2 5038 ko
Cebpe 5023 ko
Hhex 5020 oe
Naif1 4982 ko
Tfap4 4974 ko
Zzz3 4963 ko
Msc 4962 ko
Pou3f2 4938 ko
Nkx2-3 4903 ko
Hoxa9 4898 ko
Gcm2 4892 ko
Foxc2 4888 ko
Gata2 4863 ko
Prrx2 4849 ko
Zfp558 4849 ko
Rarb 4848 ko
Sox12 4842 ko
Foxf2 4829 ko
Vdr 4826 ko
Meox2 4803 ko
Hnf1b 4797 ko
Zbtb26 4763 ko
Tead2 4758 ko
Rorb 4747 ko
Dbx2 4730 ko
Pax3 4701 ko
Onecut1 4655 ko
Hoxa1 4647 ko
Msx1 4647 ko
Kdm2a 4625 ko
Zscan4f 4614 ko
Cebpd 4531 ko
Sohlh2 4531 ko
Gata1 4520 ko
Lhx4 4518 ko
Dlx4 4516 ko
Zfp423 4479 oe
Hnf4a 4460 ko
Prdm14 4458 ko
Mlxipl 4454 ko
Hes5 4453 ko
Lbx2 4444 ko
Foxh1 4421 ko
Dmrta2 4419 ko
Pitx2 4419 ko
Mecom 4396 oe
Hsf5 4395 ko
Lin28b 4395 ko
Nkx6-2 4395 ko
Onecut2 4395 oe
Hnf1a 4390 ko
Ovol2 4375 ko
Cebpa 4368 ko
Dmrta1 4356 ko
